time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y
2024/07/31/12:26:22.052348,"(2000, 2001, 2002, 2003)","(5.781404972076416, 266.02716064453125, -110.51464080810547, 223.12771606445312)","(0.6578112840652466, 0.436748743057251, 0.6770734786987305, 0.32456254959106445)","(24.908647537231445, -1000.708984375, 181.34524536132812, -997.6318359375)","(200.23196411132812, -994.2030029296875, 293.9467468261719, -990.781982421875)"
2024/07/31/12:26:22.152240,"(2000, 2001, 2002, 2003)","(5.80816650390625, 266.2995300292969, -110.51463317871094, 223.549560546875)","(0.6575062870979309, 0.4375215768814087, 0.6770854592323303, 0.32455888390541077)","(24.974163055419922, -1000.7215576171875, 181.32151794433594, -997.6614990234375)","(200.23753356933594, -994.244873046875, 293.8833312988281, -990.795166015625)"
2024/07/31/12:26:22.252248,"(2000, 2001, 2002, 2003)","(5.832995414733887, 266.5722961425781, -110.51463317871094, 223.97561645507812)","(0.6572025418281555, 0.4383015036582947, 0.6770972609519958, 0.32455527782440186)","(25.040298461914062, -1000.7339477539062, 181.29754638671875, -997.6913452148438)","(200.24319458007812, -994.2874145507812, 293.81927490234375, -990.8087158203125)"
2024/07/31/12:26:22.352201,"(2000, 2001, 2002, 2003)","(5.857698440551758, 266.8375244140625, -110.5146255493164, 224.39324951171875)","(0.6573078036308289, 0.439065158367157, 0.6771087050437927, 0.3245517611503601)","(25.105131149291992, -1000.7459106445312, 181.27406311035156, -997.7205200195312)","(200.24879455566406, -994.3291625976562, 293.7565002441406, -990.822265625)"
2024/07/31/12:26:22.452332,"(2000, 2001, 2002, 2003)","(5.883316993713379, 267.10589599609375, -110.5146255493164, 224.81930541992188)","(0.6574147939682007, 0.43984341621398926, 0.6771202087402344, 0.32454821467399597)","(25.171279907226562, -1000.7578125, 181.25009155273438, -997.7501220703125)","(200.25454711914062, -994.3720092773438, 293.69244384765625, -990.8362426757812)"
2024/07/31/12:26:22.552264,"(2000, 2001, 2002, 2003)","(5.909119606018066, 267.36944580078125, -110.5146255493164, 225.24114990234375)","(0.6575202941894531, 0.4406129717826843, 0.6771313548088074, 0.324544757604599)","(25.23678207397461, -1000.7693481445312, 181.2263641357422, -997.7793579101562)","(200.26026916503906, -994.4144897460938, 293.6290283203125, -990.850341796875)"
2024/07/31/12:26:22.652330,"(2000, 2001, 2002, 2003)","(5.935389041900635, 267.63092041015625, -110.51461791992188, 225.66299438476562)","(0.6576253175735474, 0.44138145446777344, 0.677142322063446, 0.3245413303375244)","(25.302291870117188, -1000.7806396484375, 181.20262145996094, -997.8085327148438)","(200.2660369873047, -994.4571533203125, 293.56561279296875, -990.8646240234375)"
2024/07/31/12:26:22.751802,"(2000, 2001, 2002, 2003)","(5.962149620056152, 267.8902893066406, -110.51461791992188, 226.0848388671875)","(0.6577298045158386, 0.4421488046646118, 0.6771531701087952, 0.3245379626750946)","(25.367807388305664, -1000.7916870117188, 181.17889404296875, -997.8375244140625)","(200.27183532714844, -994.5, 293.502197265625, -990.8790893554688)"
2024/07/31/12:26:22.852404,"(2000, 2001, 2002, 2003)","(5.989455223083496, 268.14764404296875, -110.51461029052734, 226.50668334960938)","(0.6578338742256165, 0.4429149329662323, 0.6771637797355652, 0.32453465461730957)","(25.433330535888672, -1000.802490234375, 181.15516662597656, -997.866455078125)","(200.27767944335938, -994.54296875, 293.4387512207031, -990.8938598632812)"
2024/07/31/12:26:22.952009,"(2000, 2001, 2002, 2003)","(6.017292022705078, 268.40301513671875, -110.51461029052734, 226.9285125732422)","(0.657937228679657, 0.4436797499656677, 0.6771742701530457, 0.3245313763618469)","(25.49886131286621, -1000.81298828125, 181.1314239501953, -997.895263671875)","(200.2835693359375, -994.5860595703125, 293.3753356933594, -990.9087524414062)"
2024/07/31/12:26:23.052266,"(2000, 2001, 2002, 2003)","(6.045673847198486, 268.6564025878906, -110.51461029052734, 227.35035705566406)","(0.6580399870872498, 0.44444313645362854, 0.677184522151947, 0.32452812790870667)","(25.56439781188965, -1000.8233032226562, 181.10769653320312, -997.9240112304688)","(200.28948974609375, -994.6292724609375, 293.3119201660156, -990.9238891601562)"
2024/07/31/12:26:23.152699,"(2000, 2001, 2002, 2003)","(6.0742573738098145, 268.9053955078125, -110.51460266113281, 227.76797485351562)","(0.6581408977508545, 0.44519737362861633, 0.6771945953369141, 0.32452496886253357)","(25.62928581237793, -1000.833251953125, 181.08419799804688, -997.9522705078125)","(200.29539489746094, -994.6722412109375, 293.2491149902344, -990.9390869140625)"
2024/07/31/12:26:23.251917,"(2000, 2001, 2002, 2003)","(6.103874206542969, 269.157470703125, -110.51460266113281, 228.1940460205078)","(0.6582430005073547, 0.4459652602672577, 0.6772046089172363, 0.3245217800140381)","(25.695491790771484, -1000.8431396484375, 181.0602264404297, -997.9810791015625)","(200.30145263671875, -994.7161865234375, 293.18505859375, -990.954833984375)"
2024/07/31/12:26:23.351910,"(2000, 2001, 2002, 2003)","(6.133294582366943, 269.4027404785156, -110.51460266113281, 228.61587524414062)","(0.6583422422409058, 0.4467162489891052, 0.6772143244743347, 0.3245186507701874)","(25.760393142700195, -1000.8526000976562, 181.0367431640625, -998.0093994140625)","(200.30743408203125, -994.7593994140625, 293.1222839355469, -990.9705810546875)"
2024/07/31/12:26:23.452114,"(2000, 2001, 2002, 2003)","(6.163668632507324, 269.6510925292969, -110.51460266113281, 229.0377197265625)","(0.6584426760673523, 0.44748061895370483, 0.6772240400314331, 0.32451558113098145)","(25.82661247253418, -1000.8619995117188, 181.0127716064453, -998.0376586914062)","(200.31358337402344, -994.8035888671875, 293.0582275390625, -990.986572265625)"
2024/07/31/12:26:23.552039,"(2000, 2001, 2002, 2003)","(6.194050312042236, 269.8952331542969, -110.51460266113281, 229.45956420898438)","(0.6585413217544556, 0.44823551177978516, 0.6772335171699524, 0.3245125412940979)","(25.892181396484375, -1000.8710327148438, 180.98902893066406, -998.0657958984375)","(200.3197021484375, -994.8474731445312, 292.9947814941406, -991.0027465820312)"
2024/07/31/12:26:23.652315,"(2000, 2001, 2002, 2003)","(6.224696636199951, 270.1375732421875, -110.51460266113281, 229.88140869140625)","(0.6586391925811768, 0.4489884376525879, 0.6772428750991821, 0.32450956106185913)","(25.95775604248047, -1000.8798828125, 180.96530151367188, -998.0938110351562)","(200.32586669921875, -994.8914794921875, 292.9313659667969, -991.0191650390625)"
2024/07/31/12:26:23.751974,"(2000, 2001, 2002, 2003)","(6.255568027496338, 270.37823486328125, -110.51460266113281, 230.30323791503906)","(0.6587362289428711, 0.4497392773628235, 0.6772520542144775, 0.32450661063194275)","(26.02333641052246, -1000.888427734375, 180.94155883789062, -998.1217041015625)","(200.33206176757812, -994.9356689453125, 292.867919921875, -991.0357666015625)"
2024/07/31/12:26:23.852059,"(2000, 2001, 2002, 2003)","(6.286625385284424, 270.6172180175781, -110.51460266113281, 230.72508239746094)","(0.6588326096534729, 0.4504879117012024, 0.6772610545158386, 0.32450369000434875)","(26.08892250061035, -1000.8967895507812, 180.91783142089844, -998.1494140625)","(200.33831787109375, -994.9799194335938, 292.80450439453125, -991.0525512695312)"
2024/07/31/12:26:23.952125,"(2000, 2001, 2002, 2003)","(6.317521095275879, 270.8521728515625, -110.51460266113281, 231.1427001953125)","(0.6589272022247314, 0.4512268304824829, 0.6772698163986206, 0.32450082898139954)","(26.153860092163086, -1000.90478515625, 180.8943328857422, -998.1768188476562)","(200.3445281982422, -995.0238647460938, 292.74169921875, -991.0693969726562)"
2024/07/31/12:26:24.052186,"(2000, 2001, 2002, 2003)","(6.349175930023193, 271.0904235839844, -110.51460266113281, 231.56875610351562)","(0.659023106098175, 0.4519782066345215, 0.6772786378860474, 0.3244979679584503)","(26.22011375427246, -1000.9127197265625, 180.870361328125, -998.20458984375)","(200.35092163085938, -995.06884765625, 292.6776428222656, -991.0867919921875)"
2024/07/31/12:26:24.152310,"(2000, 2001, 2002, 2003)","(6.3806071281433105, 271.3242492675781, -110.51460266113281, 231.99005126953125)","(0.6591172814369202, 0.45271989703178406, 0.6772872805595398, 0.32451820373535156)","(26.285717010498047, -1000.9202880859375, 180.84661865234375, -998.2319946289062)","(200.3572998046875, -995.1134643554688, 292.61419677734375, -991.1041870117188)"
2024/07/31/12:26:24.252488,"(2000, 2001, 2002, 2003)","(6.412103176116943, 271.5565490722656, -110.51460266113281, 232.41073608398438)","(0.659210741519928, 0.4534592628479004, 0.6772956848144531, 0.32454392313957214)","(26.3513240814209, -1000.9276733398438, 180.82289123535156, -998.2592163085938)","(200.36370849609375, -995.158203125, 292.5507507324219, -991.121826171875)"
2024/07/31/12:26:24.351923,"(2000, 2001, 2002, 2003)","(6.443639278411865, 271.7873840332031, -110.51460266113281, 232.8306121826172)","(0.659303605556488, 0.4541959762573242, 0.6773040294647217, 0.3245810866355896)","(26.41693878173828, -1000.934814453125, 180.7991485595703, -998.2863159179688)","(200.3701629638672, -995.2030639648438, 292.4873352050781, -991.1396484375)"
2024/07/31/12:26:24.452028,"(2000, 2001, 2002, 2003)","(6.475195407867432, 272.01678466796875, -110.51460266113281, 233.24948120117188)","(0.6593957543373108, 0.454929918050766, 0.6773121953010559, 0.3246297538280487)","(26.48255729675293, -1000.941650390625, 180.77540588378906, -998.3133544921875)","(200.37664794921875, -995.248046875, 292.42388916015625, -991.1576538085938)"
2024/07/31/12:26:24.551989,"(2000, 2001, 2002, 2003)","(6.506752014160156, 272.2447814941406, -110.51460266113281, 233.6671905517578)","(0.6594873070716858, 0.45566099882125854, 0.6773202419281006, 0.32468998432159424)","(26.548181533813477, -1000.9483032226562, 180.75167846679688, -998.3402099609375)","(200.38319396972656, -995.2930908203125, 292.3604431152344, -991.1759033203125)"
2024/07/31/12:26:24.651937,"(2000, 2001, 2002, 2003)","(6.538293361663818, 272.4714050292969, -110.51460266113281, 234.0835723876953)","(0.6595782041549683, 0.4563891589641571, 0.6773281693458557, 0.32476183772087097)","(26.61380958557129, -1000.9547119140625, 180.72793579101562, -998.366943359375)","(200.3897705078125, -995.3383178710938, 292.2970275878906, -991.1943969726562)"
2024/07/31/12:26:24.752076,"(2000, 2001, 2002, 2003)","(6.569803714752197, 272.69671630859375, -110.51460266113281, 234.4984893798828)","(0.6596684455871582, 0.4571142792701721, 0.6773359179496765, 0.32484516501426697)","(26.679443359375, -1000.9609375, 180.70420837402344, -998.3934936523438)","(200.39639282226562, -995.3836059570312, 292.23358154296875, -991.2130126953125)"
2024/07/31/12:26:24.851802,"(2000, 2001, 2002, 2003)","(6.6012701988220215, 272.92071533203125, -110.51460266113281, 234.9117889404297)","(0.6597581505775452, 0.4578363001346588, 0.6773436069488525, 0.3249403238296509)","(26.74508285522461, -1000.9668579101562, 180.6804656982422, -998.4199829101562)","(200.40304565429688, -995.428955078125, 292.1701354980469, -991.2318725585938)"
2024/07/31/12:26:24.951980,"(2000, 2001, 2002, 2003)","(6.63236665725708, 273.1412353515625, -110.51461029052734, 235.31927490234375)","(0.6598463654518127, 0.4585478901863098, 0.6773510575294495, 0.32504579424858093)","(26.810070037841797, -1000.9725341796875, 180.65696716308594, -998.446044921875)","(200.40968322753906, -995.4739990234375, 292.1073303222656, -991.2507934570312)"
2024/07/31/12:26:25.051997,"(2000, 2001, 2002, 2003)","(6.66370964050293, 273.3649597167969, -110.51461029052734, 235.73312377929688)","(0.6599348783493042, 0.45927056670188904, 0.6773585081100464, 0.3251648247241974)","(26.875717163085938, -1000.97802734375, 180.63299560546875, -998.4724731445312)","(200.4164276123047, -995.5200805664062, 292.04327392578125, -991.270263671875)"
2024/07/31/12:26:25.152979,"(2000, 2001, 2002, 2003)","(6.695289134979248, 273.5852966308594, -110.51461029052734, 236.14096069335938)","(0.6600236892700195, 0.45998266339302063, 0.6773658394813538, 0.32529395818710327)","(26.942026138305664, -1000.9832763671875, 180.6092529296875, -998.49853515625)","(200.42327880859375, -995.5657958984375, 291.9798278808594, -991.2897338867188)"
2024/07/31/12:26:25.251920,"(2000, 2001, 2002, 2003)","(6.726160049438477, 273.80230712890625, -110.51461029052734, 236.54273986816406)","(0.6601101756095886, 0.4606841802597046, 0.677372932434082, 0.32543277740478516)","(27.00702667236328, -1000.9882202148438, 180.58575439453125, -998.524169921875)","(200.43003845214844, -995.611083984375, 291.9170227050781, -991.3092041015625)"
2024/07/31/12:26:25.352700,"(2000, 2001, 2002, 2003)","(6.753520488739014, 274.0203552246094, -110.51461029052734, 236.9464874267578)","(0.6597803235054016, 0.4613892436027527, 0.6773799657821655, 0.32558387517929077)","(27.07264518737793, -1000.9930419921875, 180.56201171875, -998.5499267578125)","(200.43692016601562, -995.656982421875, 291.85357666015625, -991.3291015625)"
2024/07/31/12:26:25.452075,"(2000, 2001, 2002, 2003)","(6.777188301086426, 274.23736572265625, -110.51461029052734, 237.35208129882812)","(0.6594545245170593, 0.46209070086479187, 0.6773868799209595, 0.32574743032455444)","(27.138225555419922, -1000.99755859375, 180.53826904296875, -998.5758056640625)","(200.44384765625, -995.7030029296875, 291.7901306152344, -991.3494262695312)"
2024/07/31/12:26:25.552096,"(2000, 2001, 2002, 2003)","(6.797285556793213, 274.45330810546875, -110.51461029052734, 237.74746704101562)","(0.6591325402259827, 0.4627884030342102, 0.6773937344551086, 0.3259183168411255)","(27.20376968383789, -1001.0018920898438, 180.5145263671875, -998.60107421875)","(200.45082092285156, -995.7490844726562, 291.7266845703125, -991.3695678710938)"
2024/07/31/12:26:25.652034,"(2000, 2001, 2002, 2003)","(6.814056873321533, 274.6703796386719, -110.51461029052734, 238.1485137939453)","(0.6588112115859985, 0.46348923444747925, 0.677400529384613, 0.32610318064689636)","(27.269929885864258, -1001.0060424804688, 180.4905548095703, -998.6266479492188)","(200.45791625976562, -995.7957153320312, 291.66259765625, -991.3902587890625)"
2024/07/31/12:26:25.752434,"(2000, 2001, 2002, 2003)","(6.8273115158081055, 274.88433837890625, -110.51461029052734, 238.5432891845703)","(0.6584967374801636, 0.4641791880130768, 0.6774070858955383, 0.32629644870758057)","(27.33540153503418, -1001.0098876953125, 180.46681213378906, -998.65185546875)","(200.46498107910156, -995.8419799804688, 291.5991516113281, -991.4110107421875)"
2024/07/31/12:26:25.852101,"(2000, 2001, 2002, 2003)","(6.837314128875732, 275.0973815917969, -110.51461029052734, 238.93568420410156)","(0.6581858396530151, 0.46486514806747437, 0.6774135828018188, 0.3264999985694885)","(27.400835037231445, -1001.0135498046875, 180.4430694580078, -998.6768798828125)","(200.47207641601562, -995.8883056640625, 291.53570556640625, -991.4319458007812)"
2024/07/31/12:26:25.951778,"(2000, 2001, 2002, 2003)","(6.844118595123291, 275.30950927734375, -110.51461029052734, 239.32568359375)","(0.657881498336792, 0.4655470848083496, 0.6774200201034546, 0.3267134726047516)","(27.4655818939209, -1001.0169677734375, 180.41934204101562, -998.7017822265625)","(200.4791259765625, -995.9347534179688, 291.4722595214844, -991.453125)"
2024/07/31/12:26:26.052241,"(2000, 2001, 2002, 2003)","(6.8479228019714355, 275.52081298828125, -110.51461029052734, 239.7132568359375)","(0.6575744152069092, 0.4662248492240906, 0.677426278591156, 0.32693663239479065)","(27.53160285949707, -1001.0201416015625, 180.39559936523438, -998.7265625)","(200.48635864257812, -995.9812622070312, 291.4088134765625, -991.4744262695312)"
2024/07/31/12:26:26.152421,"(2000, 2001, 2002, 2003)","(6.8487772941589355, 275.7312927246094, -110.51461029052734, 240.09835815429688)","(0.6572748422622681, 0.46689844131469727, 0.6774324774742126, 0.3271694481372833)","(27.596935272216797, -1001.0231323242188, 180.37185668945312, -998.7511596679688)","(200.49354553222656, -996.02783203125, 291.3453674316406, -991.4960327148438)"
2024/07/31/12:26:26.252020,"(2000, 2001, 2002, 2003)","(6.846874237060547, 275.94097900390625, -110.51461029052734, 240.48095703125)","(0.656979501247406, 0.46756771206855774, 0.6774385571479797, 0.32741180062294006)","(27.6622371673584, -1001.0258178710938, 180.34811401367188, -998.775634765625)","(200.50076293945312, -996.0745239257812, 291.28192138671875, -991.5177612304688)"
2024/07/31/12:26:26.351805,"(2000, 2001, 2002, 2003)","(6.842358112335205, 276.1499328613281, -110.51461029052734, 240.8610382080078)","(0.6566882729530334, 0.4682326316833496, 0.6774445176124573, 0.32766327261924744)","(27.72750473022461, -1001.0283813476562, 180.32437133789062, -998.7999877929688)","(200.50799560546875, -996.1212768554688, 291.2184753417969, -991.5397338867188)"
2024/07/31/12:26:26.452461,"(2000, 2001, 2002, 2003)","(6.835362911224365, 276.3581848144531, -110.51461791992188, 241.23858642578125)","(0.6564009785652161, 0.4688931107521057, 0.67745041847229, 0.327923983335495)","(27.792743682861328, -1001.0306396484375, 180.30062866210938, -998.8240966796875)","(200.5152587890625, -996.1680908203125, 291.155029296875, -991.5618896484375)"
2024/07/31/12:26:26.552026,"(2000, 2001, 2002, 2003)","(6.826012134552002, 276.5657958984375, -110.51461791992188, 241.61358642578125)","(0.6561173796653748, 0.4695490598678589, 0.6774562001228333, 0.3281935751438141)","(27.85795021057129, -1001.03271484375, 180.27688598632812, -998.84814453125)","(200.52252197265625, -996.2150268554688, 291.0915832519531, -991.584228515625)"
2024/07/31/12:26:26.652184,"(2000, 2001, 2002, 2003)","(6.814560413360596, 276.7707214355469, -110.51461791992188, 241.9822998046875)","(0.6558402180671692, 0.47019392251968384, 0.6774618625640869, 0.32846909761428833)","(27.92247772216797, -1001.0346069335938, 180.25338745117188, -998.8717651367188)","(200.5297393798828, -996.2615356445312, 291.0287780761719, -991.6065673828125)"
2024/07/31/12:26:26.752034,"(2000, 2001, 2002, 2003)","(6.800860404968262, 276.9771423339844, -110.51461791992188, 242.35215759277344)","(0.6555636525154114, 0.4708406925201416, 0.6774674654006958, 0.3287559449672699)","(27.987625122070312, -1001.0361938476562, 180.22964477539062, -998.8955078125)","(200.5370330810547, -996.30859375, 290.96533203125, -991.6293334960938)"
2024/07/31/12:26:26.852315,"(2000, 2001, 2002, 2003)","(6.785129070281982, 277.18511962890625, -110.51461791992188, 242.7230682373047)","(0.6552903652191162, 0.4714891314506531, 0.6774730086326599, 0.3290541470050812)","(28.052745819091797, -1001.0376586914062, 180.20565795898438, -998.9193115234375)","(200.54434204101562, -996.356201171875, 290.9012451171875, -991.652587890625)"
2024/07/31/12:26:26.952057,"(2000, 2001, 2002, 2003)","(6.7672553062438965, 277.3905029296875, -110.51461791992188, 243.0876922607422)","(0.6550175547599792, 0.472126305103302, 0.6774784326553345, 0.32935765385627747)","(28.11849021911621, -1001.0388793945312, 180.18191528320312, -998.9426879882812)","(200.55172729492188, -996.4033813476562, 290.8377685546875, -991.6757202148438)"
2024/07/31/12:26:27.051966,"(2000, 2001, 2002, 2003)","(6.747681617736816, 277.5954895019531, -110.51461791992188, 243.44972229003906)","(0.6547504663467407, 0.47275859117507935, 0.6774837970733643, 0.32966920733451843)","(28.18355369567871, -1001.0398559570312, 180.15817260742188, -998.9659423828125)","(200.55905151367188, -996.4506225585938, 290.7743225097656, -991.6990966796875)"
2024/07/31/12:26:27.151883,"(2000, 2001, 2002, 2003)","(6.726294994354248, 277.800048828125, -110.51461791992188, 243.80911254882812)","(0.6544861793518066, 0.47338593006134033, 0.6774890422821045, 0.32998865842819214)","(28.248592376708984, -1001.0405883789062, 180.13442993164062, -998.9890747070312)","(200.56637573242188, -996.4979858398438, 290.71087646484375, -991.72265625)"
2024/07/31/12:26:27.252435,"(2000, 2001, 2002, 2003)","(6.7034010887146, 278.0022277832031, -110.5146255493164, 244.1658935546875)","(0.6542272567749023, 0.47400200366973877, 0.6774941682815552, 0.3303157687187195)","(28.31295394897461, -1001.0411987304688, 180.11093139648438, -999.0120239257812)","(200.57362365722656, -996.544921875, 290.6480712890625, -991.7463989257812)"
2024/07/31/12:26:27.352015,"(2000, 2001, 2002, 2003)","(6.678305149078369, 278.20819091796875, -110.5146255493164, 244.52005004882812)","(0.6539657115936279, 0.47462546825408936, 0.6774992942810059, 0.3306504487991333)","(28.378589630126953, -1001.04150390625, 180.08694458007812, -999.0347900390625)","(200.5810089111328, -996.5928344726562, 290.583984375, -991.7703857421875)"
2024/07/31/12:26:27.452027,"(2000, 2001, 2002, 2003)","(6.651798248291016, 278.4118347167969, -110.5146255493164, 244.87158203125)","(0.6537092924118042, 0.47523751854896545, 0.677504301071167, 0.3309924304485321)","(28.44354820251465, -1001.0416259765625, 180.06320190429688, -999.0574340820312)","(200.5883331298828, -996.640380859375, 290.5205078125, -991.7944946289062)"
2024/07/31/12:26:27.552111,"(2000, 2001, 2002, 2003)","(6.6236748695373535, 278.61529541015625, -110.5146255493164, 245.2205047607422)","(0.653455376625061, 0.4758443534374237, 0.6775091886520386, 0.3313416540622711)","(28.50848388671875, -1001.0415649414062, 180.03945922851562, -999.0798950195312)","(200.59564208984375, -996.6879272460938, 290.4570617675781, -991.81884765625)"
2024/07/31/12:26:27.652388,"(2000, 2001, 2002, 2003)","(6.593972206115723, 278.81854248046875, -110.5146255493164, 245.56678771972656)","(0.6532037854194641, 0.47644588351249695, 0.6775140166282654, 0.331697940826416)","(28.573392868041992, -1001.041259765625, 180.01571655273438, -999.1022338867188)","(200.6029510498047, -996.735595703125, 290.39361572265625, -991.8433837890625)"
2024/07/31/12:26:27.751822,"(2000, 2001, 2002, 2003)","(6.562726020812988, 279.021728515625, -110.5146255493164, 245.9104461669922)","(0.6529545187950134, 0.4770420491695404, 0.6775187849998474, 0.33206111192703247)","(28.63827896118164, -1001.040771484375, 179.99197387695312, -999.1243896484375)","(200.61026000976562, -996.7832641601562, 290.33013916015625, -991.8681030273438)"
2024/07/31/12:26:27.852001,"(2000, 2001, 2002, 2003)","(6.529965877532959, 279.2248229980469, -110.51463317871094, 246.25148010253906)","(0.6527073979377747, 0.4776327311992645, 0.6775234341621399, 0.33243101835250854)","(28.703142166137695, -1001.0400390625, 179.96823120117188, -999.1464233398438)","(200.6175537109375, -996.8310546875, 290.2666931152344, -991.89306640625)"
2024/07/31/12:26:27.952039,"(2000, 2001, 2002, 2003)","(6.496077060699463, 279.4258728027344, -110.51463317871094, 246.5865478515625)","(0.6524649262428284, 0.4782120883464813, 0.6775280237197876, 0.33280372619628906)","(28.767332077026367, -1001.0391235351562, 179.94473266601562, -999.1680297851562)","(200.624755859375, -996.8783569335938, 290.2038879394531, -991.9179077148438)"
2024/07/31/12:26:28.052064,"(2000, 2001, 2002, 2003)","(6.460014343261719, 279.6310119628906, -110.51463317871094, 246.9257049560547)","(0.6522195935249329, 0.4787975251674652, 0.6775326132774353, 0.3331904113292694)","(28.832796096801758, -1001.0379638671875, 179.92074584960938, -999.18994140625)","(200.63209533691406, -996.9266967773438, 290.1397705078125, -991.9434204101562)"
2024/07/31/12:26:28.151935,"(2000, 2001, 2002, 2003)","(6.4228715896606445, 279.834228515625, -110.51463317871094, 247.2589111328125)","(0.6519787907600403, 0.47937145829200745, 0.6775370240211487, 0.33357954025268555)","(28.89759063720703, -1001.03662109375, 179.89700317382812, -999.2114868164062)","(200.63934326171875, -996.974609375, 290.0763244628906, -991.9689331054688)"
2024/07/31/12:26:28.251858,"(2000, 2001, 2002, 2003)","(6.384313583374023, 280.03759765625, -110.51463317871094, 247.58950805664062)","(0.6517398953437805, 0.47993966937065125, 0.6775414347648621, 0.33397480845451355)","(28.96236228942871, -1001.0350341796875, 179.87326049804688, -999.2328491210938)","(200.64657592773438, -997.0225830078125, 290.01287841796875, -991.9945678710938)"
2024/07/31/12:26:28.352104,"(2000, 2001, 2002, 2003)","(6.3447723388671875, 280.2391052246094, -110.51464080810547, 247.91424560546875)","(0.6515052914619446, 0.48049643635749817, 0.6775456666946411, 0.33437198400497437)","(29.02646255493164, -1001.0333251953125, 179.84974670410156, -999.2538452148438)","(200.6537322998047, -997.0701293945312, 289.9500427246094, -992.0202026367188)"
2024/07/31/12:26:28.452284,"(2000, 2001, 2002, 2003)","(6.3030266761779785, 280.4449768066406, -110.51464080810547, 248.24290466308594)","(0.6512678265571594, 0.4810585677623749, 0.6775499582290649, 0.33478304743766785)","(29.091838836669922, -1001.0313110351562, 179.82577514648438, -999.2750854492188)","(200.66099548339844, -997.1187133789062, 289.8859558105469, -992.0464477539062)"
2024/07/31/12:26:28.551875,"(2000, 2001, 2002, 2003)","(6.260295867919922, 280.6490173339844, -110.51464080810547, 248.56600952148438)","(0.6510341763496399, 0.4816093444824219, 0.6775541305541992, 0.3351932764053345)","(29.156545639038086, -1001.0291748046875, 179.80201721191406, -999.2959594726562)","(200.66818237304688, -997.1668090820312, 289.822509765625, -992.0726928710938)"
2024/07/31/12:26:28.653360,"(2000, 2001, 2002, 2003)","(6.216183185577393, 280.8533630371094, -110.51464080810547, 248.8867950439453)","(0.6508023142814636, 0.4821541905403137, 0.6775582432746887, 0.33560869097709656)","(29.221229553222656, -1001.0267944335938, 179.7782745361328, -999.3167114257812)","(200.67532348632812, -997.2149658203125, 289.759033203125, -992.0990600585938)"
2024/07/31/12:26:28.752026,"(2000, 2001, 2002, 2003)","(6.171206474304199, 281.0554504394531, -110.51464080810547, 249.20159912109375)","(0.6505747437477112, 0.48268917202949524, 0.6775622367858887, 0.3360288739204407)","(29.285249710083008, -1001.0242309570312, 179.75477600097656, -999.3370361328125)","(200.68238830566406, -997.2626953125, 289.6961975097656, -992.1254272460938)"
2024/07/31/12:26:28.852001,"(2000, 2001, 2002, 2003)","(6.124455451965332, 281.26220703125, -110.5146484375, 249.52012634277344)","(0.6503465175628662, 0.48322728276252747, 0.6775662302970886, 0.33646151423454285)","(29.34989356994629, -1001.0214233398438, 179.7307891845703, -999.357666015625)","(200.6894989013672, -997.3114013671875, 289.6321105957031, -992.1524047851562)"
2024/07/31/12:26:28.951904,"(2000, 2001, 2002, 2003)","(6.076396465301514, 281.46551513671875, -110.5146484375, 249.829833984375)","(0.6501198410987854, 0.4837484061717987, 0.677570104598999, 0.33689069747924805)","(29.414520263671875, -1001.0184326171875, 179.707275390625, -999.377685546875)","(200.6965789794922, -997.3591918945312, 289.5693054199219, -992.1790771484375)"
2024/07/31/12:26:29.052171,"(2000, 2001, 2002, 2003)","(6.02615213394165, 281.67352294921875, -110.5146484375, 250.14344787597656)","(0.6502787470817566, 0.48427408933639526, 0.6775739789009094, 0.3373315930366516)","(29.47981071472168, -1001.0151977539062, 179.6833038330078, -999.39794921875)","(200.70370483398438, -997.4080200195312, 289.50518798828125, -992.2064819335938)"
2024/07/31/12:26:29.152125,"(2000, 2001, 2002, 2003)","(5.979129314422607, 281.8795166015625, -110.5146484375, 250.45118713378906)","(0.6504433155059814, 0.4847899377346039, 0.677577793598175, 0.33777597546577454)","(29.544475555419922, -1001.0117797851562, 179.6595458984375, -999.4178466796875)","(200.71072387695312, -997.4563598632812, 289.4417419433594, -992.2337646484375)"
2024/07/31/12:26:29.251984,"(2000, 2001, 2002, 2003)","(5.934720516204834, 282.08642578125, -110.5146484375, 250.75637817382812)","(0.6506068110466003, 0.4852973520755768, 0.6775814890861511, 0.33822399377822876)","(29.609161376953125, -1001.0081787109375, 179.63580322265625, -999.4376220703125)","(200.7176971435547, -997.5047607421875, 289.3782653808594, -992.26123046875)"
2024/07/31/12:26:29.353789,"(2000, 2001, 2002, 2003)","(5.893218994140625, 282.2922668457031, -110.51465606689453, 251.05606079101562)","(0.6507675647735596, 0.48579293489456177, 0.6775851249694824, 0.33867210149765015)","(29.673219680786133, -1001.00439453125, 179.6123046875, -999.45703125)","(200.72454833984375, -997.5526733398438, 289.3154602050781, -992.28857421875)"
