time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/31/12:45:42.946438,"[2000, 2001, 2002, 2003]","(-2.4078011512756348, 59.7694091796875, -139.97357177734375, 184.35089111328125)","(0.6728694438934326, 0.3936937749385834, 0.6778061985969543, 0.3360329866409302)","(145.9138641357422, -995.0309448242188, 141.20343017578125, -996.1427612304688)","(206.83743286132812, -1005.8619384765625, 181.40386962890625, -998.2466430664062)","[1665.051096917511, 25.866184488935605, 1660.2774761023966]","[2.4809301074240224, 3.471296051246816, 3.138837447217213]","[229.15401267544985, 261.9152027798382, 228.94598729356002]","[1672.4096635924448, 28.811909779213295, 2013.2640441793912]","[-260.5852862735717, -10.071405643508148, -1129.3093861222299]","[0, 0.8717542186874436, 0]","[0, 0, 0]","[0, 1, 0]","[0.026895703447877672, 0.13583681338683, 0.026508711613516256]","[0.3108491420218116, 0.4805671693004627, 0.22597183814266947]","[0.012, 0.507, 0.009]","[6.6120780667548225, 5.864490979304093, 6.763801318517261]","[4.10695483465086, 4.10695483465086, 4.10695483465086]","[3.3981465005512206, 2.7351590831066726, 3.5327001980947164]","[2.6464670182705583, 2.149226455187147, 2.7473822914281802]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:43.046365,"[2000, 2001, 2002, 2003]","(-2.4121036529541016, 60.2967529296875, -139.97357177734375, 184.69989013671875)","(0.6728733777999878, 0.39369139075279236, 0.6778061985969543, 0.33636337518692017)","(145.98178100585938, -995.0007934570312, 141.15101623535156, -996.1759643554688)","(206.8346710205078, -1005.8359985351562, 181.35984802246094, -998.2393188476562)","[1665.056071440164, 25.928904350563435, 1660.3397147612839]","[2.4816927544752923, 3.471257527797513, 3.140839747428848]","[229.15669192215844, 261.67465501726053, 228.94751758715964]","[1672.5380284942257, 28.923995270638983, 2014.7406652501902]","[-261.19332133467765, -10.17178435939431, -1131.6202755122524]","[0, 0.8666729467172793, 0]","[0, 0, 0]","[0, 1, 0]","[0.026900708325841738, 0.1346185008753749, 0.026511546890440496]","[0.3110718079309663, 0.48056910712306944, 0.2265722974602617]","[0.012, 0.505, 0.009]","[6.612099774870989, 5.864509144901666, 6.76294684826707]","[4.106958718083213, 4.106958718083213, 4.106958718083213]","[3.3981669470604867, 2.7351757447895966, 3.531943747545555]","[2.646482353152508, 2.14923895144934, 2.746814953516309]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:43.147059,"[2000, 2001, 2002, 2003]","(-2.416356086730957, 60.8189697265625, -139.97357177734375, 185.04437255859375)","(0.6728772521018982, 0.3936890959739685, 0.6778061985969543, 0.3366924524307251)","(146.04901123046875, -994.97119140625, 141.09910583496094, -996.2088623046875)","(206.8319549560547, -1005.81005859375, 181.31625366210938, -998.2322387695312)","[1665.0609865297579, 25.99149426707078, 1660.4014854043103]","[2.4824925708978873, 3.471219456394927, 3.142818593692884]","[229.15932563167988, 261.43765874206036, 228.9490297423343]","[1672.6732007058683, 29.03566447292471, 2016.1997710275923]","[-261.9119997765745, -10.27118053988878, -1133.9055903608364]","[0, 0.8615277242257875, 0]","[0, 0, 0]","[0, 1, 0]","[0.026905628651905378, 0.13342529170448597, 0.026514348728995996]","[0.31128801703591774, 0.4805710297032536, 0.22716625222766493]","[0.012, 0.502, 0.009]","[6.612121013752764, 5.864527035161451, 6.7620956091553746]","[4.1069625426621315, 4.1069625426621315, 4.1069625426621315]","[3.3981869593547125, 2.7351921539548396, 3.5311901409496715]","[2.6464973623731773, 2.1492512583232726, 2.7462497485693964]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:43.247054,"[2000, 2001, 2002, 2003]","(-2.420600414276123, 61.3411865234375, -139.97357177734375, 185.3878173828125)","(0.6728810667991638, 0.39368683099746704, 0.6778061985969543, 0.33702340722084045)","(146.11624145507812, -994.9418334960938, 141.04721069335938, -996.2418823242188)","(206.82920837402344, -1005.7838134765625, 181.2726593017578, -998.2254028320312)","[1665.0658257816833, 26.054509863713513, 1660.463498859948]","[2.483335938180712, 3.471181472400584, 3.144793934234678]","[229.16193721026607, 261.20183756213487, 228.95053600951096]","[1672.8163802176732, 29.147947655157303, 2017.656192542931]","[-262.74263453066243, -10.370561444165999, -1136.1885865664872]","[0, 0.8562720339624301, 0]","[0, 0, 0]","[0, 1, 0]","[0.026910508134281086, 0.13224498785552752, 0.026517139823740654]","[0.31149994788312807, 0.480572977325109, 0.2277596414041529]","[0.012, 0.5, 0.009]","[6.612141940243613, 5.8645446500880976, 6.761239210254629]","[4.106966308388236, 4.106966308388236, 4.106966308388236]","[3.3982066765272987, 2.7352083106055143, 3.530431936948105]","[2.6465121502526165, 2.1492633758112785, 2.7456810955682216]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:43.346828,"[2000, 2001, 2002, 2003]","(-2.4248368740081787, 61.8634033203125, -139.97357177734375, 185.73028564453125)","(0.6728848218917847, 0.39368462562561035, 0.6778061985969543, 0.3373560309410095)","(146.1834716796875, -994.9127197265625, 140.99530029296875, -996.2749633789062)","(206.82647705078125, -1005.75732421875, 181.22906494140625, -998.2188110351562)","[1665.0706670160394, 26.117998633602685, 1660.525746346557]","[2.4842219895264543, 3.4711435737486456, 3.14676609733592]","[229.1645294150569, 260.96714497795557, 228.9520392430854]","[1672.9676826969912, 29.26090228268018, 2019.1100944761329]","[-263.6809144592484, -10.469961722780022, -1138.4698570296464]","[0, 0.8509029798329845, 0]","[0, 0, 0]","[0, 1, 0]","[0.026915351912528085, 0.13107723310349234, 0.026519925462366756]","[0.3117076255030625, 0.4805749502191172, 0.2283524033197989]","[0.012, 0.498, 0.009]","[6.612162475930839, 5.864561989686182, 6.76037820040148]","[4.106970015262139, 4.106970015262139, 4.106970015262139]","[3.3982260290376765, 2.735224214744685, 3.529669622292144]","[2.6465266646354006, 2.1492753039156565, 2.7451093595762512]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:43.447191,"[2000, 2001, 2002, 2003]","(-2.4290659427642822, 62.385498046875, -139.97357177734375, 186.07171630859375)","(0.6728885769844055, 0.39368242025375366, 0.6778061985969543, 0.33769023418426514)","(146.25070190429688, -994.8838500976562, 140.9434051513672, -996.30810546875)","(206.82373046875, -1005.7305908203125, 181.18548583984375, -998.21240234375)","[1665.0754880378743, 26.181906402066648, 1660.588161407592]","[2.4851498363093882, 3.471105739097925, 3.148734704593946]","[229.16710200331067, 260.73362706100386, 228.9535377470554]","[1673.1271323874037, 29.37445563654031, 2020.5611463288415]","[-264.72304665043674, -10.569345878434659, -1140.7489396199676]","[0, 0.8454238806534962, 0]","[0, 0, 0]","[0, 1, 0]","[0.02692015952197785, 0.12992213419724258, 0.026522702500743234]","[0.3119109352519339, 0.4805769156289032, 0.22894439900271005]","[0.012, 0.496, 0.009]","[6.612183011506775, 5.864579329189684, 6.759513040449194]","[4.106973722123409, 4.106973722123409, 4.106973722123409]","[3.398245381472185, 2.735240118820522, 3.528903625734304]","[2.646541178961282, 2.1492872319725342, 2.7445348621578707]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:43.546782,"[2000, 2001, 2002, 2003]","(-2.4332876205444336, 62.90771484375, -139.97357177734375, 186.41217041015625)","(0.6728923320770264, 0.39368027448654175, 0.6778061985969543, 0.3380260467529297)","(146.31793212890625, -994.855224609375, 140.89149475097656, -996.3413696289062)","(206.82098388671875, -1005.7035522460938, 181.1418914794922, -998.2062377929688)","[1665.0802555433017, 26.246280855040098, 1660.6508413910724]","[2.48611906396529, 3.471067968449014, 3.1507001064905515]","[229.16965389551584, 260.501237917898, 228.95503180509925]","[1673.2948241156907, 29.488665592183256, 2022.0096850643758]","[-265.8655659137331, -10.668748576525253, -1143.0263092149316]","[0, 0.8398318758363121, 0]","[0, 0, 0]","[0, 1, 0]","[0.02692492893388565, 0.1287793426052744, 0.026525471463082984]","[0.3121100198843329, 0.4805788735566003, 0.229535718330819]","[0.012, 0.493, 0.009]","[6.612203390136623, 5.864596668598606, 6.758643652023766]","[4.106977428972048, 4.106977428972048, 4.106977428972048]","[3.3982645947432344, 2.735256022833026, 3.5281338777590583]","[2.6465555889145684, 2.1492991599819122, 2.7439575511764365]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:43.646770,"[2000, 2001, 2002, 2003]","(-2.4375014305114746, 63.429931640625, -139.97357177734375, 186.75164794921875)","(0.6728960275650024, 0.39367812871932983, 0.6778061985969543, 0.33836308121681213)","(146.3851776123047, -994.8268432617188, 140.839599609375, -996.3746337890625)","(206.81822204589844, -1005.67626953125, 181.09829711914062, -998.2003173828125)","[1665.0850133579645, 26.311085797279347, 1660.713701714935]","[2.4871287301468614, 3.47103028315327, 3.1526622639978297]","[229.17218531203383, 260.2699957347944, 228.95652325299446]","[1673.47084324799, 29.60348476594514, 2023.4555366403658]","[-267.1046999572628, -10.7681513543775, -1145.3023111266589]","[0, 0.8341292605488515, 0]","[0, 0, 0]","[0, 1, 0]","[0.026929660548576373, 0.12764882842352837, 0.026528235750511497]","[0.31230481505491214, 0.4805808567620118, 0.23012613327562487]","[0.012, 0.491, 0.009]","[6.612223534808149, 5.8646137326864745, 6.757770828799622]","[4.106981076969487, 4.106981076969487, 4.106981076969487]","[3.398283582446776, 2.7352716743390544, 3.5273610622167597]","[2.646569829692225, 2.1493108986114335, 2.7433779395197124]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:43.747821,"[2000, 2001, 2002, 2003]","(-2.4417500495910645, 63.9573974609375, -139.97357177734375, 187.0936279296875)","(0.6728997826576233, 0.3936760425567627, 0.6778061985969543, 0.33870479464530945)","(146.4530792236328, -994.7984008789062, 140.78717041015625, -996.4083862304688)","(206.81544494628906, -1005.6484375, 181.05426025390625, -998.1945190429688)","[1665.0897693790891, 26.377005797263067, 1660.7774308102712]","[2.4881887768758575, 3.4709922779297635, 3.1546413104658066]","[229.17472332119624, 260.03762364706716, 228.95802360534256]","[1673.657109970853, 29.72009710560614, 2024.913601079]","[-268.4505213685783, -10.868554989015287, -1147.6003652048767]","[0, 0.8282560780894463, 0]","[0, 0, 0]","[0, 1, 0]","[0.02693440495715299, 0.12651943860726939, 0.02653101670551855]","[0.3124972409188169, 0.4805828397532696, 0.23072166196714206]","[0.012, 0.489, 0.009]","[6.612243756385331, 5.8646310719077395, 6.756885925991401]","[4.106984783793063, 4.106984783793063, 4.106984783793063]","[3.398302656481622, 2.735287578225899, 3.526577552549575]","[2.646584135218359, 2.149322826526567, 2.742790307269324]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:43.846903,"[2000, 2001, 2002, 2003]","(-2.4458656311035156, 64.4691162109375, -139.97357177734375, 187.42449951171875)","(0.6729033589363098, 0.39367401599884033, 0.6778061985969543, 0.33903762698173523)","(146.5189666748047, -994.7710571289062, 140.73631286621094, -996.441162109375)","(206.81272888183594, -1005.6212158203125, 181.0115509033203, -998.1891479492188)","[1665.0943882311162, 26.44135318794636, 1660.8394598288526]","[2.489255137402214, 3.4709554802316487, 3.156558398975916]","[229.1771670763985, 259.81328359213205, 228.95947758001907]","[1673.8461006262228, 29.833791922474504, 2026.3257181541856]","[-269.84356467287887, -10.965961011471414, -1149.8287448630215]","[0, 0.8224521257727957, 0]","[0, 0, 0]","[0, 1, 0]","[0.026938973618661488, 0.1254353897077663, 0.02653371185469544]","[0.3126797472328039, 0.480584794394897, 0.23129868021619934]","[0.012, 0.486, 0.009]","[6.612263119484303, 5.864647585363873, 6.756023719863776]","[4.106988314089488, 4.106988314089488, 4.106988314089488]","[3.3983209148842497, 2.7353027247259205, 3.525814109888299]","[2.64659782902033, 2.149334186401583, 2.742217725273367]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:43.946908,"[2000, 2001, 2002, 2003]","(-2.450099468231201, 64.9964599609375, -139.97357177734375, 187.7646484375)","(0.6729069948196411, 0.39367198944091797, 0.6778061985969543, 0.33938169479370117)","(146.5868682861328, -994.7431640625, 140.6838836669922, -996.4750366210938)","(206.8099365234375, -1005.5928955078125, 180.96751403808594, -998.1837768554688)","[1665.0991570708777, 26.50813703266643, 1660.9035793547826]","[2.4903923896312863, 3.470917637444764, 3.158531617105216]","[229.17966468346117, 259.58322039864026, 228.96097029207368]","[1674.0494809143365, 29.951608324961715, 2027.7788433690848]","[-271.3657700753292, -11.066368639603727, -1152.1251516773666]","[0, 0.8163582841744088, 0]","[0, 0, 0]","[0, 1, 0]","[0.026943643409590323, 0.12433009653701949, 0.026536478969674926]","[0.3128635663781262, 0.48058682886129844, 0.2318924799061409]","[0.012, 0.484, 0.009]","[6.612282716327596, 5.8646643739563356, 6.755132182470934]","[4.106991903212442, 4.106991903212442, 4.106991903212442]","[3.3983393987083943, 2.735318123608722, 3.525024673563021]","[2.6466116918884386, 2.149345735563684, 2.741625648029409]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:44.046557,"[2000, 2001, 2002, 2003]","(-2.4542834758758545, 65.5186767578125, -139.97357177734375, 188.10052490234375)","(0.6729106307029724, 0.393669992685318, 0.6778061985969543, 0.33972328901290894)","(146.65411376953125, -994.7158203125, 140.63197326660156, -996.5086059570312)","(206.80715942382812, -1005.5645751953125, 180.92391967773438, -998.1787719726562)","[1665.103865334114, 26.57467950731852, 1660.967317808974]","[2.4915564026585018, 3.470880227468286, 3.160482402674833]","[229.18211550693948, 259.35654733148834, 228.96244650004184]","[1674.2596048279406, 30.06884873434422, 2029.2151396367067]","[-272.9571236141009, -11.16579239544446, -1154.3981802654214]","[0, 0.8102154216138817, 0]","[0, 0, 0]","[0, 1, 0]","[0.026948226173174716, 0.12324741934194844, 0.026539215650184633]","[0.3130412637190373, 0.4805888151519045, 0.23247935909202253]","[0.012, 0.481, 0.009]","[6.612302234652425, 5.864681162460132, 6.754247159662612]","[4.106995492323553, 4.106995492323553, 4.106995492323553]","[3.3983578129197465, 2.7353335224321507, 3.5242410132383535]","[2.6466255025469527, 2.1493572846812556, 2.741037902785908]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:44.146550,"[2000, 2001, 2002, 2003]","(-2.458460569381714, 66.0408935546875, -139.97357177734375, 188.43560791015625)","(0.6729142069816589, 0.3936680257320404, 0.6778061985969543, 0.34006577730178833)","(146.72134399414062, -994.688720703125, 140.580078125, -996.5422973632812)","(206.80438232421875, -1005.5360717773438, 180.8803253173828, -998.1738891601562)","[1665.1085987001293, 26.641644215175496, 1661.0312220441667]","[2.4927572209159052, 3.470842894576245, 3.162430906744889]","[229.18454937289962, 259.13108816145757, 228.9639162270696]","[1674.478506607767, 30.186658882665327, 2030.6493596213265]","[-274.6284625398785, -11.26519712051988, -1156.6715673012852]","[0, 0.8039650559754679, 0]","[0, 0, 0]","[0, 1, 0]","[0.026952777663577177, 0.12217675172358738, 0.02654194047399766]","[0.3132147065782394, 0.4805908276437219, 0.23306532730307672]","[0.012, 0.479, 0.009]","[6.6123214406183735, 5.864697675656059, 6.753359564351656]","[4.106999022585226, 4.106999022585226, 4.106999022585226]","[3.3983759320312337, 2.7353486687579314, 3.5234550501365725]","[2.646639091880568, 2.149368644425591, 2.740448430459572]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:44.246830,"[2000, 2001, 2002, 2003]","(-2.462630271911621, 66.5631103515625, -139.97357177734375, 188.76983642578125)","(0.6729177236557007, 0.3936661183834076, 0.6778061985969543, 0.3404090106487274)","(146.78857421875, -994.661865234375, 140.52816772460938, -996.5759887695312)","(206.8015899658203, -1005.5072631835938, 180.83673095703125, -998.1693115234375)","[1665.1132676712487, 26.709023467975506, 1661.0953402957566]","[2.4939941387552267, 3.47080564291832, 3.1643767471022954]","[229.18696218307232, 258.9067372631914, 228.96538565466432]","[1674.7061990942195, 30.305045991821107, 2032.0812070278937]","[-276.3769116659187, -11.364613341307091, -1158.9448828836373]","[0, 0.7976072476281735, 0]","[0, 0, 0]","[0, 1, 0]","[0.026957290206618578, 0.12111747673792778, 0.02654466490032864]","[0.31338391939029564, 0.4805928658809507, 0.2336502214501084]","[0.012, 0.476, 0.009]","[6.612340255814742, 5.864713913548407, 6.752469788492565]","[4.107002493998032, 4.107002493998032, 4.107002493998032]","[3.3983936865035793, 2.7353635625889363, 3.522667131890525]","[2.6466524077348272, 2.149379814798845, 2.739857491775036]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:44.346642,"[2000, 2001, 2002, 2003]","(-2.466792345046997, 67.0853271484375, -139.97357177734375, 189.103271484375)","(0.6729212999343872, 0.3936642110347748, 0.6778061985969543, 0.34075289964675903)","(146.85580444335938, -994.63525390625, 140.4762725830078, -996.6098022460938)","(206.79879760742188, -1005.4782104492188, 180.79315185546875, -998.1649169921875)","[1665.1179278292716, 26.7768069994299, 1661.1596790842516]","[2.495266699979504, 3.470768440133537, 3.1663202489810023]","[229.18935549862846, 258.68355634989854, 228.96684895456622]","[1674.942869501497, 30.423983128795946, 2033.5109606926908]","[-278.2000458218517, -11.464016545380915, -1161.2186464663216]","[0, 0.7911439654551051, 0]","[0, 0, 0]","[0, 1, 0]","[0.026961766711330715, 0.12006977322613754, 0.026547378122127874]","[0.31354880788754175, 0.48059486320917866, 0.2342340082571043]","[0.012, 0.473, 0.01]","[6.612359304754784, 5.864730426574204, 6.751578519470204]","[4.107006024236982, 4.107006024236982, 4.107006024236982]","[3.3984116663969157, 2.7353787088007935, 3.521877907978718]","[2.64666589265483, 2.149391174457738, 2.7392655738411817]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:44.447155,"[2000, 2001, 2002, 2003]","(-2.470947027206421, 67.607421875, -139.97357177734375, 189.4359130859375)","(0.6729247570037842, 0.39366233348846436, 0.6778061985969543, 0.341097354888916)","(146.9230499267578, -994.6089477539062, 140.4243621826172, -996.6436767578125)","(206.79600524902344, -1005.448974609375, 180.7495574951172, -998.1607666015625)","[1665.122675944695, 26.845032165919353, 1661.2242511634267]","[2.496573736474763, 3.470731335808658, 3.1682613945141447]","[229.19172908662395, 258.46146437501517, 228.96830896041328]","[1675.188626420134, 30.543525069162467, 2034.9385770906804]","[-280.09424508805796, -11.563451350068123, -1163.4931046688648]","[0, 0.7845727900914305, 0]","[0, 0, 0]","[0, 1, 0]","[0.02696620673171035, 0.11903314993770076, 0.02655008539196385]","[0.3137094372484882, 0.48059691950014055, 0.23481668788038043]","[0.012, 0.471, 0.01]","[6.612377807507802, 5.864746389084272, 6.750685314146306]","[4.107009436790412, 4.107009436790412, 4.107009436790412]","[3.398429125711716, 2.7353933500843226, 3.521086925637404]","[2.6466789871409295, 2.1494021554203844, 2.7386723370851955]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:44.547059,"[2000, 2001, 2002, 2003]","(-2.475053310394287, 68.1243896484375, -139.97357177734375, 189.76446533203125)","(0.6729282140731812, 0.3936605155467987, 0.6778061985969543, 0.3414388597011566)","(146.98960876464844, -994.5831298828125, 140.37298583984375, -996.67724609375)","(206.79322814941406, -1005.4197387695312, 180.70639038085938, -998.1568603515625)","[1665.1273007836207, 26.912974311227746, 1661.2883322704306]","[2.497901713426643, 3.4706946518834485, 3.170180877092379]","[229.19405961477764, 258.24277790309054, 228.96975174611293]","[1675.4409387858966, 30.66240200503451, 2036.349749131865]","[-282.0379379286953, -11.661871463671801, -1165.7454479341764]","[0, 0.7779652566434025, 0]","[0, 0, 0]","[0, 1, 0]","[0.02697056660621372, 0.11801822080260971, 0.026552760883598092]","[0.31386427624737645, 0.48059892902366863, 0.23539237705534097]","[0.012, 0.468, 0.01]","[6.612396153339511, 5.864762351514186, 6.749799877648775]","[4.107012849333136, 4.107012849333136, 4.107012849333136]","[3.398446445879713, 2.7354079913141787, 3.5203028317134404]","[2.6466919772669275, 2.1494131363427766, 2.738084266642223]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:44.646595,"[2000, 2001, 2002, 2003]","(-2.479193925857544, 68.6466064453125, -139.97357177734375, 190.095703125)","(0.6729316711425781, 0.39365872740745544, 0.6778061985969543, 0.3417840003967285)","(147.0568389892578, -994.557373046875, 140.32107543945312, -996.711181640625)","(206.79042053222656, -1005.3900146484375, 180.66281127929688, -998.1531372070312)","[1665.13205169562, 26.981991628880554, 1661.3532419758233]","[2.4992766140140743, 3.4706576693947153, 3.1721182246519306]","[229.19639389960545, 258.0229746128976, 228.97120673904834]","[1675.7051272320657, 30.78301559795416, 2037.773502320662]","[-284.06752056172934, -11.761293141698426, -1168.0226350051312]","[0, 0.7711886208259391, 0]","[0, 0, 0]","[0, 1, 0]","[0.026974933907501053, 0.11700388806434003, 0.026555459166168804]","[0.3140164686778147, 0.48060097108019617, 0.23597266657266744]","[0.012, 0.465, 0.01]","[6.61241442066596, 5.864778313863946, 6.74890488029019]","[4.107016261865155, 4.107016261865155, 4.107016261865155]","[3.3984636964438204, 2.7354226324903617, 3.5195102573915666]","[2.6467049151900084, 2.149424117224914, 2.737489835900818]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:44.746866,"[2000, 2001, 2002, 2003]","(-2.483368396759033, 69.174072265625, -139.97357177734375, 190.429443359375)","(0.6729351282119751, 0.3936569392681122, 0.6778061985969543, 0.3421329855918884)","(147.12474060058594, -994.5316162109375, 140.26866149902344, -996.74560546875)","(206.78758239746094, -1005.3596801757812, 180.6187744140625, -998.1495971679688)","[1665.1367980557377, 27.05213008868022, 1661.4190644144173]","[2.5006988932412937, 3.470620392483812, 3.1740724460721257]","[229.19873011392784, 257.8021733472181, 228.9726704159037]","[1675.9814657705983, 30.90540145656791, 2039.2092636713285]","[-286.1826679844186, -11.86170532756045, -1170.323367437925]","[0, 0.7642395138368215, 0]","[0, 0, 0]","[0, 1, 0]","[0.026979305218506278, 0.11599076494911492, 0.02655817370902075]","[0.3141658649330676, 0.4806030452031523, 0.23655747727360946]","[0.012, 0.462, 0.01]","[6.6124326879021895, 5.864794276133554, 6.747999773262609]","[4.107019674386469, 4.107019674386469, 4.107019674386469]","[3.3984809469462984, 2.7354372736128725, 3.518708715939385]","[2.6467178530668667, 2.149435098066797, 2.7368886798116816]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:44.847243,"[2000, 2001, 2002, 2003]","(-2.4874939918518066, 69.6961669921875, -139.97357177734375, 190.75927734375)","(0.6729385256767273, 0.3936551809310913, 0.6778061985969543, 0.34247860312461853)","(147.19198608398438, -994.50634765625, 140.2167510986328, -996.7796630859375)","(206.78477478027344, -1005.3294677734375, 180.57518005371094, -998.1463012695312)","[1665.1415421203935, 27.121987080944887, 1661.4843858525899]","[2.502139308887124, 3.4705835573472466, 3.176005951902385]","[229.20102526696965, 257.5846337582456, 228.97411752052832]","[1676.2645905035267, 31.027138606275816, 2040.6291558291532]","[-288.3382813046131, -11.961149512641732, -1172.6037614678316]","[0, 0.7572562494825671, 0]","[0, 0, 0]","[0, 1, 0]","[0.026983600088842763, 0.11499828890055125, 0.026560857670709426]","[0.31430945196444837, 0.480605105324402, 0.23713523489630267]","[0.012, 0.459, 0.01]","[6.612450642802104, 5.864809963113527, 6.747103306479554]","[4.107023028060778, 4.107023028060778, 4.107023028060778]","[3.3984979023642605, 2.735451662249944, 3.517914815860594]","[2.646730569630338, 2.1494458895446007, 2.7362932547525882]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:44.947667,"[2000, 2001, 2002, 2003]","(-2.4916117191314697, 70.2183837890625, -139.97357177734375, 191.09173583984375)","(0.6729418635368347, 0.3936534523963928, 0.6778061985969543, 0.3428277373313904)","(147.25921630859375, -994.4813842773438, 140.16485595703125, -996.8141479492188)","(206.78195190429688, -1005.299072265625, 180.53158569335938, -998.1432495117188)","[1665.1463422799818, 27.192225238865593, 1661.5501605794623]","[2.503611927370825, 3.4705468076153676, 3.177957489488115]","[229.20330062115144, 257.3682822083993, 228.9755521000332]","[1676.557458015426, 31.14937634867807, 2042.0609828947445]","[-290.5538236704329, -12.060570874521332, -1174.9089408260452]","[0, 0.7501749180123961, 0]","[0, 0, 0]","[0, 1, 0]","[0.026987858291032174, 0.11401680770257455, 0.026563518552845666]","[0.3144488361535917, 0.48060719074625663, 0.23771738275813847]","[0.012, 0.457, 0.01]","[6.612468285370266, 5.864825374807941, 6.74619736612245]","[4.107026322888628, 4.107026322888628, 4.107026322888628]","[3.3985145627008237, 2.7354657984043067, 3.5171124929300484]","[2.6467430648827612, 2.149456491660373, 2.7356915125546792]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:45.046684,"[2000, 2001, 2002, 2003]","(-2.495717763900757, 70.7406005859375, -139.97357177734375, 191.4169921875)","(0.6729452610015869, 0.3936517536640167, 0.6778061985969543, 0.34316983819007874)","(147.32644653320312, -994.4567260742188, 140.11294555664062, -996.8480224609375)","(206.7791290283203, -1005.2683715820312, 180.4879913330078, -998.1404418945312)","[1665.15113128373, 27.26286797489114, 1661.6156957052558]","[2.505115994625221, 3.4705101419822744, 3.179867905723715]","[229.20554945979876, 257.15302730332013, 228.97699626791237]","[1676.860091259608, 31.272155032475723, 2043.4635941416755]","[-292.8270499227901, -12.160006465857343, -1177.1711176040642]","[0, 0.7429942196569559, 0]","[0, 0, 0]","[0, 1, 0]","[0.026992067243623186, 0.11304580081419235, 0.026566197371448885]","[0.3145839318547398, 0.4806092313912567, 0.23828661788633082]","[0.012, 0.454, 0.01]","[6.612486083270308, 5.864841061634452, 6.745310163483584]","[4.107029676542441, 4.107029676542441, 4.107029676542441]","[3.3985313789181877, 2.735480186938616, 3.516326806106758]","[2.6467556770457836, 2.149467283061105, 2.7351022474372115]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:45:45.147162,"[2000, 2001, 2002, 2003]","(-2.4997761249542236, 71.257568359375, -139.97357177734375, 191.74163818359375)","(0.6729485392570496, 0.3936501145362854, 0.6778061985969543, 0.34351179003715515)","(147.3930206298828, -994.4325561523438, 140.0615692138672, -996.8819580078125)","(206.7763214111328, -1005.23779296875, 180.44483947753906, -998.1378784179688)","[1665.1559068991971, 27.33317740969852, 1661.6810127164283]","[2.506635167088737, 3.4704739250125676, 3.181777232118116]","[229.20775806935566, 256.94102493546086, 228.9784140000863]","[1677.169410018264, 31.394203766624592, 2044.864072210566]","[-295.13154446663236, -12.258447805407128, -1179.4357290275668]","[0, 0.7357905721512346, 0]","[0, 0, 0]","[0, 1, 0]","[0.026996201263711828, 0.1120948103859935, 0.02656882730202592]","[0.31471352164759236, 0.4806112924140507, 0.23885442017540645]","[0.012, 0.451, 0.01]","[6.6125032566009505, 5.864856197972616, 6.744422905480698]","[4.10703291251439, 4.10703291251439, 4.10703291251439]","[3.398547605037012, 2.7354940705629334, 3.5155410292026503]","[2.646767846634902, 2.1494776957793427, 2.7345129147591307]","['Safe', 'Safe', 'Safe']"
