time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/31/12:33:59.645373,"[2000, 2001, 2002, 2003]","(0.0, 53.94389724731445, -59.32853698730469, 43.740264892578125)","(0.6321481466293335, 0.4410630166530609, 0.5282133221626282, 0.39865341782569885)","(-0.3022100329399109, -991.8763427734375, 238.9196014404297, -992.0013427734375)","(200.0, -998.8565063476562, 298.5037841796875, -999.207275390625)","[1555.7880622661237, 258.70856639087566, 1556.1380306565538]","[2.3781010143745234, 4.038664755421035, 2.4662808036275634]","[230.405851776965, 22.38027540027116, 230.410536606425]","[1559.8580246322285, 343.67275201326, 1556.328682914085]","[217.94077770606538, 388.48716907511465, -55.12498223988577]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029291790865076883, 0.9985826611762549, 0.029300976266391943]","[0.3606690958941101, 0.4252243706255641, 0.32205381593834514]","[0.014, 0.081, 0.013]","[6.318356523167434, 5.795547032770809, 6.434389313126609]","[4.0659878020996905, 4.0659878020996905, 4.0659878020996905]","[3.1273122501433344, 2.2130446229855183, 3.2291528371111444]","[2.4433413304646434, 1.7576406100962816, 2.5197217706905013]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:33:59.745875,"[2000, 2001, 2002, 2003]","(0.0, 54.475616455078125, -59.92034149169922, 44.17672348022461)","(0.6324500441551208, 0.44036898016929626, 0.5276228189468384, 0.3977424204349518)","(-0.23896503448486328, -991.841064453125, 238.95896911621094, -991.9661865234375)","(200.0, -998.8301391601562, 298.4686584472656, -999.1886596679688)","[1555.7855691859718, 258.6731144378513, 1556.1415856363342]","[2.38091347265654, 4.033986691221972, 2.467865985620592]","[230.40443923685737, 22.37509484685361, 230.40930281514844]","[1559.5438636102233, 344.00329857664406, 1556.3733748419843]","[207.74078510010605, 386.0554150424141, -60.32352150601417]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029289021662692982, 0.998587000092229, 0.029298557050694396]","[0.3603391875754551, 0.42499777600607913, 0.3215606161194901]","[0.014, 0.081, 0.013]","[6.321543687629045, 5.796166162724569, 6.4381352765327575]","[4.0662973670765705, 4.0662973670765705, 4.0662973670765705]","[3.130191142705123, 2.2135153048682246, 3.2325303046435696]","[2.4455004998859855, 1.7579936215083114, 2.52225487133982]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:33:59.845302,"[2000, 2001, 2002, 2003]","(0.0, 55.00710678100586, -60.51193618774414, 44.612918853759766)","(0.6327497959136963, 0.43968382477760315, 0.5270398855209351, 0.39684155583381653)","(-0.17569005489349365, -991.8060913085938, 238.99795532226562, -991.9312744140625)","(200.0, -998.803466796875, 298.4331970214844, -999.1698608398438)","[1555.7830555226465, 258.63715635285405, 1556.1451749381458]","[2.3837293362520766, 4.0293232327351305, 2.4694574757987984]","[230.40301001785423, 22.3698787933287, 230.40805695525515]","[1559.2416128530488, 344.3292174145899, 1556.422305691769]","[197.69642738088152, 383.66546731508004, -65.46875119627046]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029286219913979394, 0.9985913620307396, 0.02929611428624962]","[0.36001090649897904, 0.42477017171355896, 0.3210712701014745]","[0.014, 0.081, 0.013]","[6.3246957369744665, 5.796780713462022, 6.441842623521567]","[4.066604642445297, 4.066604642445297, 4.066604642445297]","[3.133039002145433, 2.213982539334664, 3.2358736820376732]","[2.4476363944662176, 1.758344047358141, 2.5247624043853976]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:33:59.944866,"[2000, 2001, 2002, 2003]","(0.0, 55.538368225097656, -61.10332107543945, 45.048851013183594)","(0.6330474019050598, 0.4390074908733368, 0.526464581489563, 0.3959507942199707)","(-0.11238531023263931, -991.7714233398438, 239.0365447998047, -991.8965454101562)","(200.0, -998.7765502929688, 298.3973693847656, -999.1508178710938)","[1555.7805682017718, 258.60066665563886, 1556.1487125129643]","[2.3865484634067804, 4.024674142742455, 2.471054900597038]","[230.40156555869194, 22.3646222094682, 230.40679933250135]","[1558.9514008672488, 344.65048930841346, 1556.4754255636835]","[187.80367038559848, 381.3160834355071, -70.56101097597981]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029283388444447722, 0.998595751051004, 0.029293648575879516]","[0.35968425590376446, 0.42454163715250304, 0.3205858070965159]","[0.014, 0.081, 0.013]","[6.327812881139863, 5.79739068894256, 6.445511489154164]","[4.066909630185566, 4.066909630185566, 4.066909630185566]","[3.1358560021198145, 2.2144463286369405, 3.2391830756923032]","[2.449749144447004, 1.7586918893348482, 2.5272444496263704]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:34:00.044988,"[2000, 2001, 2002, 2003]","(0.0, 56.06940841674805, -61.69451141357422, 45.484527587890625)","(0.6333428621292114, 0.4383399188518524, 0.5258968472480774, 0.39507001638412476)","(-0.04905102401971817, -991.737060546875, 239.07473754882812, -991.8619995117188)","(200.0, -998.7493896484375, 298.3612365722656, -999.1316528320312)","[1555.7781071121665, 258.56366882101014, 1556.1522923036778]","[2.389370738016038, 4.020038919933446, 2.4726580861230834]","[230.4001058657126, 22.35933753489079, 230.40553281774567]","[1558.6733007987225, 344.96720616787513, 1556.5328661865801]","[178.05846375290696, 379.00620078503937, -75.60114300398662]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029280527271457635, 0.9986001566326184, 0.029291165551129705]","[0.3593592427636231, 0.42431217905595947, 0.32010419401570994]","[0.014, 0.081, 0.013]","[6.330895329382976, 5.797996093092214, 6.449142252182654]","[4.067212332260393, 4.067212332260393, 4.067212332260393]","[3.1386423158495593, 2.214906675008469, 3.24245880611083]","[2.4518388797443125, 1.7590371491134948, 2.5297012474402654]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:34:00.145710,"[2000, 2001, 2002, 2003]","(0.0, 56.6002311706543, -62.28550720214844, 45.919952392578125)","(0.6336362361907959, 0.43768104910850525, 0.5253366231918335, 0.3941991627216339)","(0.01431260071694851, -991.7029418945312, 239.112548828125, -991.8276977539062)","(200.0, -998.721923828125, 298.3247375488281, -999.1122436523438)","[1555.7755862221586, 258.5261539696209, 1556.1558590361121]","[2.3921961205632147, 4.015417088052875, 2.4742668291467873]","[230.39863124375884, 22.35401091267466, 230.40425282064345]","[1558.4072907375053, 345.27937717300057, 1556.5946115784031]","[168.4566958678312, 376.7347114421645, -80.59028220574011]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029277636997465217, 0.9986045901898546, 0.029288656215723963]","[0.35903584044002324, 0.4240817614619104, 0.319626410819071]","[0.014, 0.081, 0.013]","[6.333943543725294, 5.7985970518829575, 6.452735374053945]","[4.067512811655765, 4.067512811655765, 4.067512811655765]","[3.1413983548599202, 2.2153636735023055, 3.245701284463728]","[2.4539059090020827, 1.7593798979838717, 2.5321331062049386]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:34:00.245125,"[2000, 2001, 2002, 2003]","(0.0, 57.1308479309082, -62.87631607055664, 46.35512924194336)","(0.6339274644851685, 0.4370307922363281, 0.5247839093208313, 0.393338143825531)","(0.07770534604787827, -991.6691284179688, 239.1499481201172, -991.7935791015625)","(200.0, -998.6942749023438, 298.2879333496094, -999.0927124023438)","[1555.7731383846508, 258.4881173376723, 1556.1594677538822]","[2.3950244997467376, 4.010808382912124, 2.475880843019772]","[230.3971428326558, 22.348657359005767, 230.40296394374136]","[1558.1535741423133, 345.58704007825196, 1556.6607452881142]","[158.9946961633682, 374.5006056067011, -85.52871517527085]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02927471986127822, 0.9986090390880142, 0.029286129595799737]","[0.35871406446839016, 0.42385045851906455, 0.31915247012617914]","[0.014, 0.081, 0.012]","[6.336957559628405, 5.799193447026694, 6.456290903516289]","[4.067811009227633, 4.067811009227633, 4.067811009227633]","[3.1441241239770723, 2.2158172334372552, 3.2489105241563196]","[2.455950235839947, 1.7597200679350844, 2.5345400359743824]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:34:00.344995,"[2000, 2001, 2002, 2003]","(0.0, 57.661258697509766, -63.46694564819336, 46.790061950683594)","(0.6342166066169739, 0.4363890588283539, 0.5242385864257812, 0.3924868702888489)","(0.14112700521945953, -991.6355590820312, 239.1869354248047, -991.7596435546875)","(200.0, -998.6663208007812, 298.25079345703125, -999.0729370117188)","[1555.770630537293, 258.4495475480829, 1556.1630242824306]","[2.3978558952803404, 4.006212220054016, 2.477500014955916]","[230.39563950439873, 22.343270554573483, 230.4016633282937]","[1557.912071359428, 345.89021899394714, 1556.731210693772]","[149.668420602168, 372.3028724303547, -90.41769929346597]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0292717736569042, 0.9986135084588377, 0.029283580090258055]","[0.35839386203754114, 0.4236181962925277, 0.31868232776805927]","[0.014, 0.081, 0.012]","[6.33993791868244, 5.799785404361789, 6.459809381422965]","[4.068106987895181, 4.068106987895181, 4.068106987895181]","[3.1468201050193847, 2.2162674497907693, 3.252087006548266]","[2.4579722216216813, 1.7600577302002196, 2.536922397768342]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:34:00.445854,"[2000, 2001, 2002, 2003]","(0.0, 58.191471099853516, -64.0573959350586, 47.224754333496094)","(0.6345036625862122, 0.4357558488845825, 0.5237007141113281, 0.39164528250694275)","(0.20457737147808075, -991.6023559570312, 239.22352600097656, -991.7259521484375)","(200.0, -998.63818359375, 298.21331787109375, -999.052978515625)","[1555.7682344491623, 258.41045894715853, 1556.1666144453056]","[2.4006901145228783, 4.001628415356203, 2.479124099314839]","[230.3941206669402, 22.337849147818254, 230.4003506810141]","[1557.6830252313666, 346.1889474201301, 1556.8061227019305]","[140.47462377565222, 370.1405356168492, -95.2578709419568]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029268797229176302, 0.9986179992879309, 0.029281007127651082]","[0.3580752800871794, 0.4233850501747334, 0.31821598917338995]","[0.014, 0.081, 0.012]","[6.342884664049302, 5.800372927581608, 6.463291019804402]","[4.06840074950509, 4.06840074950509, 4.06840074950509]","[3.149486326129743, 2.2167143246647782, 3.2552309066628595]","[2.4599718874544503, 1.7603928863557265, 2.5392803228542875]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:34:00.545073,"[2000, 2001, 2002, 2003]","(0.0, 58.72148895263672, -64.64767456054688, 47.65921401977539)","(0.6347886919975281, 0.4351310133934021, 0.5231701731681824, 0.39081329107284546)","(0.2680562436580658, -991.5693969726562, 239.2597198486328, -991.6924438476562)","(200.0, -998.6097412109375, 298.175537109375, -999.0328369140625)","[1555.7657781560565, 258.3708633603068, 1556.1701992306705]","[2.4035273039854617, 3.997056411270605, 2.4807530001272675]","[230.39258692374074, 22.33239933329769, 230.39902773926556]","[1557.4663074927435, 346.48329475681754, 1556.885474290775]","[131.4092626683716, 368.01272608421795, -100.05018964188328]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02926579176585037, 0.9986225063171894, 0.029278414116719553]","[0.3577582222831811, 0.4231509445818454, 0.3177534112572913]","[0.014, 0.081, 0.012]","[6.345798497692161, 5.800956142292039, 6.466736356851471]","[4.068692356860305, 4.068692356860305, 4.068692356860305]","[3.1521234104995313, 2.217157952904626, 3.2583427041279434]","[2.4619497007317914, 1.7607256075356126, 2.5416141709531006]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:34:00.645160,"[2000, 2001, 2002, 2003]","(0.0, 59.25131607055664, -65.23779296875, 48.093441009521484)","(0.6350716352462769, 0.43451449275016785, 0.522646963596344, 0.38999080657958984)","(0.33156341314315796, -991.5367431640625, 239.2954864501953, -991.6591796875)","(200.0, -998.5810546875, 298.137451171875, -999.0125122070312)","[1555.7633474924112, 258.33073278630025, 1556.173817432081]","[2.4063673075841083, 3.9924959600415457, 2.482386484860745]","[230.39103798180565, 22.32692361955404, 230.39769277757168]","[1557.2620694008854, 346.77324723070456, 1556.969331209748]","[122.4692789480225, 365.9184803680158, -104.79536053242231]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029262756697953474, 0.9986270273621081, 0.029275797678776527]","[0.35744271777225867, 0.4229159517185377, 0.317294600369668]","[0.014, 0.081, 0.012]","[6.348679371129518, 5.801534930114151, 6.470145438498408]","[4.0689817507713615, 4.0689817507713615, 4.0689817507713615]","[3.1547312898528785, 2.2175982437785438, 3.261422410551421]","[2.4639056102468015, 1.7610558256910507, 2.5439239507707083]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:34:00.745704,"[2000, 2001, 2002, 2003]","(0.0, 59.78096008300781, -65.82774353027344, 48.52743911743164)","(0.6353525519371033, 0.433906227350235, 0.5221309661865234, 0.38917776942253113)","(0.39509865641593933, -991.50439453125, 239.3308563232422, -991.6260986328125)","(200.0, -998.5521850585938, 298.0990295410156, -998.9920043945312)","[1555.760989370432, 258.2900841045126, 1556.1774300216046]","[2.409210131542552, 3.9879466181964633, 2.4840244195250505]","[230.38947528060788, 22.321413108119945, 230.3963475338557]","[1557.0704115242122, 347.0588507699162, 1557.0576812656698]","[113.65133117666545, 363.85700614785674, -109.49415218646925]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029259694851073048, 0.99863156964622, 0.029273161223369037]","[0.35712873642389265, 0.42267998693377123, 0.31683953171182194]","[0.014, 0.081, 0.012]","[6.351527740500738, 5.802109416526491, 6.4735187196808734]","[4.0692689939775315, 4.0692689939775315, 4.0692689939775315]","[3.157310371901929, 2.218035292059765, 3.26447043288581]","[2.46583992178359, 1.7613836119019668, 2.546209967521501]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:34:00.846394,"[2000, 2001, 2002, 2003]","(0.0, 60.3104248046875, -66.41754150390625, 48.96121597290039)","(0.6356314420700073, 0.43330615758895874, 0.5216221213340759, 0.38837406039237976)","(0.4586617946624756, -991.4723510742188, 239.3657989501953, -991.5932006835938)","(200.0, -998.5230102539062, 298.060302734375, -998.9713134765625)","[1555.7586096663201, 258.24890088048784, 1556.181036904925]","[2.4120557053659293, 3.9834079785443044, 2.4856667239019674]","[230.387895959022, 22.315876568824887, 230.39499201324645]","[1556.891292425417, 347.34012691622837, 1557.150554125579]","[104.95220921744341, 361.82744142814806, -114.14757670032589]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029256600624636975, 0.9986361258161633, 0.0292705047636439]","[0.35681627537503857, 0.4224430488634268, 0.3163881647722264]","[0.014, 0.081, 0.012]","[6.354343808526445, 5.802679605001198, 6.47685657145792]","[4.069554088214884, 4.069554088214884, 4.069554088214884]","[3.159860825649417, 2.2184690997251124, 3.2674870866738934]","[2.467752762094206, 1.7617089676509774, 2.5484724578625633]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:34:00.946258,"[2000, 2001, 2002, 2003]","(0.0, 60.8397102355957, -67.00718688964844, 49.394775390625)","(0.6359083652496338, 0.43271416425704956, 0.5211204886436462, 0.38757961988449097)","(0.52225261926651, -991.4405517578125, 239.40032958984375, -991.560546875)","(200.0, -998.4935913085938, 298.0212707519531, -998.950439453125)","[1555.7562163869513, 258.20719745665144, 1556.1846768793696]","[2.414904125642821, 3.9788798318826766, 2.487313281953407]","[230.38630318768188, 22.310312651839734, 230.3936244903798]","[1556.7247685296877, 347.6171096256005, 1557.2480172097623]","[96.368655479917, 359.8289526178099, -118.75658739238722]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029253480235901297, 0.9986406968728967, 0.02926782492172797]","[0.35650525472235467, 0.42220517596179813, 0.31594047314650375]","[0.014, 0.081, 0.012]","[6.357128191639138, 5.803245620793671, 6.480159446216742]","[4.069837096111121, 4.069837096111121, 4.069837096111121]","[3.162383200128199, 2.2188997614209414, 3.2704727772088837]","[2.4696445429532923, 1.762031963922849, 2.5507117257638057]","['Safe', 'Overtaking', 'Safe']"
2024/07/31/12:34:01.045310,"[2000, 2001, 2002, 2003]","(0.0, 61.374114990234375, -67.60257720947266, 49.83244705200195)","(0.6361860036849976, 0.4321243464946747, 0.5206209421157837, 0.38678649067878723)","(0.5865074396133423, -991.4088134765625, 239.43478393554688, -991.5277709960938)","(200.0, -998.4636840820312, 297.9815368652344, -998.92919921875)","[1555.7539104671516, 258.1645451731322, 1556.1883810943273]","[2.417783872367145, 3.9743165743421596, 2.488980558270714]","[230.38467837578202, 22.304665171445826, 230.39223300597325]","[1556.5695410255796, 347.89253542836195, 1557.3511360468542]","[87.81350656837954, 357.8413203679861, -123.36753487475198]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029250297271872783, 0.9986453287459995, 0.02926509826734719]","[0.3561925815736335, 0.421963892000854, 0.3154919884616478]","[0.014, 0.081, 0.012]","[6.359908332764561, 4.721243314894568, 6.483460070764192]","[4.070120759376673, 4.070120759376673, 4.070120759376673]","[3.164902338543306, 4.389098055267642, 3.2734570649806582]","[2.4715338967646225, 3.389680684307874, 2.5529499415926367]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:01.144837,"[2000, 2001, 2002, 2003]","(0.0, 61.892486572265625, -68.1801528930664, 50.256919860839844)","(0.6364534497261047, 0.4315599203109741, 0.5201432108879089, 0.38602593541145325)","(0.648879885673523, -991.3782958984375, 239.46778869628906, -991.4962158203125)","(200.0, -998.4344482421875, 297.9427185058594, -998.9083862304688)","[1555.7517010686781, 258.122643211187, 1556.1919935360083]","[2.4205805389678603, 3.969898516180238, 2.490601881593123]","[230.3830880971672, 22.299167396235205, 230.3908703252881]","[1556.431359249229, 348.15563626955156, 1557.4556821353399]","[79.62017069557167, 355.94150213869244, -127.79872850165316]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029247182148520123, 0.9986498302531277, 0.029262428194825774]","[0.3558906922411731, 0.42172890807927926, 0.3150604974000488]","[0.014, 0.081, 0.012]","[6.362574965607539, 4.727182958496916, 6.4866285830884305]","[4.070393937537928, 4.070393937537928, 4.070393937537928]","[3.167319216666417, 4.385118475261727, 3.276322518730357]","[2.4733465553569554, 3.3866959993034387, 2.5550990319049105]","['Safe', 'Starboard crossing', 'Safe']"
