time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/31/12:34:23.845554,"[2000, 2001, 2002, 2003]","(-4.306893348693848, 180.71775817871094, -126.79706573486328, 146.61886596679688)","(0.6543224453926086, 0.39459022879600525, 0.6546276807785034, 0.32756564021110535)","(15.445374488830566, -992.9125366210938, 236.42626953125, -990.1443481445312)","(199.83787536621094, -990.9608764648438, 286.57513427734375, -992.0850219726562)","[1560.3806126507982, 237.39409330472893, 1559.452210026634]","[3.0994072547751967, 3.568419065161728, 2.898783219352623]","[234.04926053188717, 25.73740786038804, 234.15356763443444]","[1830.60067624715, 335.4921534018426, 1705.0881037644529]","[-912.556888719996, 206.40451234373216, -722.0187626394008]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03694032441011241, 0.9943776477218307, 0.03717449468784845]","[0.26766454849594096, 0.48998997058883026, 0.2480699175000278]","[0.011, 0.083, 0.011]","[6.536027754355097, 5.280768378326449, 6.715497606428503]","[4.088489344381637, 4.088489344381637, 4.088489344381637]","[3.3252452146600295, 3.9787612923579143, 3.483668786193633]","[2.591791053852165, 3.081928112125579, 2.7106087325023682]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:23.945291,"[2000, 2001, 2002, 2003]","(-4.2806196212768555, 181.24522399902344, -126.79452514648438, 147.04515075683594)","(0.6544456481933594, 0.3945734202861786, 0.6550093293190002, 0.32752254605293274)","(15.511321067810059, -992.9503784179688, 236.38705444335938, -990.16455078125)","(199.83338928222656, -990.9483642578125, 286.5218505859375, -992.0587768554688)","[1560.434713783492, 237.27837316758638, 1559.4842759119501]","[3.1031491327088068, 3.5687786545091122, 2.9015389835037806]","[234.01967520626127, 25.70944368842505, 234.1241466571548]","[1833.1133221971152, 335.325159242945, 1706.7156928362838]","[-917.1260014193032, 206.19675977343837, -725.5109588349186]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0368740622622965, 0.9944241323272858, 0.03710835690487774]","[0.26830516616438943, 0.4901228022663841, 0.24766435136902282]","[0.011, 0.083, 0.011]","[6.536568202656768, 5.2812072986610445, 6.716087314246458]","[4.088613053598357, 4.088613053598357, 4.088613053598357]","[3.3257594366368637, 3.978922827711755, 3.4842314462701838]","[2.5921767203347907, 3.082049263640959, 2.7110307275597805]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:24.045433,"[2000, 2001, 2002, 2003]","(-4.25343132019043, 181.7622528076172, -126.79202270507812, 147.46298217773438)","(0.6545662879943848, 0.39455723762512207, 0.6553772687911987, 0.32748085260391235)","(15.575973510742188, -992.987548828125, 236.3485870361328, -990.1845092773438)","(199.82899475097656, -990.9364013671875, 286.4696044921875, -992.0332641601562)","[1560.488038814341, 237.16489953644114, 1559.5159841624127]","[3.1068312834482676, 3.5691410356056426, 2.904257697414961]","[233.9892458135045, 25.680595845788822, 234.09387395086688]","[1835.5872284228315, 335.16129770483354, 1708.3265482294728]","[-921.6250635656731, 205.99272090781128, -728.9576445504254]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03680598203983648, 0.9944718848268541, 0.0370403761998776]","[0.2689268059590321, 0.49024853913130656, 0.24726663591750753]","[0.011, 0.083, 0.011]","[6.537096579960099, 5.281651177707083, 6.716663306094638]","[4.0887341754951, 4.0887341754951, 4.0887341754951]","[3.326262247453184, 3.979068501122925, 3.484781141854099]","[2.5925538284470306, 3.0821585186993365, 2.7114429992477174]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:24.145487,"[2000, 2001, 2002, 2003]","(-4.224234580993652, 182.2897186279297, -126.78945922851562, 147.88925170898438)","(0.6546892523765564, 0.394540935754776, 0.6557466387748718, 0.3274388909339905)","(15.64194393157959, -993.025634765625, 236.30931091308594, -990.205078125)","(199.82449340820312, -990.9246215820312, 286.4162902832031, -992.0073852539062)","[1560.5428706938724, 237.0490952237555, 1559.5485791359781]","[3.110602293515085, 3.569520900629315, 2.907049169258995]","[233.95674744285412, 25.649709453010075, 234.06152758323705]","[1838.1222532892334, 334.9939575169048, 1709.9857638655285]","[-926.2356595475569, 205.78411694541103, -732.4979097164723]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03673335386694093, 0.994522785462, 0.03696781923749831]","[0.2695545520094926, 0.4903724149846216, 0.24686072029662587]","[0.011, 0.083, 0.011]","[6.537634532816526, 5.282117948770843, 6.717248864271821]","[4.088857617229528, 4.088857617229528, 4.088857617229528]","[3.3267742296207032, 3.979204257488305, 3.4853400959515404]","[2.5929378150726703, 3.0822603359733716, 2.711862214820798]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:24.245372,"[2000, 2001, 2002, 2003]","(-4.193912982940674, 182.8119659423828, -126.78691101074219, 148.31130981445312)","(0.6548105478286743, 0.39452508091926575, 0.6561063528060913, 0.327397882938385)","(15.707274436950684, -993.0634155273438, 236.2703857421875, -990.2256469726562)","(199.82003784179688, -990.9132690429688, 286.36346435546875, -991.9818725585938)","[1560.597457762651, 236.9343751510925, 1559.5810809079128]","[3.1143500264424953, 3.5699069137543518, 2.909830290515276]","[233.9231621456867, 25.61770864129085, 234.02808421613818]","[1840.64275772487, 334.82807086939033, 1711.6440505354085]","[-930.8208032960699, 205.5772115840696, -736.0263612313288]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03665838447448194, 0.9945752757614945, 0.03689288883240649]","[0.2701699592483641, 0.4904908912104823, 0.24645873935123894]","[0.011, 0.083, 0.011]","[6.538164491122032, 5.282593017199652, 6.717825348443053]","[4.088979369679596, 4.088979369679596, 4.088979369679596]","[3.3272786681744337, 3.9793251876858764, 3.4858904881269015]","[2.5933161439879684, 3.0823510336215505, 2.7122750089523193]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:24.345305,"[2000, 2001, 2002, 2003]","(-4.162552833557129, 183.32899475097656, -126.78438568115234, 148.72914123535156)","(0.6549305319786072, 0.3945096433162689, 0.6564566493034363, 0.32735779881477356)","(15.77196216583252, -993.1008911132812, 236.2318115234375, -990.2461547851562)","(199.81564331054688, -990.90234375, 286.3111572265625, -991.956787109375)","[1560.6518096370544, 236.82074755078585, 1559.6135064384741]","[3.118073544260686, 3.5702982114451993, 2.9125999717301836]","[233.888576666271, 25.584682940211124, 233.99363375645666]","[1843.1479752888042, 334.66365665791074, 1713.300636754471]","[-935.378917319883, 205.37200142262623, -739.5409746532164]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03658127575941672, 0.9946291836694323, 0.03681579473530733]","[0.27077316764076476, 0.4906039550713779, 0.24606055744118302]","[0.011, 0.083, 0.011]","[6.538687975563205, 5.283076222813848, 6.718394218502981]","[4.089099792333063, 4.089099792333063, 4.089099792333063]","[3.3277770127699466, 3.9794330275401024, 3.4864337286447538]","[2.593689902434603, 3.08243191351222, 2.7126824393407083]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:24.445253,"[2000, 2001, 2002, 2003]","(-4.129172325134277, 183.85646057128906, -126.78180694580078, 149.15541076660156)","(0.6550524830818176, 0.3944941461086273, 0.6568082571029663, 0.32731741666793823)","(15.837970733642578, -993.1392822265625, 236.1924285888672, -990.2672729492188)","(199.8111572265625, -990.8915405273438, 286.2577819824219, -991.9313354492188)","[1560.707635520205, 236.70478104444052, 1559.6468325055487]","[3.121885916620728, 3.570707117879853, 2.915442457386901]","[233.85190914043656, 25.549603481257563, 233.95709800828845]","[1845.71395233736, 334.4957434655759, 1715.006028761118]","[-940.0487461440019, 205.1622836863418, -743.1489024087717]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0364996284187058, 0.9946861507617528, 0.036734136873077805]","[0.27138250717609796, 0.4907152829485186, 0.24565425160958762]","[0.011, 0.083, 0.011]","[6.539219435835993, 5.283581916782432, 6.7189713560790185]","[4.089222175319012, 4.089222175319012, 4.089222175319012]","[3.3282830091003213, 3.97952970758709, 3.4869849592399844]","[2.5940693996823843, 3.082504423547461, 2.7130958622871315]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:24.545492,"[2000, 2001, 2002, 2003]","(-4.095144748687744, 184.37869262695312, -126.77925872802734, 149.57745361328125)","(0.6551715731620789, 0.39447903633117676, 0.6571506857872009, 0.3272779881954193)","(15.90268325805664, -993.1773071289062, 236.15341186523438, -990.2883911132812)","(199.8067626953125, -990.8812255859375, 286.20489501953125, -991.9063720703125)","[1560.7628341901147, 236.59050707751842, 1559.6797702263768]","[3.1256697385414065, 3.5711185787390995, 2.918268577173219]","[233.81465509623698, 25.513817725512066, 233.91996544684463]","[1848.2608519778587, 334.3301605395389, 1716.706384944768]","[-944.6872945348633, 204.95537805073522, -746.7356508597121]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.036416783919350826, 0.9947439536127483, 0.036651253428920616]","[0.2719808242452526, 0.4908224714667346, 0.24525203452144492]","[0.011, 0.083, 0.011]","[6.539738278343998, 5.284089400591601, 6.719534842465731]","[4.0893416737183115, 4.0893416737183115, 4.0893416737183115]","[3.3287770191456345, 3.9796119988607206, 3.4875231776924225]","[2.594439907216369, 3.0825661420026833, 2.7134995261264603]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:24.645451,"[2000, 2001, 2002, 2003]","(-4.059481143951416, 184.8957061767578, -126.7767333984375, 149.99526977539062)","(0.6552916169166565, 0.39446431398391724, 0.6574841141700745, 0.327239453792572)","(15.968062400817871, -993.2151489257812, 236.11474609375, -990.3094482421875)","(199.8023223876953, -990.8713989257812, 286.15252685546875, -991.8817138671875)","[1560.8186880011647, 236.47614562116263, 1559.7133014221756]","[3.129435716111219, 3.5715397637074204, 2.9210905523197384]","[233.77576221478688, 25.476549515290603, 233.88118613922387]","[1850.7976643295403, 334.16435933718515, 1718.410333245881]","[-949.3047263795702, 204.74811715901293, -750.3192923413749]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03633041199198761, 0.9948038168216142, 0.036564810766417044]","[0.272565502079622, 0.4909228160989982, 0.24485340327591376]","[0.011, 0.083, 0.011]","[6.540259829991375, 5.284614669271594, 6.720099510337724]","[4.089462115633781, 4.089462115633781, 4.089462115633781]","[3.3292737252738847, 3.9796827679850395, 3.4880627833940543]","[2.594812436812556, 3.0826192188459225, 2.7139042304026835]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:24.745461,"[2000, 2001, 2002, 2003]","(-4.0221662521362305, 185.4231719970703, -126.77416229248047, 150.42152404785156)","(0.6554124355316162, 0.39444953203201294, 0.6578187942504883, 0.32720062136650085)","(16.034109115600586, -993.2537841796875, 236.07528686523438, -990.3311157226562)","(199.79786682128906, -990.8616333007812, 286.0990905761719, -991.8567504882812)","[1560.8755264140937, 236.36003976779628, 1559.7474169455922]","[3.133286533104758, 3.5719757391091327, 2.9239807562325395]","[233.735178453594, 25.43752018071501, 233.84071221892202]","[1853.3914323810775, 333.99590577350864, 1720.1602446319803]","[-954.029760921439, 204.53744032887616, -753.9887608867931]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.036240412330627136, 0.9948661433414654, 0.03647471749072351]","[0.2731571534896378, 0.4910223033874084, 0.24444671909434199]","[0.011, 0.083, 0.011]","[6.540784566965662, 5.285156904277486, 6.720667859943]","[4.08958332137141, 4.08958332137141, 4.08958332137141]","[3.3297734942800084, 3.9797419389040414, 3.488605923023694]","[2.595187263567149, 3.082663597035174, 2.7143115851249133]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:24.845579,"[2000, 2001, 2002, 2003]","(-3.9843637943267822, 185.94541931152344, -126.77162170410156, 150.8435516357422)","(0.6555302739143372, 0.3944351375102997, 0.6581447124481201, 0.3271627128124237)","(16.098857879638672, -993.2921142578125, 236.0361785888672, -990.3527221679688)","(199.79348754882812, -990.8523559570312, 286.0461730957031, -991.8322143554688)","[1560.9317638758944, 236.24563076154084, 1559.7810450109441]","[3.137107157767787, 3.572413111972466, 2.92685261786291]","[233.69416565083458, 25.397955501976337, 233.79980094312972]","[1855.9646606134925, 333.82979690528066, 1721.9037209052706]","[-958.721595204279, 204.32969730032403, -757.6339085952487]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.036149593214889475, 0.9949289429937671, 0.036383782245471064]","[0.2737383123959347, 0.49111806800982327, 0.24404411175763516]","[0.011, 0.083, 0.01]","[6.541296215787845, 5.2856991810459135, 6.721222189281844]","[4.08970152418047, 4.08970152418047, 4.08970152418047]","[3.3302608240679317, 3.979787736649016, 3.489135682003986]","[2.5955527609080913, 3.0826979453439045, 2.714708904360132]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:24.945186,"[2000, 2001, 2002, 2003]","(-3.9445412158966064, 186.4676513671875, -126.76909637451172, 151.2655792236328)","(0.6556500196456909, 0.39442095160484314, 0.6584653258323669, 0.3271252512931824)","(16.16493034362793, -993.3305053710938, 235.99703979492188, -990.3745727539062)","(199.78904724121094, -990.8434448242188, 285.9931945800781, -991.807861328125)","[1560.9891345197148, 236.12996122942351, 1559.815782639404]","[3.140948039128049, 3.572864759554604, 2.9297490357932365]","[233.6511014352796, 25.35648895459465, 233.75682857879264]","[1858.5528875702007, 333.6617575307958, 1723.668411143374]","[-963.4386850344736, 204.11944002123465, -761.3122432830012]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03605437414840362, 0.994994348835538, 0.036288408067319367]","[0.2743118770757381, 0.4912083130394043, 0.2436411954338475]","[0.011, 0.083, 0.01]","[6.541814880845981, 5.286264527282509, 6.7217825618598015]","[4.089821626940844, 4.089821626940844, 4.089821626940844]","[3.330754940799072, 3.979821587563986, 3.4896714470330594]","[2.595923348456447, 3.082723333530132, 2.715110728131937]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:25.045389,"[2000, 2001, 2002, 2003]","(-3.903897523880005, 186.98988342285156, -126.7665786743164, 151.68760681152344)","(0.6557679176330566, 0.3944070339202881, 0.6587806940078735, 0.327088326215744)","(16.23036003112793, -993.3690185546875, 235.95787048339844, -990.3965454101562)","(199.78466796875, -990.8348999023438, 285.94024658203125, -991.7836303710938)","[1561.0464992586558, 236.01485075880728, 1559.8503288254494]","[3.1447964144720912, 3.5733219003666106, 2.932655281389537]","[233.6072410629085, 25.31413852689887, 233.71305419215122]","[1861.1457220387908, 333.49441053818066, 1725.4436685546777]","[-968.1687671881513, 203.9100547495351, -765.00172726299]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03595754487339464, 0.995060712914072, 0.036191403691311685]","[0.2748809943392433, 0.49129599659302914, 0.24323835864938623]","[0.011, 0.083, 0.01]","[6.54232532789549, 5.286834856435562, 6.722334308121411]","[4.089939863357822, 4.089939863357822, 4.089939863357822]","[3.3312412594338885, 3.97984274503511, 3.4901989804970306]","[2.5962880874325593, 3.0827392016334754, 2.715506378229916]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:25.145507,"[2000, 2001, 2002, 2003]","(-3.8620526790618896, 187.5121307373047, -126.76406860351562, 152.10963439941406)","(0.6558851599693298, 0.39439329504966736, 0.6590909361839294, 0.3270518481731415)","(16.29580307006836, -993.4075927734375, 235.91868591308594, -990.418701171875)","(199.78028869628906, -990.82666015625, 285.8872375488281, -991.7595825195312)","[1561.1041497781882, 235.8996915828843, 1559.8851463249257]","[3.148656428510428, 3.5737873972742076, 2.9355760115547938]","[233.56218493635745, 25.270574015726176, 233.66807761988693]","[1863.746258567966, 333.3268762357168, 1727.2329295687903]","[-972.9158073028733, 203.70042013193108, -768.709288497682]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.035858233448651244, 0.9951285197817203, 0.03609189265319679]","[0.2754446976733811, 0.49138026127157336, 0.24283545710674462]","[0.011, 0.083, 0.01]","[6.5428325836749135, 5.28741588394119, 6.722882250576048]","[4.090057429365098, 4.090057429365098, 4.090057429365098]","[3.331724577942732, 3.9798514693573543, 3.490722947958775]","[2.596650576314192, 3.082745744875159, 2.715899353826224]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:25.245578,"[2000, 2001, 2002, 2003]","(-3.818992853164673, 188.03436279296875, -126.76158142089844, 152.5316619873047)","(0.6560015678405762, 0.39437979459762573, 0.6593960523605347, 0.32701584696769714)","(16.361257553100586, -993.4462280273438, 235.8794708251953, -990.4410400390625)","(199.77593994140625, -990.8187866210938, 285.834228515625, -991.7357177734375)","[1561.1621546415843, 235.78448241430743, 1559.9202572219117]","[3.152528035098466, 3.574261312701785, 2.9385113328968164]","[233.5159214552739, 25.225789661150742, 233.6218858123836]","[1866.3543692919236, 333.15915164337093, 1729.0362724228123]","[-977.6797477234875, 203.49053612127636, -772.4351017516381]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03575642696513942, 0.9951977392624423, 0.03598985881738864]","[0.2760030792471763, 0.491461191164332, 0.24243260571294412]","[0.012, 0.083, 0.01]","[6.543335772875631, 5.288007593765391, 6.723425624526497]","[4.090174145903452, 4.090174145903452, 4.090174145903452]","[3.3322040690799417, 3.9798469790165085, 3.4912426126008915]","[2.5970101946670994, 3.0827423771195246, 2.7162891023078117]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:25.344991,"[2000, 2001, 2002, 2003]","(-3.7747623920440674, 188.5565948486328, -126.75910949707031, 152.95367431640625)","(0.6561174988746643, 0.3943665027618408, 0.6596962213516235, 0.326980322599411)","(16.426725387573242, -993.4849243164062, 235.84022521972656, -990.4635620117188)","(199.77159118652344, -990.811279296875, 285.78118896484375, -991.7119750976562)","[1561.2204917757101, 235.66922147878597, 1559.9555928216048]","[3.1564108026650675, 3.574743254952637, 2.9414606663674236]","[233.4684941889721, 25.17982997003487, 233.57452089330488]","[1868.9696010631264, 332.9912362192712, 1730.8532981652959]","[-982.459765877055, 203.28037390173245, -776.1779422405523]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0356522341039206, 0.9952682629737482, 0.03588540813200075]","[0.2765560930386474, 0.49153871730387955, 0.24202966866446685]","[0.012, 0.083, 0.01]","[6.543836411696286, 5.288610085250239, 6.723965805380033]","[4.090290371766721, 4.090290371766721, 4.090290371766721]","[3.332681179410793, 3.979830777876837, 3.491759311004428]","[2.597368027415238, 3.0827302262647707, 2.716676626110464]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:25.445502,"[2000, 2001, 2002, 2003]","(-3.729806423187256, 189.0736083984375, -126.75667572021484, 153.37147521972656)","(0.6562312841415405, 0.39435356855392456, 0.659988522529602, 0.32694560289382935)","(16.491552352905273, -993.5233154296875, 235.8013458251953, -990.4859619140625)","(199.76731872558594, -990.80419921875, 285.7286682128906, -991.6886596679688)","[1561.2786057388603, 235.55505986825887, 1559.9908251932698]","[3.1602659471691967, 3.575228644963422, 2.9443945302511247]","[233.42038008270404, 25.133153896294342, 233.52646394813874]","[1871.5657154182625, 332.82480267068905, 1732.6657406345805]","[-987.2084593858333, 203.07209893816656, -779.9006566309362]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03554671283494626, 0.9953393546479323, 0.0357796117580258]","[0.27709853072094975, 0.491612406644286, 0.24163085456219419]","[0.012, 0.083, 0.01]","[6.544327408989234, 5.289216429875952, 6.724495510669302]","[4.090404434207754, 4.090404434207754, 4.090404434207754]","[3.3331491423925668, 3.9798015594349114, 3.4922660404044197]","[2.597718999651568, 3.082708312433326, 2.7170566731604575]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:25.545355,"[2000, 2001, 2002, 2003]","(-3.6832163333892822, 189.59584045410156, -126.75424194335938, 153.79769897460938)","(0.6563454866409302, 0.3943406939506531, 0.6602789759635925, 0.3269106149673462)","(16.55704689025879, -993.5621948242188, 235.76206970214844, -990.5090942382812)","(199.76303100585938, -990.79736328125, 285.6756286621094, -991.6650390625)","[1561.3376467614005, 235.43972381469638, 1560.02672116848]","[3.164171263910041, 3.5757271352800193, 2.947396223305108]","[233.37060518128817, 25.084822454987957, 233.47672615559836]","[1874.19493298168, 332.65653497913024, 1734.5247707622148]","[-992.0213796632582, 202.86146574786122, -783.7077101742262]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03543774037299641, 0.9954124032719849, 0.035670306220115355]","[0.27764124934264267, 0.491683654626934, 0.2412239829725115]","[0.012, 0.083, 0.01]","[6.544819844143091, 5.289839436574459, 6.725027451252909]","[4.0905189027504685, 4.0905189027504685, 4.0905189027504685]","[3.3336185158949996, 3.979759415643051, 3.492774902687786]","[2.5980710297783927, 3.0826767045894314, 2.7174383198729823]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:25.645261,"[2000, 2001, 2002, 2003]","(-3.6354920864105225, 190.11807250976562, -126.7518310546875, 154.21971130371094)","(0.6564591526985168, 0.3943280279636383, 0.660564661026001, 0.3268764615058899)","(16.6225528717041, -993.60107421875, 235.72274780273438, -990.5321044921875)","(199.7587432861328, -990.7908935546875, 285.6225280761719, -991.641845703125)","[1561.396979244224, 235.324312433157, 1560.062876715645]","[3.1680872965842615, 3.576233372603749, 2.950387422561523]","[233.3197047378594, 25.035346396884357, 233.42586758362313]","[1876.830435418103, 332.48803917828616, 1736.3827654045876]","[-996.8496727449091, 202.65054809446312, -787.5013290504056]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03532650464999226, 0.9954865870830998, 0.03555873854605429]","[0.27817878278781955, 0.4917516532732713, 0.240821084612469]","[0.012, 0.083, 0.01]","[6.545309494309756, 5.290472849710239, 6.725555019212866]","[4.090632821521302, 4.090632821521302, 4.090632821521302]","[3.3340852825225253, 3.9797056275388587, 3.493279735601305]","[2.598421104749037, 3.0826363635112872, 2.7178169445581215]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:25.745385,"[2000, 2001, 2002, 2003]","(-3.58614444732666, 190.64552307128906, -126.7494125366211, 154.6417236328125)","(0.6565731167793274, 0.3943154513835907, 0.6608484983444214, 0.326842725276947)","(16.6887264251709, -993.6404418945312, 235.68301391601562, -990.5552978515625)","(199.75445556640625, -990.7847290039062, 285.56890869140625, -991.6188354492188)","[1561.4572970934476, 235.20770684715444, 1560.099725981171]","[3.1720532949581473, 3.5767527302545044, 2.953398073733652]","[233.26715605163614, 24.984223507453333, 233.37336624864173]","[1879.498595183275, 332.3176751595075, 1738.2583604495671]","[-1001.7420706092366, 202.4372990650777, -791.3197760278297]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03521187985693297, 0.9955626078970481, 0.03544378010230492]","[0.278716587437179, 0.4918172862238894, 0.24041825191531457]","[0.012, 0.083, 0.01]","[6.545800024658243, 5.291122550454217, 6.726082533374513]","[4.090747026881972, 4.090747026881972, 4.090747026881972]","[3.334552931135513, 3.979638712143381, 3.4937846388193905]","[2.5987718412087775, 3.0825861769646785, 2.718195621971686]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:25.845249,"[2000, 2001, 2002, 2003]","(-3.536170721054077, 191.16775512695312, -126.74703979492188, 155.06373596191406)","(0.6566851139068604, 0.39430317282676697, 0.6611249446868896, 0.32680946588516235)","(16.75425910949707, -993.679443359375, 235.64366149902344, -990.57861328125)","(199.75022888183594, -990.7789916992188, 285.5157775878906, -991.595947265625)","[1561.517340424289, 235.0922092323063, 1560.1363848226338]","[3.175990532876838, 3.577274737927329, 2.9564161298384977]","[233.21402129182388, 24.93247882216685, 233.32025786632144]","[1882.1461914451504, 332.14880538600823, 1740.1429430857165]","[-1006.6014132914952, 202.22594040645617, -795.1452565286577]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.035096196422327974, 0.9956388988729576, 0.03532771234290227]","[0.2792440609707463, 0.49187931143887703, 0.24001543566833042]","[0.012, 0.083, 0.01]","[6.546281798383841, 5.29177551907202, 6.726601144012129]","[4.090859249328264, 4.090859249328264, 4.090859249328264]","[3.3350122662375217, 3.9795600945094476, 3.4942810207458974]","[2.599116342535284, 3.0825272137392288, 2.7185679084165657]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:25.945568,"[2000, 2001, 2002, 2003]","(-3.4850916862487793, 191.6899871826172, -126.74469757080078, 155.48573303222656)","(0.6567962765693665, 0.39429113268852234, 0.6613968014717102, 0.3267765939235687)","(16.819805145263672, -993.718505859375, 235.60427856445312, -990.6021118164062)","(199.74603271484375, -990.7736206054688, 285.462646484375, -991.5732421875)","[1561.5777391041288, 234.97665986380218, 1560.1733383067503]","[3.179938153894046, 3.577804378056736, 2.9594472895976094]","[233.15978880559337, 24.87962406096618, 233.26604387945477]","[1884.7994476261879, 331.9797371517352, 1742.0406393771043]","[-1011.4758876365993, 202.01436156707138, -798.986152930363]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03497835072561367, 0.9957161466486422, 0.03520945620477223]","[0.279766633053686, 0.49193837166007537, 0.23961263648360437]","[0.012, 0.083, 0.01]","[6.546759517481837, 5.292438190272963, 6.7271154385698075]","[4.090970624070257, 4.090970624070257, 4.090970624070257]","[3.335467782166352, 3.9794691294351145, 3.4947733201281013]","[2.599457979481907, 3.082458989933479, 2.718937132953219]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:26.045511,"[2000, 2001, 2002, 2003]","(-3.4329166412353516, 192.21221923828125, -126.74237060546875, 155.90773010253906)","(0.6569064855575562, 0.39427924156188965, 0.6616641879081726, 0.3267441689968109)","(16.88536262512207, -993.757568359375, 235.56488037109375, -990.6257934570312)","(199.7418670654297, -990.7685546875, 285.40948486328125, -991.5507202148438)","[1561.6384058350206, 234.8610635949949, 1560.210585203495]","[3.1838960390305378, 3.5783418036693337, 2.962491483848185]","[233.10446820380704, 24.825660054422755, 233.2107336416356]","[1887.458009110189, 331.8104722097367, 1743.9513826476243]","[-1016.3654400153813, 201.80258714750903, -802.8422952849205]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.034858377340947266, 0.9957943066200248, 0.035089045902271965]","[0.2802843387846866, 0.4919946179122519, 0.239209931120126]","[0.012, 0.083, 0.01]","[6.547232944846647, 5.293110125308608, 6.727624802520841]","[4.0910810319521556, 4.0910810319521556, 4.0910810319521556]","[3.3359192331418033, 3.979365674826304, 3.4952609529791623]","[2.599796567713495, 3.082381398976871, 2.7193028575915146]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:34:26.145162,"[2000, 2001, 2002, 2003]","(-3.3801960945129395, 192.72921752929688, -126.74010467529297, 156.3255157470703)","(0.6570147275924683, 0.3942676782608032, 0.6619246006011963, 0.3267124891281128)","(16.950279235839844, -993.7963256835938, 235.52584838867188, -990.6494140625)","(199.73776245117188, -990.763916015625, 285.3568420410156, -991.5286254882812)","[1561.6988372052338, 234.74657222119538, 1560.2477562934553]","[3.187824234876806, 3.57888123122805, 2.9655179776817993]","[233.04864039767924, 24.771163164662166, 233.1549093112819]","[1890.0950411445706, 331.64270180006844, 1745.8557917794665]","[-1021.2205952675039, 201.59270292572688, -806.6745945104606]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0347375461700693, 0.9958725112997002, 0.03496775899009863]","[0.2807921213415709, 0.49204753832278053, 0.2388113005425552]","[0.012, 0.083, 0.01]","[6.547697545003128, 5.293784694916653, 6.728124556176584]","[4.0911894583178325, 4.0911894583178325, 4.0911894583178325]","[3.336362306501558, 3.979251082097888, 3.4957394383765683]","[2.6001288727333116, 3.082295454430559, 2.7196617216395693]","['Safe', 'Starboard crossing', 'Safe']"
