time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y
2024/07/31/12:42:23.147065,"(2000, 2001, 2002, 2003)","(-0.35819217562675476, 171.2704315185547, -140.16554260253906, 138.84425354003906)","(0.6621139645576477, 0.3948627710342407, 0.6334978342056274, 0.328237384557724)","(12.423100471496582, -993.764892578125, 244.67457580566406, -991.3501586914062)","(199.9117889404297, -991.2762451171875, 268.355224609375, -992.62939453125)"
2024/07/31/12:42:23.247018,"(2000, 2001, 2002, 2003)","(-0.3554430305957794, 171.79269409179688, -140.1687774658203, 139.26638793945312)","(0.6621977686882019, 0.3948417901992798, 0.6342054605484009, 0.3281860649585724)","(12.48931884765625, -993.7998046875, 244.62705993652344, -991.366455078125)","(199.9113006591797, -991.2578735351562, 268.313232421875, -992.6008911132812)"
2024/07/31/12:42:23.346683,"(2000, 2001, 2002, 2003)","(-0.35271337628364563, 172.31495666503906, -140.17164611816406, 139.68849182128906)","(0.6622809171676636, 0.3948211371898651, 0.6349026560783386, 0.3281354010105133)","(12.55554485321045, -993.8348999023438, 244.57945251464844, -991.3829956054688)","(199.9108123779297, -991.2398071289062, 268.271240234375, -992.5725708007812)"
2024/07/31/12:42:23.446785,"(2000, 2001, 2002, 2003)","(-0.3500291705131531, 172.83200073242188, -140.17413330078125, 140.10638427734375)","(0.6623625755310059, 0.3948010504245758, 0.6355826258659363, 0.32808586955070496)","(12.62111759185791, -993.8698120117188, 244.5322265625, -991.3995971679688)","(199.91033935546875, -991.2222290039062, 268.2296447753906, -992.5446166992188)"
2024/07/31/12:42:23.547315,"(2000, 2001, 2002, 2003)","(-0.34730860590934753, 173.35948181152344, -140.17633056640625, 140.53271484375)","(0.6624453663825989, 0.39478084444999695, 0.6362661123275757, 0.32803601026535034)","(12.68802261352539, -993.9056396484375, 244.4839630126953, -991.416748046875)","(199.9098663330078, -991.2046508789062, 268.1872253417969, -992.5162963867188)"
2024/07/31/12:42:23.646739,"(2000, 2001, 2002, 2003)","(-0.34463179111480713, 173.88174438476562, -140.17819213867188, 140.95481872558594)","(0.6625266671180725, 0.39476117491722107, 0.6369326114654541, 0.32798728346824646)","(12.754273414611816, -993.9412231445312, 244.43609619140625, -991.4338989257812)","(199.90939331054688, -991.1875610351562, 268.14520263671875, -992.4883422851562)"
2024/07/31/12:42:23.746772,"(2000, 2001, 2002, 2003)","(-0.341998428106308, 174.39878845214844, -140.17971801757812, 141.37269592285156)","(0.6626065969467163, 0.3947420120239258, 0.637582540512085, 0.3279396593570709)","(12.819869995117188, -993.9765625, 244.38861083984375, -991.4510498046875)","(199.90892028808594, -991.1709594726562, 268.1036071777344, -992.4607543945312)"
2024/07/31/12:42:23.847869,"(2000, 2001, 2002, 2003)","(-0.33932849764823914, 174.92626953125, -140.18099975585938, 141.79901123046875)","(0.6626875400543213, 0.3947227895259857, 0.6382356286048889, 0.3278917074203491)","(12.886799812316895, -994.0128173828125, 244.34010314941406, -991.4688110351562)","(199.908447265625, -991.1543579101562, 268.0611572265625, -992.4328002929688)"
2024/07/31/12:42:23.947715,"(2000, 2001, 2002, 2003)","(-0.33670052886009216, 175.44851684570312, -140.18197631835938, 142.2211151123047)","(0.6627670526504517, 0.39470401406288147, 0.6388723850250244, 0.3278448283672333)","(12.95307445526123, -994.0488891601562, 244.29197692871094, -991.486572265625)","(199.90798950195312, -991.1382446289062, 268.0191345214844, -992.4052734375)"
2024/07/31/12:42:24.046868,"(2000, 2001, 2002, 2003)","(-0.3340874910354614, 175.9707794189453, -140.18270874023438, 142.6431884765625)","(0.6628459692001343, 0.3946855664253235, 0.6394994854927063, 0.3277985751628876)","(13.019357681274414, -994.0850219726562, 244.24378967285156, -991.5045166015625)","(199.90753173828125, -991.1224365234375, 267.97711181640625, -992.3778076171875)"
2024/07/31/12:42:24.147294,"(2000, 2001, 2002, 2003)","(-0.3314886689186096, 176.49302673339844, -140.18319702148438, 143.06527709960938)","(0.6629243493080139, 0.3946674168109894, 0.6401169300079346, 0.3277529180049896)","(13.085648536682129, -994.121337890625, 244.1955108642578, -991.5226440429688)","(199.90707397460938, -991.1069946289062, 267.93505859375, -992.3505249023438)"
2024/07/31/12:42:24.247195,"(2000, 2001, 2002, 2003)","(-0.32890450954437256, 177.01528930664062, -140.18345642089844, 143.48736572265625)","(0.6630021333694458, 0.39464956521987915, 0.6407249569892883, 0.32770785689353943)","(13.151947021484375, -994.1578369140625, 244.1471710205078, -991.541015625)","(199.9066162109375, -991.0919189453125, 267.89300537109375, -992.3233642578125)"
2024/07/31/12:42:24.347375,"(2000, 2001, 2002, 2003)","(-0.3263343870639801, 177.53753662109375, -140.18348693847656, 143.90943908691406)","(0.6630793809890747, 0.3946319818496704, 0.6413236260414124, 0.3276633620262146)","(13.218253135681152, -994.1943969726562, 244.0987548828125, -991.5595703125)","(199.9061737060547, -991.0770874023438, 267.8509521484375, -992.29638671875)"
2024/07/31/12:42:24.446990,"(2000, 2001, 2002, 2003)","(-0.32375234365463257, 178.0650177001953, -140.1833038330078, 144.33572387695312)","(0.6631567478179932, 0.3946145176887512, 0.6419188976287842, 0.3276190161705017)","(13.28523063659668, -994.2315063476562, 244.04977416992188, -991.5784912109375)","(199.9057159423828, -991.0625, 267.8084716796875, -992.2692260742188)"
2024/07/31/12:42:24.546817,"(2000, 2001, 2002, 2003)","(-0.3212350010871887, 178.58204650878906, -140.18295288085938, 144.75357055664062)","(0.6632320880889893, 0.3945976495742798, 0.6424933075904846, 0.3275761306285858)","(13.350889205932617, -994.2679443359375, 244.001708984375, -991.5972290039062)","(199.9052734375, -991.0485229492188, 267.7668151855469, -992.2427978515625)"
2024/07/31/12:42:24.647221,"(2000, 2001, 2002, 2003)","(-0.3187306523323059, 179.09906005859375, -140.18240356445312, 145.17141723632812)","(0.6633068323135376, 0.3945810794830322, 0.6430588364601135, 0.3275337815284729)","(13.416555404663086, -994.3045654296875, 243.9535675048828, -991.6162109375)","(199.90484619140625, -991.034912109375, 267.72515869140625, -992.2164306640625)"
2024/07/31/12:42:24.746739,"(2000, 2001, 2002, 2003)","(-0.3161635994911194, 179.6317596435547, -140.18167114257812, 145.6019287109375)","(0.6633833050727844, 0.3945642411708832, 0.6436325907707214, 0.3274907171726227)","(13.48421859741211, -994.3424072265625, 243.9038848876953, -991.6359252929688)","(199.90438842773438, -991.0211791992188, 267.6822509765625, -992.1895141601562)"
2024/07/31/12:42:24.846742,"(2000, 2001, 2002, 2003)","(-0.3136849105358124, 180.14878845214844, -140.1807861328125, 146.01976013183594)","(0.6634569764137268, 0.3945481777191162, 0.6441805362701416, 0.3274494409561157)","(13.54990005493164, -994.3792724609375, 243.85562133789062, -991.6552124023438)","(199.90396118164062, -991.0082397460938, 267.64056396484375, -992.1634521484375)"
2024/07/31/12:42:24.947140,"(2000, 2001, 2002, 2003)","(-0.3112184405326843, 180.66580200195312, -140.1797637939453, 146.4418182373047)","(0.6635300517082214, 0.39453238248825073, 0.6447200179100037, 0.3274083137512207)","(13.615588188171387, -994.4161987304688, 243.80728149414062, -991.6749267578125)","(199.90353393554688, -990.99560546875, 267.598876953125, -992.1373291015625)"
2024/07/31/12:42:25.046937,"(2000, 2001, 2002, 2003)","(-0.3087144196033478, 181.19326782226562, -140.17857360839844, 146.86386108398438)","(0.6636041402816772, 0.3945164978504181, 0.6452617645263672, 0.32736772298812866)","(13.682610511779785, -994.4540405273438, 243.75790405273438, -991.69482421875)","(199.90310668945312, -990.9830322265625, 267.55633544921875, -992.111328125)"
2024/07/31/12:42:25.146878,"(2000, 2001, 2002, 2003)","(-0.3062475621700287, 181.71551513671875, -140.17726135253906, 147.28591918945312)","(0.663676917552948, 0.3945010304450989, 0.6457896828651428, 0.3273276388645172)","(13.748976707458496, -994.4915771484375, 243.70895385742188, -991.7149047851562)","(199.90267944335938, -990.970947265625, 267.51422119140625, -992.08544921875)"
2024/07/31/12:42:25.246826,"(2000, 2001, 2002, 2003)","(-0.3037925958633423, 182.23776245117188, -140.1758270263672, 147.7079620361328)","(0.6637491583824158, 0.39448583126068115, 0.6463092565536499, 0.32728806138038635)","(13.815350532531738, -994.5292358398438, 243.65994262695312, -991.7351684570312)","(199.9022674560547, -990.959228515625, 267.4720764160156, -992.0597534179688)"
2024/07/31/12:42:25.346897,"(2000, 2001, 2002, 2003)","(-0.30134981870651245, 182.760009765625, -140.17428588867188, 148.1300048828125)","(0.6638208627700806, 0.39447084069252014, 0.6468206644058228, 0.32724902033805847)","(13.881731033325195, -994.5670166015625, 243.61087036132812, -991.755615234375)","(199.90184020996094, -990.9478759765625, 267.4299621582031, -992.0342407226562)"
2024/07/31/12:42:25.447891,"(2000, 2001, 2002, 2003)","(-0.2989215552806854, 183.28224182128906, -140.17262268066406, 148.5520477294922)","(0.6638920307159424, 0.3944561183452606, 0.6473239064216614, 0.3272104859352112)","(13.948119163513184, -994.6049194335938, 243.56175231933594, -991.7762451171875)","(199.90142822265625, -990.9368286132812, 267.3877868652344, -992.0088500976562)"
2024/07/31/12:42:25.547640,"(2000, 2001, 2002, 2003)","(-0.29650527238845825, 183.8044891357422, -140.17086791992188, 148.9740753173828)","(0.6639626622200012, 0.3944416344165802, 0.6478191614151001, 0.3271724581718445)","(14.014513969421387, -994.6428833007812, 243.5125732421875, -991.797119140625)","(199.90101623535156, -990.9260864257812, 267.34564208984375, -991.9835815429688)"
2024/07/31/12:42:25.646891,"(2000, 2001, 2002, 2003)","(-0.29410040378570557, 184.33193969726562, -140.1689910888672, 149.40032958984375)","(0.6640327572822571, 0.39442721009254456, 0.6483114361763, 0.32713451981544495)","(14.080916404724121, -994.6812744140625, 243.4628448486328, -991.8182983398438)","(199.90060424804688, -990.9156494140625, 267.30303955078125, -991.958251953125)"
2024/07/31/12:42:25.747089,"(2000, 2001, 2002, 2003)","(-0.29170721769332886, 184.8489532470703, -140.1670684814453, 149.81813049316406)","(0.6641023755073547, 0.3944133222103119, 0.648786187171936, 0.3270978331565857)","(14.14732551574707, -994.7190551757812, 243.41403198242188, -991.8392944335938)","(199.90020751953125, -990.90576171875, 267.2612609863281, -991.93359375)"
2024/07/31/12:42:25.847446,"(2000, 2001, 2002, 2003)","(-0.28930148482322693, 185.3764190673828, -140.16502380371094, 150.244384765625)","(0.6641721725463867, 0.39439934492111206, 0.6492628455162048, 0.32706087827682495)","(14.214405059814453, -994.7576904296875, 243.36419677734375, -991.86083984375)","(199.89979553222656, -990.89599609375, 267.2186584472656, -991.9085693359375)"
2024/07/31/12:42:25.947470,"(2000, 2001, 2002, 2003)","(-0.2869310975074768, 185.89865112304688, -140.16293334960938, 150.66641235351562)","(0.6642407178878784, 0.39438575506210327, 0.6497271656990051, 0.32702478766441345)","(14.280828475952148, -994.7960205078125, 243.31480407714844, -991.8823852539062)","(199.89939880371094, -990.88671875, 267.17645263671875, -991.8839721679688)"
2024/07/31/12:42:26.046460,"(2000, 2001, 2002, 2003)","(-0.28454819321632385, 186.42611694335938, -140.16075134277344, 151.0926513671875)","(0.6643095016479492, 0.39437225461006165, 0.6501886248588562, 0.3269887864589691)","(14.347922325134277, -994.8348388671875, 243.26486206054688, -991.9043579101562)","(199.8990020751953, -990.8776245117188, 267.1337890625, -991.8593139648438)"
2024/07/31/12:42:26.147923,"(2000, 2001, 2002, 2003)","(-0.2822469472885132, 186.93789672851562, -140.15858459472656, 151.5062255859375)","(0.6643757224082947, 0.3943593502044678, 0.6506291627883911, 0.32695433497428894)","(14.413029670715332, -994.8724975585938, 243.2163543701172, -991.9258422851562)","(199.8986053466797, -990.8692016601562, 267.0924072265625, -991.8355102539062)"
2024/07/31/12:42:26.247520,"(2000, 2001, 2002, 2003)","(-0.2799093425273895, 187.4601287841797, -140.1562957763672, 151.92823791503906)","(0.664442777633667, 0.3943463861942291, 0.6510715484619141, 0.3269196152687073)","(14.479473114013672, -994.9110717773438, 243.1668243408203, -991.9478759765625)","(199.89822387695312, -990.8609619140625, 267.0501708984375, -991.8114013671875)"
2024/07/31/12:42:26.346711,"(2000, 2001, 2002, 2003)","(-0.27758270502090454, 187.98236083984375, -140.1539764404297, 152.35025024414062)","(0.6645093560218811, 0.3943336308002472, 0.6515069007873535, 0.3268853425979614)","(14.545923233032227, -994.94970703125, 243.1172332763672, -991.9701538085938)","(199.8978271484375, -990.85302734375, 267.0079040527344, -991.7874755859375)"
2024/07/31/12:42:26.446754,"(2000, 2001, 2002, 2003)","(-0.2752673327922821, 188.5045928955078, -140.151611328125, 152.7722625732422)","(0.6645753979682922, 0.394321084022522, 0.6519351601600647, 0.3268515169620514)","(14.61237907409668, -994.9884033203125, 243.06759643554688, -991.9925537109375)","(199.89744567871094, -990.8455200195312, 266.96563720703125, -991.763671875)"
2024/07/31/12:42:26.547468,"(2000, 2001, 2002, 2003)","(-0.27293965220451355, 189.03204345703125, -140.149169921875, 153.198486328125)","(0.6646416783332825, 0.39430859684944153, 0.652360737323761, 0.3268177807331085)","(14.6795072555542, -995.027587890625, 243.0174102783203, -992.015380859375)","(199.89706420898438, -990.8382568359375, 266.9229431152344, -991.7398071289062)"
2024/07/31/12:42:26.647561,"(2000, 2001, 2002, 2003)","(-0.2706916928291321, 189.54383850097656, -140.1467742919922, 153.612060546875)","(0.6647054553031921, 0.39429670572280884, 0.65276700258255, 0.32678547501564026)","(14.744647026062012, -995.0656127929688, 242.96868896484375, -992.0377197265625)","(199.8966827392578, -990.83154296875, 266.8815002441406, -991.7168579101562)"
2024/07/31/12:42:26.747136,"(2000, 2001, 2002, 2003)","(-0.2683853805065155, 190.0712890625, -140.14427185058594, 154.03826904296875)","(0.664770781993866, 0.3942846357822418, 0.6531789898872375, 0.326752632856369)","(14.811787605285645, -995.1049194335938, 242.91842651367188, -992.0608520507812)","(199.89630126953125, -990.824951171875, 266.8387756347656, -991.693359375)"
2024/07/31/12:42:26.847396,"(2000, 2001, 2002, 2003)","(-0.2661125957965851, 190.59352111816406, -140.1417694091797, 154.4602813720703)","(0.6648349165916443, 0.3942728638648987, 0.6535803079605103, 0.32672053575515747)","(14.878270149230957, -995.1438598632812, 242.8686065673828, -992.083984375)","(199.89593505859375, -990.81884765625, 266.79644775390625, -991.6702270507812)"
2024/07/31/12:42:26.947232,"(2000, 2001, 2002, 2003)","(-0.26387324929237366, 191.1105194091797, -140.13926696777344, 154.8780517578125)","(0.6648979783058167, 0.3942613899707794, 0.6539711356163025, 0.3266891539096832)","(14.944093704223633, -995.1824951171875, 242.8192596435547, -992.1069946289062)","(199.89556884765625, -990.8131103515625, 266.7545471191406, -991.6475219726562)"
2024/07/31/12:42:27.047071,"(2000, 2001, 2002, 2003)","(-0.2615991234779358, 191.63796997070312, -140.13670349121094, 155.30426025390625)","(0.6649618148803711, 0.39424988627433777, 0.6543634533882141, 0.32665756344795227)","(15.01125431060791, -995.221923828125, 242.76885986328125, -992.1306762695312)","(199.89520263671875, -990.8076171875, 266.7117919921875, -991.6245727539062)"
2024/07/31/12:42:27.147615,"(2000, 2001, 2002, 2003)","(-0.2593356668949127, 192.16542053222656, -140.1341094970703, 155.73048400878906)","(0.6650251746177673, 0.39423856139183044, 0.65474933385849, 0.32662636041641235)","(15.078420639038086, -995.2614135742188, 242.7184295654297, -992.1544799804688)","(199.89483642578125, -990.802490234375, 266.66900634765625, -991.6017456054688)"
2024/07/31/12:42:27.247246,"(2000, 2001, 2002, 2003)","(-0.2571294605731964, 192.6824188232422, -140.13156127929688, 156.1482391357422)","(0.6650868058204651, 0.39422762393951416, 0.655121386051178, 0.326596200466156)","(15.14426326751709, -995.3001708984375, 242.66896057128906, -992.1780395507812)","(199.89447021484375, -990.7978515625, 266.6270751953125, -991.57958984375)"
2024/07/31/12:42:27.347168,"(2000, 2001, 2002, 2003)","(-0.2549109160900116, 193.20465087890625, -140.1289825439453, 156.5702362060547)","(0.6651486158370972, 0.39421677589416504, 0.6554911732673645, 0.3265661299228668)","(15.210777282714844, -995.3392944335938, 242.61895751953125, -992.2019653320312)","(199.8941192626953, -990.79345703125, 266.5846862792969, -991.5573120117188)"
2024/07/31/12:42:27.446956,"(2000, 2001, 2002, 2003)","(-0.25270259380340576, 193.72686767578125, -140.1263885498047, 156.99221801757812)","(0.6652100086212158, 0.39420607686042786, 0.6558549404144287, 0.3265364468097687)","(15.277297019958496, -995.3785400390625, 242.56890869140625, -992.2260131835938)","(199.8937530517578, -990.7894897460938, 266.54229736328125, -991.5352783203125)"
2024/07/31/12:42:27.546904,"(2000, 2001, 2002, 2003)","(-0.25050467252731323, 194.2490997314453, -140.12379455566406, 157.41419982910156)","(0.6652709245681763, 0.394195556640625, 0.6562128067016602, 0.3265071213245392)","(15.343823432922363, -995.4177856445312, 242.51882934570312, -992.2503051757812)","(199.89340209960938, -990.7858276367188, 266.4999084472656, -991.513427734375)"
2024/07/31/12:42:27.647936,"(2000, 2001, 2002, 2003)","(-0.2483164668083191, 194.7713165283203, -140.12120056152344, 157.836181640625)","(0.6653313636779785, 0.39418521523475647, 0.6565647721290588, 0.3264782130718231)","(15.410355567932129, -995.4570922851562, 242.46871948242188, -992.274658203125)","(199.89305114746094, -990.7825317382812, 266.4574890136719, -991.49169921875)"
2024/07/31/12:42:27.746639,"(2000, 2001, 2002, 2003)","(-0.2461164891719818, 195.29876708984375, -140.11859130859375, 158.2623748779297)","(0.6653919816017151, 0.3941749334335327, 0.6569145321846008, 0.3264493942260742)","(15.477559089660645, -995.4967651367188, 242.41806030273438, -992.2994995117188)","(199.8927001953125, -990.7796020507812, 266.4146423339844, -991.469970703125)"
2024/07/31/12:42:27.846927,"(2000, 2001, 2002, 2003)","(-0.24397002160549164, 195.81576538085938, -140.11602783203125, 158.6801300048828)","(0.665450930595398, 0.3941650092601776, 0.6572517156600952, 0.32642149925231934)","(15.543437957763672, -995.5357055664062, 242.36837768554688, -992.323974609375)","(199.89236450195312, -990.7770385742188, 266.37261962890625, -991.4489135742188)"
2024/07/31/12:42:27.946721,"(2000, 2001, 2002, 2003)","(-0.24181224405765533, 196.33798217773438, -140.1134490966797, 159.10211181640625)","(0.6655100584030151, 0.3941551446914673, 0.6575868129730225, 0.32639366388320923)","(15.60998821258545, -995.5750732421875, 242.3181610107422, -992.3488159179688)","(199.8920135498047, -990.7748413085938, 266.3301696777344, -991.427734375)"
2024/07/31/12:42:28.046931,"(2000, 2001, 2002, 2003)","(-0.23966693878173828, 196.86019897460938, -140.11087036132812, 159.52407836914062)","(0.6655687093734741, 0.3941454589366913, 0.6579164266586304, 0.32636621594429016)","(15.676544189453125, -995.6144409179688, 242.26791381835938, -992.3738403320312)","(199.8916778564453, -990.7730102539062, 266.2876892089844, -991.4067993164062)"
2024/07/31/12:42:28.146905,"(2000, 2001, 2002, 2003)","(-0.2375524342060089, 197.377197265625, -140.10833740234375, 159.94183349609375)","(0.6656264066696167, 0.3941360116004944, 0.6582373976707458, 0.32633939385414124)","(15.742440223693848, -995.6534423828125, 242.21812438964844, -992.3987426757812)","(199.89134216308594, -990.771484375, 266.2456359863281, -991.38623046875)"
2024/07/31/12:42:28.246882,"(2000, 2001, 2002, 2003)","(-0.2353840470314026, 197.9098663330078, -140.10572814941406, 160.3722381591797)","(0.6656854152679443, 0.39412641525268555, 0.6585627794265747, 0.3263121247291565)","(15.810338973999023, -995.693603515625, 242.16680908203125, -992.424560546875)","(199.89100646972656, -990.7703857421875, 266.2023010253906, -991.365234375)"
2024/07/31/12:42:28.346737,"(2000, 2001, 2002, 2003)","(-0.23331023752689362, 198.421630859375, -140.10325622558594, 160.7857666015625)","(0.6657416224479675, 0.3941173553466797, 0.6588702201843262, 0.326286256313324)","(15.875581741333008, -995.7322387695312, 242.1174774169922, -992.4495239257812)","(199.89068603515625, -990.7695922851562, 266.16064453125, -991.34521484375)"
2024/07/31/12:42:28.446699,"(2000, 2001, 2002, 2003)","(-0.23118320107460022, 198.94908142089844, -140.1007080078125, 161.21194458007812)","(0.6657992005348206, 0.3941081762313843, 0.6591819524765015, 0.32625994086265564)","(15.942826271057129, -995.7720336914062, 242.06658935546875, -992.4754028320312)","(199.89035034179688, -990.7691650390625, 266.1177062988281, -991.3248291015625)"
2024/07/31/12:42:28.547777,"(2000, 2001, 2002, 2003)","(-0.2290865182876587, 199.47129821777344, -140.09820556640625, 161.6339111328125)","(0.6658557057380676, 0.3940992057323456, 0.6594855189323425, 0.32623422145843506)","(16.009410858154297, -995.8114624023438, 242.0161895751953, -992.5011596679688)","(199.89002990722656, -990.7691040039062, 266.0751647949219, -991.3048095703125)"
2024/07/31/12:42:28.647741,"(2000, 2001, 2002, 2003)","(-0.2269991785287857, 199.99351501464844, -140.09571838378906, 162.0558624267578)","(0.665911853313446, 0.3940903842449188, 0.6597841382026672, 0.32620882987976074)","(16.07600212097168, -995.850830078125, 241.96575927734375, -992.527099609375)","(199.8896942138672, -990.7694091796875, 266.0326232910156, -991.2849731445312)"
2024/07/31/12:42:28.747125,"(2000, 2001, 2002, 2003)","(-0.2249213457107544, 200.51571655273438, -140.09326171875, 162.4778289794922)","(0.665967583656311, 0.3940817415714264, 0.6600778698921204, 0.3261837959289551)","(16.142597198486328, -995.8902587890625, 241.91529846191406, -992.5531005859375)","(199.88938903808594, -990.7700805664062, 265.9900817871094, -991.265380859375)"
2024/07/31/12:42:28.847123,"(2000, 2001, 2002, 2003)","(-0.22285304963588715, 201.03793334960938, -140.0908203125, 162.8997802734375)","(0.6660228371620178, 0.3940731883049011, 0.6603667736053467, 0.3261590600013733)","(16.209197998046875, -995.9296264648438, 241.8648223876953, -992.579345703125)","(199.88906860351562, -990.7711181640625, 265.947509765625, -991.2459106445312)"
2024/07/31/12:42:28.947303,"(2000, 2001, 2002, 2003)","(-0.2207944095134735, 201.56015014648438, -140.08840942382812, 163.3217315673828)","(0.666077733039856, 0.3940648138523102, 0.6606509685516357, 0.32613465189933777)","(16.275806427001953, -995.9690551757812, 241.81430053710938, -992.6056518554688)","(199.8887481689453, -990.7724609375, 265.9049377441406, -991.2266845703125)"
2024/07/31/12:42:29.046570,"(2000, 2001, 2002, 2003)","(-0.21874557435512543, 202.08236694335938, -140.0860137939453, 163.74368286132812)","(0.6661322116851807, 0.3940565288066864, 0.6609305143356323, 0.3261105716228485)","(16.342418670654297, -996.0084228515625, 241.76376342773438, -992.6321411132812)","(199.88844299316406, -990.7742309570312, 265.8623352050781, -991.2076416015625)"
2024/07/31/12:42:29.147228,"(2000, 2001, 2002, 2003)","(-0.2167055606842041, 202.60458374023438, -140.08364868164062, 164.16563415527344)","(0.6661863327026367, 0.39404839277267456, 0.6612054705619812, 0.32608678936958313)","(16.40903663635254, -996.0477294921875, 241.71319580078125, -992.6587524414062)","(199.88812255859375, -990.7763061523438, 265.8197326660156, -991.1887817382812)"
2024/07/31/12:42:29.247127,"(2000, 2001, 2002, 2003)","(-0.21467453241348267, 203.12680053710938, -140.081298828125, 164.58758544921875)","(0.6662399768829346, 0.39404040575027466, 0.6614759564399719, 0.326063334941864)","(16.47566032409668, -996.0870971679688, 241.66261291503906, -992.6854858398438)","(199.8878173828125, -990.7787475585938, 265.7771301269531, -991.1701049804688)"
2024/07/31/12:42:29.347044,"(2000, 2001, 2002, 2003)","(-0.2126525491476059, 203.6490020751953, -140.07899475097656, 165.00953674316406)","(0.6662932634353638, 0.3940325379371643, 0.6617420315742493, 0.3260401487350464)","(16.542287826538086, -996.1264038085938, 241.61199951171875, -992.7123413085938)","(199.88751220703125, -990.7815551757812, 265.7344970703125, -991.1516723632812)"
2024/07/31/12:42:29.447365,"(2000, 2001, 2002, 2003)","(-0.2106596678495407, 204.16600036621094, -140.07672119140625, 165.42726135253906)","(0.6663456559181213, 0.39402487874031067, 0.6620010733604431, 0.3260175287723541)","(16.60825538635254, -996.165283203125, 241.56185913085938, -992.7390747070312)","(199.88722229003906, -990.7847290039062, 265.6922607421875, -991.1336059570312)"
2024/07/31/12:42:29.546796,"(2000, 2001, 2002, 2003)","(-0.20863592624664307, 204.6934356689453, -140.07444763183594, 165.85342407226562)","(0.6663987040519714, 0.39401715993881226, 0.6622611284255981, 0.32599472999572754)","(16.675561904907227, -996.2048950195312, 241.5106964111328, -992.7664794921875)","(199.8869171142578, -990.7882690429688, 265.6492004394531, -991.1153564453125)"
2024/07/31/12:42:29.647249,"(2000, 2001, 2002, 2003)","(-0.20666131377220154, 205.21041870117188, -140.07223510742188, 166.27114868164062)","(0.6664502620697021, 0.3940097391605377, 0.6625117659568787, 0.32597267627716064)","(16.741539001464844, -996.2437133789062, 241.46051025390625, -992.7935180664062)","(199.88662719726562, -990.7921142578125, 265.6069641113281, -991.09765625)"
2024/07/31/12:42:29.747068,"(2000, 2001, 2002, 2003)","(-0.20465625822544098, 205.73785400390625, -140.07000732421875, 166.69729614257812)","(0.6665025353431702, 0.3940022885799408, 0.6627633571624756, 0.3259504735469818)","(16.808855056762695, -996.2832641601562, 241.4093017578125, -992.8211669921875)","(199.88632202148438, -990.79638671875, 265.5638427734375, -991.079833984375)"
2024/07/31/12:42:29.846804,"(2000, 2001, 2002, 2003)","(-0.20268025994300842, 206.26007080078125, -140.06784057617188, 167.11924743652344)","(0.6665538549423218, 0.3939950168132782, 0.6630083322525024, 0.32592877745628357)","(16.87550926208496, -996.3223876953125, 241.3585662841797, -992.8486938476562)","(199.8860321044922, -990.801025390625, 265.52117919921875, -991.0623779296875)"
2024/07/31/12:42:29.947198,"(2000, 2001, 2002, 2003)","(-0.20073306560516357, 206.7770538330078, -140.0657196044922, 167.53695678710938)","(0.6666042804718018, 0.3939879238605499, 0.6632468700408936, 0.3259075880050659)","(16.941503524780273, -996.361083984375, 241.30833435058594, -992.8760986328125)","(199.8857421875, -990.805908203125, 265.4788818359375, -991.0453491210938)"
2024/07/31/12:42:30.046751,"(2000, 2001, 2002, 2003)","(-0.19873648881912231, 207.30970764160156, -140.06356811523438, 167.9673309326172)","(0.6666558980941772, 0.3939807713031769, 0.6634886860847473, 0.3258860111236572)","(17.009502410888672, -996.4009399414062, 241.2565460205078, -992.9044189453125)","(199.8854522705078, -990.8113403320312, 265.4353332519531, -991.0279541015625)"
2024/07/31/12:42:30.146517,"(2000, 2001, 2002, 2003)","(-0.19680771231651306, 207.82669067382812, -140.06150817871094, 168.38504028320312)","(0.6667056083679199, 0.3939739167690277, 0.6637194752693176, 0.32586535811424255)","(17.075504302978516, -996.4395141601562, 241.2062530517578, -992.9320678710938)","(199.8851776123047, -990.8169555664062, 265.3930358886719, -991.0112915039062)"
2024/07/31/12:42:30.246631,"(2000, 2001, 2002, 2003)","(-0.19486865401268005, 208.34890747070312, -140.0594482421875, 168.80697631835938)","(0.6667554378509521, 0.3939670920372009, 0.6639487743377686, 0.32584476470947266)","(17.142179489135742, -996.4784545898438, 241.1554412841797, -992.9600830078125)","(199.8848876953125, -990.8229370117188, 265.35028076171875, -990.99462890625)"
2024/07/31/12:42:30.346979,"(2000, 2001, 2002, 2003)","(-0.19293880462646484, 208.87110900878906, -140.05743408203125, 169.22891235351562)","(0.6668049097061157, 0.3939603865146637, 0.6641743779182434, 0.32582443952560425)","(17.208860397338867, -996.517333984375, 241.1046142578125, -992.9882202148438)","(199.88461303710938, -990.829345703125, 265.30755615234375, -990.9782104492188)"
2024/07/31/12:42:30.446841,"(2000, 2001, 2002, 2003)","(-0.19101807475090027, 209.393310546875, -140.05545043945312, 169.6508331298828)","(0.6668540239334106, 0.393953800201416, 0.6643962264060974, 0.32580438256263733)","(17.275545120239258, -996.55615234375, 241.0537567138672, -993.0164794921875)","(199.88433837890625, -990.8360595703125, 265.2648010253906, -990.9620361328125)"
