time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/30/14:38:49.960217,"[2000, 2001, 2002, 2003]","(-336.54425048828125, 181.84283447265625, -358.8427734375, 328.951171875)","(0.6543705463409424, 0.5408574938774109, 0.49038583040237427, 0.3242829442024231)","(128.99649047851562, 164.44827270507812, -999.8804931640625, -1005.4781494140625)","(221.110107421875, 205.29110717773438, -993.0193481445312, -1000.7840576171875)","[38.821094729189184, 1657.8521980690477, 1667.3507107342577]","[3.38049040987533, 4.298667334608219, 4.066370769591941]","[672.49726247131, 563.628091500277, 563.6689067710182]","[49.49417771641401, 2280.2070117880103, 2351.834457492326]","[26.124131579877908, -5700.078506920876, -3090.6368076532135]","[0, 0, 0]","[0, 0, 0]","[0.2510487377920956, 0, 0]","[0.55359005694037, 0.0006048191186652785, 0.0006155463107763715]","[0.38486582599722907, 0.3535437820285381, 0.26198645673893534]","[0.083, 0.012, 0.009]","[6.144583455837961, 6.279723797979187, 6.724472382158681]","[4.088537644738473, 4.088537644738473, 4.088537644738473]","[2.979715545720017, 3.0990095485781746, 3.491607628704576]","[2.3326438021471554, 2.4221143042907736, 2.716562864385575]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:50.060086,"[2000, 2001, 2002, 2003]","(-336.64105224609375, 181.84283447265625, -359.427734375, 329.373046875)","(0.6540718674659729, 0.5408574938774109, 0.4903858006000519, 0.3242829442024231)","(129.0557861328125, 164.3942108154297, -999.83447265625, -1005.4573974609375)","(221.13771057128906, 205.28936767578125, -993.0025024414062, -1000.8089599609375)","[38.72960079180728, 1657.869115707619, 1667.4154140033288]","[3.3795195772313416, 4.3039880810570335, 4.064359967236507]","[672.4860874826908, 563.7248104171581, 563.7659655165311]","[49.36408988166932, 2278.2226337459506, 2352.1653692681534]","[26.04649918045511, -5616.1538678712195, -3109.8062698955328]","[0, 0, 0]","[0, 0, 0]","[0.25481398268128136, 0, 0]","[0.5534731252717255, 0.0006303926351536315, 0.0006414356501699969]","[0.38488626352834854, 0.3543209163634856, 0.26185537931948016]","[0.084, 0.012, 0.009]","[6.143270331116241, 6.27844931838103, 6.723324741645113]","[4.088237692564238, 4.088237692564238, 4.088237692564238]","[2.9784926149176743, 3.0978116837442005, 3.4904919539677075]","[2.3317266040453988, 2.4212159056652935, 2.7157261083329236]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:50.160452,"[2000, 2001, 2002, 2003]","(-336.7364501953125, 181.84283447265625, -0.005859375, 329.791015625)","(0.653778076171875, 0.5408574938774109, 0.4903857707977295, 0.3242829442024231)","(129.114501953125, 164.3406982421875, -999.7886962890625, -1005.4366455078125)","(221.16494750976562, 205.2876434326172, -992.9862670898438, -1000.83349609375)","[38.63911771207176, 1657.8859835622995, 1667.4791860380662]","[3.378563295052397, 4.308960823515799, 4.06232233930139]","[672.4742014428437, 563.8201397686829, 563.8616179110006]","[49.235307525622055, 2276.3438945093576, 2352.4933474903974]","[25.96952091151524, -5535.13194837736, -3128.9801227061394]","[0, 0, 0]","[0, 0, 0]","[0.25853556922648374, 0, 0]","[0.5533487547671054, 0.0006561187662162404, 0.0006674735192546133]","[0.38490594995360883, 0.3550839738690446, 0.26172126787419586]","[0.084, 0.012, 0.009]","[6.141978148593054, 6.277195178017732, 6.722195455812911]","[4.087942567163927, 4.087942567163927, 4.087942567163927]","[2.9772893267345952, 3.096633068782796, 3.4893942364443715]","[2.330824137908089, 2.42033194444424, 2.7149028201904213]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:50.261344,"[2000, 2001, 2002, 2003]","(-336.83245849609375, 181.84283447265625, -0.5908203125, 330.2119140625)","(0.6534831523895264, 0.5408574938774109, 0.4903857409954071, 0.3242829442024231)","(129.173828125, 164.28663635253906, -999.7423095703125, -1005.4154663085938)","(221.19235229492188, 205.28590393066406, -992.9703979492188, -1000.8580932617188)","[38.5477899591757, 1657.9032425355695, 1667.543250424751]","[3.3776013933106164, 4.313716616612581, 4.06021654968586]","[672.4614633375678, 563.9160920408202, 563.9578813777526]","[49.10521027852145, 2274.5256558625824, 2352.8245992495076]","[25.89164331922912, -5455.023847284431, -3148.4955695861063]","[0, 0, 0]","[0, 0, 0]","[0.26229437156579144, 0, 0]","[0.5532154702082486, 0.0006825344918275356, 0.0006942027124341998]","[0.38492520753131143, 0.35585084621170776, 0.2615821958491816]","[0.085, 0.012, 0.009]","[6.140680440103337, 6.275935686104804, 6.721061392245625]","[4.087646222634331, 4.087646222634331, 4.087646222634331]","[2.9760810313768014, 3.0954495577411176, 3.4882919883284575]","[2.3299179163897437, 2.419444311162981, 2.714076134103486]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:50.360209,"[2000, 2001, 2002, 2003]","(-336.92816162109375, 181.84283447265625, -1.1748046875, 330.6337890625)","(0.6531900763511658, 0.5408574938774109, 0.4903857111930847, 0.3242829442024231)","(129.23316955566406, 164.23257446289062, -999.6957397460938, -1005.3941650390625)","(221.21966552734375, 205.28416442871094, -992.9549560546875, -1000.8825073242188)","[38.45654990277343, 1657.9206330627655, 1667.607040888063]","[3.3766430690162132, 4.3181878244003595, 4.058058109229146]","[672.4480186621206, 564.0117512859789, 564.053835917872]","[48.975124450240244, 2272.797400507811, 2353.1560995095456]","[25.813656346842095, -5376.997573900024, -3168.2387039803357]","[0, 0, 0]","[0, 0, 0]","[0.2660532637986936, 0, 0]","[0.5530747942942469, 0.0007093904933022088, 0.000721370403474697]","[0.3849437639219461, 0.3566112153001273, 0.2614383626947831]","[0.085, 0.012, 0.009]","[6.139390320560462, 6.2746835721116065, 6.719934011914032]","[4.087351653801346, 4.087351653801346, 4.087351653801346]","[2.9748799398030368, 3.09427311180111, 3.4871963487849826]","[2.32901709770942, 2.4185619767079753, 2.7132544044458795]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:50.460501,"[2000, 2001, 2002, 2003]","(-337.0235595703125, 181.84283447265625, -1.7587890625, 331.0556640625)","(0.6528990864753723, 0.5408574938774109, 0.49038568139076233, 0.3242829442024231)","(129.2925262451172, 164.17852783203125, -999.6490478515625, -1005.3726806640625)","(221.24685668945312, 205.2824249267578, -992.93994140625, -1000.9067993164062)","[38.365399271971356, 1657.9381743543422, 1667.6705382637294]","[3.3756883505668434, 4.322393920970315, 4.055847210713157]","[672.4339158310437, 564.1071152409233, 564.1494837820584]","[48.84506495041066, 2271.1552584001424, 2353.487403984477]","[25.73557305559994, -5300.854258167859, -3188.1758177110596]","[0, 0, 0]","[0, 0, 0]","[0.269814350989865, 0, 0]","[0.5529272339005327, 0.0007366814916042741, 0.0007489723499403689]","[0.38496149602753, 0.3573662042986054, 0.2612901533719526]","[0.086, 0.012, 0.009]","[6.138108849822669, 6.273439864516732, 6.718814240027921]","[4.0870591018639795, 4.0870591018639795, 4.0870591018639795]","[2.9736870361448693, 3.0931046947960947, 3.486108214846784]","[2.3281224199657946, 2.417685663954214, 2.7124383039922306]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:50.560602,"[2000, 2001, 2002, 2003]","(-337.11871337890625, 181.84283447265625, -2.34375, 331.4775390625)","(0.6526100635528564, 0.5408574938774109, 0.49038565158843994, 0.3242829442024231)","(129.35189819335938, 164.1244659423828, -999.6022338867188, -1005.3510131835938)","(221.27395629882812, 205.2806854248047, -992.9254760742188, -1000.930908203125)","[38.27432345535323, 1657.9559781571093, 1667.7337201862608]","[3.3747366311989513, 4.326351270341917, 4.053581918977406]","[672.419153131078, 564.2022485311552, 564.2448852924232]","[48.715006762860156, 2269.5962040540408, 2353.8182737550483]","[25.657374516999518, -5226.423571779727, -3208.3100305455496]","[0, 0, 0]","[0, 0, 0]","[0.27357832209192867, 0, 0]","[0.5527727714085202, 0.000764421858778841, 0.0007770216057055301]","[0.38497838072112794, 0.3581169965620998, 0.2611375845789122]","[0.086, 0.012, 0.009]","[6.136835513527586, 6.27220406385411, 6.717701626146768]","[4.0867684485793605, 4.0867684485793605, 4.0867684485793605]","[2.9725018389305746, 3.091943834942325, 3.485027146614443]","[2.327233522055074, 2.4168150190638866, 2.711627502817975]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:50.668136,"[2000, 2001, 2002, 2003]","(-337.2137451171875, 181.8428955078125, -2.927734375, 331.8994140625)","(0.6523235440254211, 0.5408574938774109, 0.49038562178611755, 0.3242829442024231)","(129.41127014160156, 164.07040405273438, -999.5552368164062, -1005.3291625976562)","(221.3009490966797, 205.27894592285156, -992.9114990234375, -1000.9548950195312)","[38.183344351050046, 1657.9739366460472, 1667.7966098205204]","[3.373787294154843, 4.330043759997037, 4.051258456657374]","[672.4038898989121, 564.2972733621226, 564.3401639738137]","[48.584996977995, 2268.129590645545, 2354.1486959089866]","[25.57908253345079, -5154.013756177706, -3228.64359358804]","[0, 0, 0]","[0, 0, 0]","[0.27735128008049204, 0, 0]","[0.5526130742503579, 0.0007926446343524685, 0.0008055516433961851]","[0.38499388240867444, 0.3588607460657436, 0.2609803847548892]","[0.087, 0.012, 0.009]","[6.135572686746675, 6.2709784750783975, 6.716598244472883]","[4.086480235181744, 4.086480235181744, 4.086480235181744]","[2.971326555898424, 3.090792694590809, 3.4839551570708416]","[2.326352059780961, 2.4159516638002496, 2.7108235106602736]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:50.760205,"[2000, 2001, 2002, 2003]","(-337.3095703125, 181.8428955078125, -3.5185546875, 332.326171875)","(0.6520354747772217, 0.5408574938774109, 0.49038559198379517, 0.3242829442024231)","(129.4712677001953, 164.01580810546875, -999.5076293945312, -1005.3069458007812)","(221.328125, 205.27719116210938, -992.8978271484375, -1000.9789428710938)","[38.09153931226427, 1657.9922631165825, 1667.8598548967054]","[3.3728300462287986, 4.333535267700683, 4.048852220077942]","[672.3878880940699, 564.3931027539332, 564.4362352693154]","[48.45371943238782, 2266.732487446803, 2354.4815589305504]","[25.49993771691643, -5082.582508334756, -3249.4117500491675]","[0, 0, 0]","[0, 0, 0]","[0.28116841595460607, 0, 0]","[0.5524456521647856, 0.0008216268161881368, 0.000834842212161846]","[0.3850089907582569, 0.35960787618804224, 0.2608170516403295]","[0.087, 0.012, 0.009]","[6.134302507578057, 6.269745761824595, 6.7154884881814425]","[4.08619038492553, 4.08619038492553, 4.08619038492553]","[2.970144562905965, 3.089634990064069, 3.4828770830076445]","[2.3254655650366165, 2.4150833854051945, 2.7100149551128765]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:50.860037,"[2000, 2001, 2002, 2003]","(-337.40435791015625, 181.8428955078125, -4.1025390625, 332.7470703125)","(0.6517521142959595, 0.5408574938774109, 0.4903855621814728, 0.3242829442024231)","(129.5306854248047, 163.9617462158203, -999.4603271484375, -1005.2847290039062)","(221.35491943359375, 205.27545166015625, -992.884765625, -1001.0025634765625)","[38.00072145638712, 1658.0105701847776, 1667.9221128205813]","[3.3718837618524438, 4.336743548382401, 4.046412660973549]","[672.3715614462869, 564.4879068847558, 564.5312646444895]","[48.323777117650415, 2265.44036801562, 2354.809473878065]","[25.421499879265646, -5013.822201619172, -3270.1203812582107]","[0, 0, 0]","[0, 0, 0]","[0.2849588103967955, 0, 0]","[0.5522748341771353, 0.0008508133724126621, 0.0008643321277037042]","[0.38502293920390285, 0.3603408268630888, 0.26065178459308397]","[0.088, 0.012, 0.009]","[6.133052579531233, 6.268532714958505, 6.7143964737343]","[4.085905196214341, 4.085905196214341, 4.085905196214341]","[2.9689815449923875, 3.088495880013137, 3.4818163507366573]","[2.3245933016014333, 2.414229052866996, 2.7092194059096357]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:50.960087,"[2000, 2001, 2002, 2003]","(-337.49908447265625, 181.8428955078125, -4.6875, 333.1689453125)","(0.6514706611633301, 0.5408574938774109, 0.4903855323791504, 0.3242829442024231)","(129.59010314941406, 163.90769958496094, -999.4129638671875, -1005.2623291015625)","(221.38160705566406, 205.27371215820312, -992.8721923828125, -1001.0260620117188)","[37.910015630883535, 1658.029115060855, 1667.9840784544422]","[3.3709386987868246, 4.339728021478774, 4.043909423306334]","[672.3547977413625, 564.5826605009224, 564.6262322267751]","[48.19392207419241, 2264.2315916790344, 2355.1359881131443]","[25.343017883170745, -4946.6855030631405, -3291.0686955429487]","[0, 0, 0]","[0, 0, 0]","[0.2887605685726638, 0, 0]","[0.5520994464723512, 0.000880495817269511, 0.0008943167273480213]","[0.3850358115550991, 0.361069338143858, 0.2604815613174182]","[0.088, 0.012, 0.009]","[6.13181056263898, 6.267327357456041, 6.713311418553093]","[4.0856218521622445, 4.0856218521622445, 4.0856218521622445]","[2.967826015846292, 3.087364113276669, 3.480762482975292]","[2.323726654741862, 2.4133802278146446, 2.708429005088612]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:51.060593,"[2000, 2001, 2002, 2003]","(-337.59375, 181.8428955078125, -5.271484375, 333.5908203125)","(0.651190996170044, 0.5408574938774109, 0.490385502576828, 0.3242829442024231)","(129.64955139160156, 163.8536376953125, -999.3654174804688, -1005.2398071289062)","(221.40818786621094, 205.27197265625, -992.860107421875, -1001.0493774414062)","[37.81936706288583, 1658.047835404212, 1668.0457693570822]","[3.3699948368057466, 4.342480492488628, 4.0413435442084555]","[672.3375553899834, 564.6773659190075, 564.7211342853002]","[48.064075020748604, 2263.1114779029144, 2355.4604620450477]","[25.26444423312486, -4881.421108246805, -3312.221874449489]","[0, 0, 0]","[0, 0, 0]","[0.2925747205048367, 0, 0]","[0.5519190542089267, 0.0009106742459614736, 0.0009247939710877451]","[0.38504766864606, 0.36179112451331835, 0.2603069427998543]","[0.089, 0.012, 0.009]","[6.130575940239316, 6.2661291876690335, 6.712232870401577]","[4.085340234179293, 4.085340234179293, 4.085340234179293]","[2.966677492433095, 3.08623921657628, 3.479715038553775]","[2.322865262181964, 2.4125365552893525, 2.707643421772474]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:51.160312,"[2000, 2001, 2002, 2003]","(-337.6875, 181.8428955078125, -5.849609375, 334.0087890625)","(0.6509158611297607, 0.5408574938774109, 0.4903854727745056, 0.3242829442024231)","(129.7084197998047, 163.80010986328125, -999.3182373046875, -1005.2173461914062)","(221.43441772460938, 205.27024841308594, -992.8486328125, -1001.072265625)","[37.72971305017244, 1658.0666002569264, 1668.1065369953133]","[3.3690607169875157, 4.344989638966705, 4.03873803630117]","[672.3200874151919, 564.7711673186645, 564.8151156726359]","[47.93558341270112, 2262.0864626886437, 2355.779389668422]","[25.18659628984667, -4818.488588596821, -3333.380402020903]","[0, 0, 0]","[0, 0, 0]","[0.2963647767695712, 0, 0]","[0.5517363047854744, 0.0009410684318721385, 0.0009554814291534153]","[0.38505829138275804, 0.36250011337758936, 0.26012952327563144]","[0.089, 0.012, 0.009]","[6.129360832733347, 6.2649499685708605, 6.711171415966363]","[4.085063105670262, 4.085063105670262, 4.085063105670262]","[2.9655472458163654, 3.0851322295497328, 3.4786842954926667]","[2.322017577219417, 2.4117063150194427, 2.706870364476643]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:51.260306,"[2000, 2001, 2002, 2003]","(-337.7850341796875, 181.8428955078125, -6.4521484375, 334.443359375)","(0.6506314277648926, 0.5408574938774109, 0.4903854429721832, 0.3242829442024231)","(129.76966857910156, 163.7444305419922, -999.26904296875, -1005.1937255859375)","(221.4615936279297, 205.26846313476562, -992.8372192382812, -1001.095947265625)","[37.636544114763545, 1658.0863520092016, 1668.1694100193163]","[3.3680895202931014, 4.347387690166155, 4.0359593986494255]","[672.3015223481123, 564.8687673256348, 564.9128911446351]","[47.80199091647627, 2261.10378855826, 2356.108001092546]","[25.105567670340378, -4754.591033827392, -3355.5976679617834]","[0, 0, 0]","[0, 0, 0]","[0.30032351739860824, 0, 0]","[0.5515420813472072, 0.0009732259326095116, 0.0009879422551101191]","[0.3850682213514713, 0.36323316407448086, 0.25994049499390115]","[0.09, 0.012, 0.009]","[6.128104155717915, 6.263730416168143, 6.710073696370531]","[4.084776536222798, 4.084776536222798, 4.084776536222798]","[2.964378460991651, 3.0839875030641357, 3.477618441521588]","[2.321140988600881, 2.4108477701552444, 2.7060709739983335]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:51.360090,"[2000, 2001, 2002, 2003]","(-337.87689208984375, 181.8428955078125, -7.0185546875, 334.8525390625)","(0.6503652334213257, 0.5408574938774109, 0.4903854429721832, 0.3242829442024231)","(129.82737731933594, 163.69200134277344, -999.2225952148438, -1005.17138671875)","(221.48709106445312, 205.2667694091797, -992.826904296875, -1001.1180419921875)","[37.5488895257532, 1658.1051388349415, 1668.2283534906392]","[3.367175428162559, 4.349440618021314, 4.03327773045647]","[672.2836179180979, 564.9606974978321, 565.0049708694361]","[47.676233866546305, 2260.2608449920144, 2356.4140880670734]","[25.029197590543763, -4696.1221291733145, -3376.7175095466278]","[0, 0, 0]","[0, 0, 0]","[0.30406448154321125, 0, 0]","[0.5513547730200192, 0.0010040121213079622, 0.0010190106722955394]","[0.38507652595425124, 0.3639169008557255, 0.259758234934782]","[0.09, 0.012, 0.009]","[6.126927597033505, 6.262588550559045, 6.70904600497064]","[4.0845082734297185, 4.0845082734297185, 4.0845082734297185]","[2.9632843091323413, 3.082915814604848, 3.476620679657466]","[2.320320374706399, 2.410044003810779, 2.7053226526002425]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:51.459759,"[2000, 2001, 2002, 2003]","(-337.9716796875, 181.8428955078125, -7.603515625, 335.2744140625)","(0.6500924229621887, 0.5408574938774109, 0.49038541316986084, 0.3242829442024231)","(129.88687133789062, 163.637939453125, -999.1746215820312, -1005.1481323242188)","(221.51327514648438, 205.26502990722656, -992.8167724609375, -1001.1406860351562)","[37.45861134621149, 1658.1247392587036, 1668.2887945404268]","[3.366232793851671, 4.351366404292476, 4.030444221541371]","[672.2648529908464, 565.0555712559988, 565.099987254234]","[47.54666193854844, 2259.4692799872264, 2356.725727676936]","[24.950430618211673, -4637.272179594976, -3398.697628603833]","[0, 0, 0]","[0, 0, 0]","[0.3079397909579715, 0, 0]","[0.5511584664628573, 0.0010362895878930911, 0.0010515770878423147]","[0.3850839454462033, 0.36461740024476136, 0.2595659409485811]","[0.091, 0.012, 0.009]","[6.125721328798092, 6.261417941876511, 6.707992407340797]","[4.084233273498558, 4.084233273498558, 4.084233273498558]","[2.962162647195182, 3.081817258957934, 3.4755978631754285]","[2.3194791282535294, 2.409220087075593, 2.7045555402387143]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:51.561220,"[2000, 2001, 2002, 2003]","(-338.06756591796875, 181.8428955078125, -8.193359375, 335.7001953125)","(0.6498185992240906, 0.5408574938774109, 0.49038538336753845, 0.3242829442024231)","(129.94699096679688, 163.58334350585938, -999.1260375976562, -1005.12451171875)","(221.5396270751953, 205.26327514648438, -992.8070678710938, -1001.1633911132812)","[37.36751687940643, 1658.1447858940512, 1668.3495798440867]","[3.3652798912516704, 4.353107704966503, 4.02750999994505]","[672.2456112744612, 565.1515572606286, 565.1961010742872]","[47.4158670514392, 2258.7538322836167, 2357.0359447574465]","[24.870835019942007, -4579.533891420961, -3421.0982517293455]","[0, 0, 0]","[0, 0, 0]","[0.3118746548453559, 0, 0]","[0.5509571762502534, 0.0010694681839026332, 0.0010850438973121213]","[0.3850901500656293, 0.365317979495603, 0.25936734011148155]","[0.091, 0.012, 0.009]","[6.124510104589264, 6.260242533946169, 6.706934526062863]","[4.083957181248347, 4.083957181248347, 4.083957181248347]","[2.961036497713051, 3.080714315538907, 3.4745709871545056]","[2.3186345161419313, 2.4083928795113234, 2.7037853832230225]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:51.660128,"[2000, 2001, 2002, 2003]","(-338.16162109375, 181.8428955078125, -8.7724609375, 336.1181640625)","(0.6495517492294312, 0.5408574938774109, 0.49038535356521606, 0.3242829442024231)","(130.00592041015625, 163.5298309326172, -999.078369140625, -1005.1011962890625)","(221.5653533935547, 205.2615509033203, -992.7979736328125, -1001.1854248046875)","[37.27833161522741, 1658.1646343381758, 1668.4088125059077]","[3.364345776165231, 4.354634765289652, 4.024561094213135]","[672.2264115838905, 565.2457187995223, 565.2903757938058]","[47.28775525234379, 2258.127266662733, 2357.334886034056]","[24.79278896080409, -4524.304214240564, -3443.2827621101783]","[0, 0, 0]","[0, 0, 0]","[0.3157484240283305, 0, 0]","[0.5507563299628018, 0.0011025271969811734, 0.0011183827469380403]","[0.3850951485554343, 0.3660002336924429, 0.2591679404297562]","[0.092, 0.012, 0.009]","[6.1233292689662315, 6.259096628188872, 6.7059032296171805]","[4.08368805212112, 4.08368805212112, 4.08368805212112]","[2.959938718918194, 3.0796391673095154, 3.473570012259263]","[2.3178111820457885, 2.4075865183392797, 2.70303465205159]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:51.759952,"[2000, 2001, 2002, 2003]","(-338.2567138671875, 181.8428955078125, -9.3564453125, 336.5400390625)","(0.6492838263511658, 0.5408574938774109, 0.4903853237628937, 0.3242829442024231)","(130.0654754638672, 163.47576904296875, -999.0300903320312, -1005.0775146484375)","(221.5912322998047, 205.2598114013672, -992.789306640625, -1001.2075805664062)","[37.1883108416589, 1658.1849178225516, 1668.4684229681402]","[3.3634019630648684, 4.3559917681100835, 4.021510432828917]","[672.2066794660142, 565.3409311898123, 565.3856879839008]","[47.15839031909983, 2257.5724092483183, 2357.6310200571083]","[24.713897094824066, -4470.084229583975, -3465.882242207077]","[0, 0, 0]","[0, 0, 0]","[0.3196806916942075, 0, 0]","[0.5505499185086724, 0.0011364700065268352, 0.0011526045473737034]","[0.38509904590922006, 0.3666826999240174, 0.2589622803882481]","[0.092, 0.012, 0.009]","[6.122143229630934, 6.257945682411071, 6.70486743167901]","[4.083417772980634, 4.083417772980634, 4.083417772980634]","[2.9588362182639316, 3.0785594015575892, 3.4725647630966425]","[2.3169843065550917, 2.406776694025335, 2.702280715179625]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:51.860126,"[2000, 2001, 2002, 2003]","(-338.35198974609375, 181.8428955078125, -9.9404296875, 336.9619140625)","(0.6490173935890198, 0.5408574938774109, 0.4903852939605713, 0.3242829442024231)","(130.12503051757812, 163.4217071533203, -998.9817504882812, -1005.0536499023438)","(221.61700439453125, 205.25807189941406, -992.7811889648438, -1001.2294921875)","[37.09839305190444, 1658.2054838255162, 1668.5276516702932]","[3.3624569571941523, 4.3571716397661024, 4.018383456253679]","[672.186721720427, 565.436338638303, 565.4811796728297]","[47.029132498409574, 2257.0927548004975, 2357.920543674251]","[24.634997548943005, -4417.291408666212, -3488.688545785136]","[0, 0, 0]","[0, 0, 0]","[0.32363578057590336, 0, 0]","[0.550341151531992, 0.0011710018520568188, 0.001187411349061862]","[0.3851017208013549, 0.3673595278135893, 0.2587521569940903]","[0.093, 0.012, 0.009]","[6.120963333111555, 6.256800708166921, 6.703837041412765]","[4.083148929480448, 4.083148929480448, 4.083148929480448]","[2.9577395429507254, 3.0774853486554408, 3.4715648564638513]","[2.3161618000701867, 2.405971154348723, 2.701530785205031]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:51.961360,"[2000, 2001, 2002, 2003]","(-338.44842529296875, 181.84283447265625, -10.53125, 337.3876953125)","(0.6487499475479126, 0.5408574938774109, 0.4903852939605713, 0.3242829442024231)","(130.18521118164062, 163.3671112060547, -998.9328002929688, -1005.0293579101562)","(221.6429443359375, 205.25631713867188, -992.7734375, -1001.25146484375)","[37.00766733605136, 1658.226451348894, 1668.5871830979158]","[3.361500623624515, 4.358192709632245, 4.015147009646439]","[672.1663150065093, 565.5329179303803, 565.5778313694248]","[46.898673635931445, 2256.681132605433, 2358.2055740318233]","[24.555290625673756, -4365.266020406469, -3511.9180477641444]","[0, 0, 0]","[0, 0, 0]","[0.3276536118812167, 0, 0]","[0.5501276930814447, 0.0012064876891479948, 0.001223171754396124]","[0.38510316383457854, 0.3680384281850614, 0.2585355199314704]","[0.093, 0.012, 0.009]","[6.11977849394095, 6.255650867098543, 6.7028023779476325]","[4.082878995710342, 4.082878995710342, 4.082878995710342]","[2.956638389225192, 3.076406846002665, 3.470560897746465]","[2.3153359347760367, 2.4051622773591412, 2.7007778161669913]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:52.060022,"[2000, 2001, 2002, 2003]","(-338.54302978515625, 181.84283447265625, -11.109375, 337.8056640625)","(0.648489236831665, 0.5408574938774109, 0.4903852641582489, 0.3242829442024231)","(130.24420166015625, 163.3135986328125, -998.884765625, -1005.00537109375)","(221.66827392578125, 205.2545928955078, -992.7662963867188, -1001.2728881835938)","[36.918847826797766, 1658.2472318632063, 1668.645262525381]","[3.360563491648447, 4.359026913994043, 4.01189661386937]","[672.1459631443118, 565.6276731142304, 565.672647176688]","[46.77088844617935, 2256.3493267289346, 2358.4769991522376]","[24.477126705150713, -4315.70061343579, -3534.908458307556]","[0, 0, 0]","[0, 0, 0]","[0.3316088541994946, 0, 0]","[0.5499148134147036, 0.001241821581119018, 0.0012587719638191275]","[0.3851034432581215, 0.3686973315286834, 0.25831843460811266]","[0.094, 0.012, 0.009]","[6.118623054083659, 6.254529646896865, 6.701793429162358]","[4.082615794466336, 4.082615794466336, 4.082615794466336]","[2.9555646699211984, 3.0753552911791586, 3.4695819819873654]","[2.314530645298041, 2.4043736112415117, 2.700043629347667]","['Safe', 'Safe', 'Safe']"
2024/07/30/14:38:52.160179,"[2000, 2001, 2002, 2003]","(-338.63983154296875, 181.84283447265625, -11.7001953125, 338.2314453125)","(0.6482248306274414, 0.5408574938774109, 0.4903852343559265, 0.3242829442024231)","(130.30441284179688, 163.25900268554688, -998.8357543945312, -1004.9807739257812)","(221.69400024414062, 205.25283813476562, -992.7595825195312, -1001.2944946289062)","[36.82830662585322, 1658.2687820759782, 1668.7041821804612]","[3.3596052619719603, 4.359716846083176, 4.008499791542674]","[672.1250596259788, 565.7246387675247, 565.7696584205435]","[46.64060185998918, 2256.080641589255, 2358.7448311369535]","[24.39736659129975, -4266.354319156672, -3558.542358410034]","[3.497796974522016e-05, 0, 0]","[0, 0, 0]","[0.335673364508501, 0, 0]","[0.5496961687244886, 0.0012785114035490097, 0.0012957287855135946]","[0.3851023051381314, 0.36936482891774264, 0.25809273740880856]","[0.094, 0.012, 0.009]","[6.117450792674649, 6.253392112005052, 6.70076983357618]","[4.082348796393146, 4.082348796393146, 4.082348796393146]","[2.954475431406342, 3.0742885435819742, 3.468588947635012]","[2.313713716411899, 2.4035735505436233, 2.6992988535834015]","['Safe', 'Safe', 'Safe']"
