time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y
2024/07/31/12:39:21.545161,"(2000, 2001, 2002, 2003)","(-3.7721707820892334, 188.56591796875, -228.32852172851562, 209.195068359375)","(0.6502982974052429, 0.40844157338142395, 0.5051239132881165, 0.3365669846534729)","(211.9810333251953, -999.4705810546875, 114.81959533691406, -1001.0151977539062)","(198.3646697998047, -998.788330078125, 131.09930419921875, -998.9447631835938)"
2024/07/31/12:39:21.645532,"(2000, 2001, 2002, 2003)","(-3.8155648708343506, 189.09326171875, -228.91419982910156, 209.6199951171875)","(0.6492078900337219, 0.4082580506801605, 0.5048695206642151, 0.33642736077308655)","(212.0458526611328, -999.5108032226562, 114.77576446533203, -1001.0482177734375)","(198.3610382080078, -998.7815551757812, 131.12435913085938, -998.9510498046875)"
2024/07/31/12:39:21.745210,"(2000, 2001, 2002, 2003)","(-3.880025625228882, 189.62060546875, -229.49984741210938, 210.044677734375)","(0.6481292247772217, 0.4080756902694702, 0.5046194195747375, 0.33628901839256287)","(212.11056518554688, -999.5510864257812, 114.73220825195312, -1001.0812377929688)","(198.35745239257812, -998.775146484375, 131.14984130859375, -998.9575805664062)"
2024/07/31/12:39:21.845158,"(2000, 2001, 2002, 2003)","(-3.9639365673065186, 190.1424560546875, -230.07960510253906, 210.4652099609375)","(0.647071123123169, 0.4078962802886963, 0.5043759942054749, 0.3361533284187317)","(212.17453002929688, -999.591064453125, 114.68936157226562, -1001.1138305664062)","(198.3539581298828, -998.7691650390625, 131.1754913330078, -998.9642944335938)"
2024/07/31/12:39:21.945079,"(2000, 2001, 2002, 2003)","(-4.069932460784912, 190.6748046875, -230.67105102539062, 210.89404296875)","(0.6459997892379761, 0.40771448612213135, 0.5041318535804749, 0.33601614832878113)","(212.2396697998047, -999.6318359375, 114.64594268798828, -1001.1470336914062)","(198.3504180908203, -998.763427734375, 131.20208740234375, -998.9713745117188)"
2024/07/31/12:39:22.046305,"(2000, 2001, 2002, 2003)","(-4.192946434020996, 191.196533203125, -231.25076293945312, 211.314453125)","(0.6449558734893799, 0.4075375199317932, 0.5038965940475464, 0.3358829915523529)","(212.30343627929688, -999.6718139648438, 114.60366821289062, -1001.1795043945312)","(198.34695434570312, -998.7581176757812, 131.22857666015625, -998.978515625)"
2024/07/31/12:39:22.145334,"(2000, 2001, 2002, 2003)","(-4.336274147033691, 191.723388671875, -231.83628845214844, 211.7388916015625)","(0.6439059376716614, 0.4073600471019745, 0.5036630034446716, 0.33574971556663513)","(212.36773681640625, -999.7122802734375, 114.5612564086914, -1001.2122192382812)","(198.3434600830078, -998.753173828125, 131.2557373046875, -998.9859619140625)"
2024/07/31/12:39:22.246159,"(2000, 2001, 2002, 2003)","(-4.5000786781311035, 192.25537109375, -232.4276580810547, 212.167724609375)","(0.6428483128547668, 0.40718215703964233, 0.5034310817718506, 0.33561640977859497)","(212.43255615234375, -999.7531127929688, 114.51872253417969, -1001.2452392578125)","(198.33990478515625, -998.7484741210938, 131.28359985351562, -998.9937133789062)"
2024/07/31/12:39:22.345253,"(2000, 2001, 2002, 2003)","(-4.680557727813721, 192.781982421875, -233.0131378173828, 212.592041015625)","(0.6418020725250244, 0.4070073664188385, 0.5032053589820862, 0.33548569679260254)","(212.49664306640625, -999.7935791015625, 114.4769058227539, -1001.27783203125)","(198.33636474609375, -998.7442626953125, 131.3115997314453, -999.0016479492188)"
2024/07/31/12:39:22.446183,"(2000, 2001, 2002, 2003)","(-4.853589057922363, 193.313720703125, -233.6044464111328, 213.0206298828125)","(0.6418886780738831, 0.4068322479724884, 0.5029813051223755, 0.3353549540042877)","(212.5613555908203, -999.83447265625, 114.43498992919922, -1001.3106689453125)","(198.33258056640625, -998.7402954101562, 131.3402862548828, -999.0098876953125)"
2024/07/31/12:39:22.544741,"(2000, 2001, 2002, 2003)","(-5.014237880706787, 193.8348388671875, -234.1840362548828, 213.4407958984375)","(0.6419686675071716, 0.4066619873046875, 0.5027654767036438, 0.3352280259132385)","(212.6248016357422, -999.8745727539062, 114.39419555664062, -1001.3427734375)","(198.32872009277344, -998.73681640625, 131.3688201904297, -999.0182495117188)"
2024/07/31/12:39:22.645147,"(2000, 2001, 2002, 2003)","(-5.167245864868164, 194.361083984375, -234.76943969726562, 213.864990234375)","(0.64204341173172, 0.4064914286136627, 0.5025510787963867, 0.33510106801986694)","(212.68887329101562, -999.9151000976562, 114.35330963134766, -1001.3751831054688)","(198.3246307373047, -998.733642578125, 131.3980255126953, -999.02685546875)"
2024/07/31/12:39:22.745380,"(2000, 2001, 2002, 2003)","(-5.309634685516357, 194.882080078125, -235.34896850585938, 214.284912109375)","(0.6421135663986206, 0.40632402896881104, 0.5023425221443176, 0.3349766135215759)","(212.75230407714844, -999.9552612304688, 114.3131332397461, -1001.4071655273438)","(198.32041931152344, -998.7308959960938, 131.42733764648438, -999.0355834960938)"
2024/07/31/12:39:22.845580,"(2000, 2001, 2002, 2003)","(-5.44537878036499, 195.413330078125, -235.940185546875, 214.71337890625)","(0.6421802043914795, 0.40615469217300415, 0.502133309841156, 0.33485087752342224)","(212.8170166015625, -999.9962158203125, 114.27247619628906, -1001.439697265625)","(198.3159637451172, -998.7283935546875, 131.45765686035156, -999.0447998046875)"
2024/07/31/12:39:22.945178,"(2000, 2001, 2002, 2003)","(-5.569122791290283, 195.93408203125, -236.51968383789062, 215.1331787109375)","(0.6422380805015564, 0.40599021315574646, 0.5019317269325256, 0.334728866815567)","(212.88043212890625, -1000.0363159179688, 114.2329330444336, -1001.4715576171875)","(198.3114471435547, -998.726318359375, 131.4877471923828, -999.0540161132812)"
2024/07/31/12:39:23.045517,"(2000, 2001, 2002, 2003)","(-5.685394763946533, 196.470458984375, -237.11669921875, 215.5657958984375)","(0.642258882522583, 0.4058222770690918, 0.5017276406288147, 0.3346043825149536)","(212.94577026367188, -1000.0776977539062, 114.19253540039062, -1001.5042724609375)","(198.30661010742188, -998.724609375, 131.5191650390625, -999.063720703125)"
2024/07/31/12:39:23.145086,"(2000, 2001, 2002, 2003)","(-5.786749839782715, 196.9857177734375, -237.6903076171875, 215.9813232421875)","(0.6422742009162903, 0.4056624472141266, 0.5015348792076111, 0.3344860076904297)","(213.00852966308594, -1000.117431640625, 114.15403747558594, -1001.5355834960938)","(198.3018341064453, -998.7232666015625, 131.5497283935547, -999.0733032226562)"
2024/07/31/12:39:23.245948,"(2000, 2001, 2002, 2003)","(-5.8799896240234375, 197.5113525390625, -238.27557373046875, 216.4052734375)","(0.6423034071922302, 0.4055008292198181, 0.5013415217399597, 0.33436644077301025)","(213.0725555419922, -1000.157958984375, 114.11508178710938, -1001.5675048828125)","(198.29681396484375, -998.7222290039062, 131.58128356933594, -999.0833129882812)"
2024/07/31/12:39:23.345215,"(2000, 2001, 2002, 2003)","(-5.964362621307373, 198.042236328125, -238.86669921875, 216.8333740234375)","(0.6423459649085999, 0.40533918142318726, 0.501149594783783, 0.33424684405326843)","(213.13722229003906, -1000.1989135742188, 114.07608795166016, -1001.5996704101562)","(198.29161071777344, -998.7216186523438, 131.61355590820312, -999.0936279296875)"
2024/07/31/12:39:23.445107,"(2000, 2001, 2002, 2003)","(-6.038846969604492, 198.5677490234375, -239.45193481445312, 217.25732421875)","(0.642400324344635, 0.4051806926727295, 0.5009628534317017, 0.3341296911239624)","(213.2012481689453, -1000.2394409179688, 114.03781127929688, -1001.6314086914062)","(198.2863311767578, -998.7213134765625, 131.6458740234375, -999.1040649414062)"
2024/07/31/12:39:23.545184,"(2000, 2001, 2002, 2003)","(-6.104798316955566, 199.0931396484375, -240.0371551513672, 217.68115234375)","(0.6424660086631775, 0.4050237536430359, 0.5007792711257935, 0.3340137004852295)","(213.26527404785156, -1000.2799072265625, 113.99988555908203, -1001.6630249023438)","(198.28094482421875, -998.721435546875, 131.67857360839844, -999.11474609375)"
2024/07/31/12:39:23.645031,"(2000, 2001, 2002, 2003)","(-6.162714958190918, 199.618408203125, -240.6223602294922, 218.1048583984375)","(0.6425424814224243, 0.40486839413642883, 0.5005988478660583, 0.3338989019393921)","(213.32928466796875, -1000.3204345703125, 113.9623031616211, -1001.694580078125)","(198.27545166015625, -998.7218627929688, 131.71163940429688, -999.1256713867188)"
2024/07/31/12:39:23.744783,"(2000, 2001, 2002, 2003)","(-6.212526321411133, 200.138427734375, -241.20169067382812, 218.5244140625)","(0.6426252722740173, 0.4047161340713501, 0.5004233121871948, 0.3337864279747009)","(213.39266967773438, -1000.3604736328125, 113.9254379272461, -1001.7257690429688)","(198.2698974609375, -998.72265625, 131.74473571777344, -999.1366577148438)"
2024/07/31/12:39:23.844924,"(2000, 2001, 2002, 2003)","(-6.256130218505859, 200.6688232421875, -241.79270935058594, 218.952392578125)","(0.6427231431007385, 0.404562383890152, 0.5002472400665283, 0.3336728811264038)","(213.4573211669922, -1000.4013061523438, 113.88819122314453, -1001.7574462890625)","(198.26414489746094, -998.723876953125, 131.7788848876953, -999.1481323242188)"
2024/07/31/12:39:23.945373,"(2000, 2001, 2002, 2003)","(-6.292290687561035, 201.1885986328125, -242.37200927734375, 219.371826171875)","(0.6428261399269104, 0.40441325306892395, 0.5000776648521423, 0.3335627019405365)","(213.5207061767578, -1000.4413452148438, 113.85203552246094, -1001.7883911132812)","(198.2584228515625, -998.7254028320312, 131.8126983642578, -999.1596069335938)"
2024/07/31/12:39:24.045394,"(2000, 2001, 2002, 2003)","(-6.321505069732666, 201.7188720703125, -242.96299743652344, 219.7996826171875)","(0.6429092288017273, 0.4042627215385437, 0.49990758299827576, 0.3334514796733856)","(213.5853729248047, -1000.4821166992188, 113.81551361083984, -1001.8199462890625)","(198.25250244140625, -998.727294921875, 131.84756469726562, -999.1715087890625)"
2024/07/31/12:39:24.144815,"(2000, 2001, 2002, 2003)","(-6.34333610534668, 202.2437744140625, -243.54811096191406, 220.2232666015625)","(0.6430010795593262, 0.4041152596473694, 0.4997420907020569, 0.3333425223827362)","(213.64939880371094, -1000.5224609375, 113.77971649169922, -1001.8510131835938)","(198.24656677246094, -998.7295532226562, 131.88243103027344, -999.1835327148438)"
2024/07/31/12:39:24.245570,"(2000, 2001, 2002, 2003)","(-6.358468532562256, 202.7686767578125, -244.1332244873047, 220.646728515625)","(0.6431014537811279, 0.4039693772792816, 0.49957945942878723, 0.3332347273826599)","(213.7134246826172, -1000.562744140625, 113.7442855834961, -1001.8820190429688)","(198.2405548095703, -998.732177734375, 131.9176483154297, -999.19580078125)"
2024/07/31/12:39:24.344821,"(2000, 2001, 2002, 2003)","(-6.367240905761719, 203.2882080078125, -244.71246337890625, 221.0660400390625)","(0.643208384513855, 0.4038265347480774, 0.49942123889923096, 0.3331291079521179)","(213.7768096923828, -1000.6026611328125, 113.7095718383789, -1001.91259765625)","(198.23452758789062, -998.735107421875, 131.95285034179688, -999.2081298828125)"
2024/07/31/12:39:24.445695,"(2000, 2001, 2002, 2003)","(-6.370100498199463, 203.8128662109375, -245.2975311279297, 221.489501953125)","(0.6433232426643372, 0.4036838114261627, 0.499264121055603, 0.3330235481262207)","(213.84085083007812, -1000.6428833007812, 113.67488098144531, -1001.943359375)","(198.2283935546875, -998.7384643554688, 131.98876953125, -999.2208251953125)"
2024/07/31/12:39:24.545450,"(2000, 2001, 2002, 2003)","(-6.367181777954102, 204.3427734375, -245.88844299316406, 221.917236328125)","(0.6434454321861267, 0.4035412669181824, 0.4991081655025482, 0.33291807770729065)","(213.90554809570312, -1000.6834716796875, 113.64022827148438, -1001.974365234375)","(198.22215270996094, -998.7421875, 132.02537536621094, -999.2338256835938)"
2024/07/31/12:39:24.645369,"(2000, 2001, 2002, 2003)","(-6.358882904052734, 204.8673095703125, -246.47348022460938, 222.3406982421875)","(0.6435717940330505, 0.4034017324447632, 0.49895644187927246, 0.3328147530555725)","(213.9696044921875, -1000.7235717773438, 113.60629272460938, -1002.0049438476562)","(198.21591186523438, -998.7462158203125, 132.06195068359375, -999.2469482421875)"
2024/07/31/12:39:24.745151,"(2000, 2001, 2002, 2003)","(-6.345618724822998, 205.3865966796875, -247.0526580810547, 222.759765625)","(0.6437016129493713, 0.4032651484012604, 0.4988088011741638, 0.3327135741710663)","(214.03302001953125, -1000.7632446289062, 113.57307434082031, -1002.03515625)","(198.20970153808594, -998.7506103515625, 132.09849548339844, -999.2601318359375)"
2024/07/31/12:39:24.845185,"(2000, 2001, 2002, 2003)","(-6.327070713043213, 205.916259765625, -247.64352416992188, 223.1873779296875)","(0.6438382863998413, 0.40312740206718445, 0.49866074323654175, 0.33261144161224365)","(214.0977325439453, -1000.8037109375, 113.53958129882812, -1002.0657958984375)","(198.2033233642578, -998.7554321289062, 132.1361083984375, -999.2738647460938)"
2024/07/31/12:39:24.946323,"(2000, 2001, 2002, 2003)","(-6.304318428039551, 206.4354248046875, -248.22268676757812, 223.6064453125)","(0.643976628780365, 0.40299391746520996, 0.498518168926239, 0.33251240849494934)","(214.1611785888672, -1000.84326171875, 113.50713348388672, -1002.0957641601562)","(198.19705200195312, -998.760498046875, 132.1732940673828, -999.2874755859375)"
2024/07/31/12:39:25.044940,"(2000, 2001, 2002, 2003)","(-6.276922702789307, 206.959716796875, -248.80767822265625, 224.02978515625)","(0.6441205739974976, 0.4028606414794922, 0.49837660789489746, 0.3324134647846222)","(214.22528076171875, -1000.8831787109375, 113.47474670410156, -1002.1259155273438)","(198.19068908691406, -998.7659912109375, 132.211181640625, -999.3014526367188)"
2024/07/31/12:39:25.145203,"(2000, 2001, 2002, 2003)","(-6.244970321655273, 207.4892578125, -249.39849853515625, 224.457275390625)","(0.6442691683769226, 0.4027276337146759, 0.4982360601425171, 0.3323146104812622)","(214.29002380371094, -1000.9234008789062, 113.44244384765625, -1002.1563110351562)","(198.18423461914062, -998.7719116210938, 132.249755859375, -999.3157958984375)"
2024/07/31/12:39:25.245303,"(2000, 2001, 2002, 2003)","(-6.2097649574279785, 208.0081787109375, -249.9776153564453, 224.876220703125)","(0.6444181203842163, 0.4025987982749939, 0.49810072779655457, 0.3322187662124634)","(214.35350036621094, -1000.9628295898438, 113.41117095947266, -1002.1859130859375)","(198.17788696289062, -998.7780151367188, 132.2878875732422, -999.330078125)"
2024/07/31/12:39:25.345200,"(2000, 2001, 2002, 2003)","(-6.170007705688477, 208.53759765625, -250.56842041015625, 225.3037109375)","(0.6445727348327637, 0.40246888995170593, 0.497965008020401, 0.3321220576763153)","(214.4182891845703, -1001.0029296875, 113.37966918945312, -1002.2160034179688)","(198.17140197753906, -998.78466796875, 132.32708740234375, -999.3448486328125)"
2024/07/31/12:39:25.445186,"(2000, 2001, 2002, 2003)","(-6.127065658569336, 209.061767578125, -251.15335083007812, 225.726806640625)","(0.6447281241416931, 0.4023418128490448, 0.4978329837322235, 0.3320273756980896)","(214.48243713378906, -1001.0425415039062, 113.34888458251953, -1002.2457275390625)","(198.16497802734375, -998.7915649414062, 132.36622619628906, -999.3596801757812)"
2024/07/31/12:39:25.545959,"(2000, 2001, 2002, 2003)","(-6.080710411071777, 209.5858154296875, -251.73828125, 226.1500244140625)","(0.644885241985321, 0.4022162854671478, 0.4977032244205475, 0.3319337069988251)","(214.54660034179688, -1001.0820922851562, 113.31851196289062, -1002.2753295898438)","(198.15855407714844, -998.798828125, 132.4056396484375, -999.374755859375)"
2024/07/31/12:39:25.645419,"(2000, 2001, 2002, 2003)","(-6.031626224517822, 210.1044921875, -252.31735229492188, 226.56884765625)","(0.645042359828949, 0.4020935297012329, 0.4975769817829132, 0.33184200525283813)","(214.61013793945312, -1001.1212158203125, 113.2888412475586, -1002.3045043945312)","(198.15219116210938, -998.8063354492188, 132.44496154785156, -999.389892578125)"
2024/07/31/12:39:25.745179,"(2000, 2001, 2002, 2003)","(-5.978928089141846, 210.6336669921875, -252.90811157226562, 226.9962158203125)","(0.6452022790908813, 0.4019697904586792, 0.4974503815174103, 0.33174946904182434)","(214.67434692382812, -1001.1610107421875, 113.25898742675781, -1002.3341064453125)","(198.145751953125, -998.8143920898438, 132.48538208007812, -999.405517578125)"
2024/07/31/12:39:25.845167,"(2000, 2001, 2002, 2003)","(-5.92324161529541, 211.15234375, -253.48715209960938, 227.4150390625)","(0.6453630924224854, 0.40184998512268066, 0.4973284602165222, 0.33165979385375977)","(214.73855590820312, -1001.1998901367188, 113.23014068603516, -1002.363037109375)","(198.13934326171875, -998.8226318359375, 132.52528381347656, -999.4210205078125)"
2024/07/31/12:39:25.945627,"(2000, 2001, 2002, 2003)","(-5.864711284637451, 211.67626953125, -254.07203674316406, 227.838134765625)","(0.6455250382423401, 0.401730477809906, 0.4972074329853058, 0.33157017827033997)","(214.80279541015625, -1001.2391357421875, 113.20140838623047, -1002.3921508789062)","(198.1329345703125, -998.831298828125, 132.56585693359375, -999.4368896484375)"
2024/07/31/12:39:26.045450,"(2000, 2001, 2002, 2003)","(-5.8027753829956055, 212.205322265625, -254.6627655029297, 228.265380859375)","(0.6456885933876038, 0.4016112685203552, 0.497087299823761, 0.3314807116985321)","(214.86769104003906, -1001.2786865234375, 113.1728286743164, -1002.4214477539062)","(198.12646484375, -998.8404541015625, 132.6071319580078, -999.4531860351562)"
2024/07/31/12:39:26.145718,"(2000, 2001, 2002, 2003)","(-5.738787651062012, 212.7291259765625, -255.2476348876953, 228.6883544921875)","(0.6458507776260376, 0.40149474143981934, 0.49697041511535645, 0.3313930928707123)","(214.9319610595703, -1001.3176879882812, 113.14495086669922, -1002.4502563476562)","(198.12010192871094, -998.8497924804688, 132.6482696533203, -999.469482421875)"
2024/07/31/12:39:26.246088,"(2000, 2001, 2002, 2003)","(-5.672222137451172, 213.2528076171875, -255.83248901367188, 229.111328125)","(0.6460129022598267, 0.40137967467308044, 0.49685555696487427, 0.33130648732185364)","(214.99624633789062, -1001.3566284179688, 113.11749267578125, -1002.47900390625)","(198.11373901367188, -998.8595581054688, 132.68968200683594, -999.4859619140625)"
2024/07/31/12:39:26.345045,"(2000, 2001, 2002, 2003)","(-5.603159427642822, 213.7764892578125, -256.4173278808594, 229.5341796875)","(0.6461749076843262, 0.40126603841781616, 0.49674269556999207, 0.3312208354473114)","(215.060546875, -1001.3955078125, 113.09046936035156, -1002.507568359375)","(198.10740661621094, -998.86962890625, 132.7313690185547, -999.502685546875)"
2024/07/31/12:39:26.446477,"(2000, 2001, 2002, 2003)","(-5.531672477722168, 214.3001708984375, -257.0021667480469, 229.9571533203125)","(0.6463364958763123, 0.4011538624763489, 0.49663177132606506, 0.33113613724708557)","(215.1248779296875, -1001.4342041015625, 113.06388092041016, -1002.5360717773438)","(198.10110473632812, -998.8800048828125, 132.7733154296875, -999.5195922851562)"
2024/07/31/12:39:26.545537,"(2000, 2001, 2002, 2003)","(-5.457828044891357, 214.82373046875, -257.5870056152344, 230.3800048828125)","(0.6464976072311401, 0.4010431170463562, 0.49652278423309326, 0.33105239272117615)","(215.18922424316406, -1001.4728393554688, 113.0377197265625, -1002.5643920898438)","(198.09481811523438, -998.8908081054688, 132.8155059814453, -999.5367431640625)"
2024/07/31/12:39:26.645301,"(2000, 2001, 2002, 2003)","(-5.381687164306641, 215.347412109375, -258.17181396484375, 230.802978515625)","(0.6466580033302307, 0.40093380212783813, 0.4964156746864319, 0.3309696316719055)","(215.2535858154297, -1001.5114135742188, 113.01199340820312, -1002.5925903320312)","(198.0885772705078, -998.9019165039062, 132.85797119140625, -999.5540771484375)"
2024/07/31/12:39:26.745259,"(2000, 2001, 2002, 2003)","(-5.303304195404053, 215.870849609375, -258.7566223144531, 231.22998046875)","(0.6468176245689392, 0.4008258879184723, 0.49631044268608093, 0.33088696002960205)","(215.31796264648438, -1001.5498046875, 112.98670959472656, -1002.6209106445312)","(198.08236694335938, -998.913330078125, 132.9006805419922, -999.57177734375)"
2024/07/31/12:39:26.845271,"(2000, 2001, 2002, 2003)","(-5.2227864265441895, 216.399658203125, -259.3472900390625, 231.65283203125)","(0.6469770669937134, 0.4007183015346527, 0.49620598554611206, 0.33080604672431946)","(215.3823699951172, -1001.5885009765625, 112.96161651611328, -1002.6488647460938)","(198.07620239257812, -998.92529296875, 132.94406127929688, -999.5894775390625)"
2024/07/31/12:39:26.946101,"(2000, 2001, 2002, 2003)","(-5.141027927398682, 216.91259765625, -259.9203796386719, 232.0714111328125)","(0.6471338272094727, 0.40061527490615845, 0.4961063861846924, 0.33072683215141296)","(215.44615173339844, -1001.6259155273438, 112.93769836425781, -1002.6763916015625)","(198.07012939453125, -998.9371337890625, 132.98638916015625, -999.6072387695312)"
2024/07/31/12:39:27.045415,"(2000, 2001, 2002, 2003)","(-5.055469989776611, 217.4412841796875, -260.5110168457031, 232.4942626953125)","(0.6472920179367065, 0.4005104899406433, 0.49600550532341003, 0.3306477665901184)","(215.51123046875, -1001.664306640625, 112.91349792480469, -1002.7040405273438)","(198.06398010253906, -998.9497680664062, 133.03025817871094, -999.6253662109375)"
2024/07/31/12:39:27.145271,"(2000, 2001, 2002, 2003)","(-4.968692302703857, 217.9647216796875, -261.0957946777344, 232.9169921875)","(0.6474472880363464, 0.4004080891609192, 0.49590736627578735, 0.3305695652961731)","(215.57569885253906, -1001.7022705078125, 112.88998413085938, -1002.7315673828125)","(198.0579376220703, -998.9625854492188, 133.07391357421875, -999.6436767578125)"
2024/07/31/12:39:27.246385,"(2000, 2001, 2002, 2003)","(-4.880791664123535, 218.48291015625, -261.6747131347656, 233.3355712890625)","(0.6475997567176819, 0.4003080725669861, 0.4958118796348572, 0.3304930627346039)","(215.63954162597656, -1001.7396850585938, 112.86714935302734, -1002.7586669921875)","(198.052001953125, -998.9755859375, 133.11737060546875, -999.6619873046875)"
2024/07/31/12:39:27.345021,"(2000, 2001, 2002, 2003)","(-4.789146423339844, 219.011474609375, -262.26531982421875, 233.7625732421875)","(0.6477545499801636, 0.4002073407173157, 0.4957161545753479, 0.33041587471961975)","(215.70468139648438, -1001.7777099609375, 112.84431457519531, -1002.7861938476562)","(198.04600524902344, -998.9892578125, 133.16192626953125, -999.680908203125)"
2024/07/31/12:39:27.445114,"(2000, 2001, 2002, 2003)","(-4.698785305023193, 219.529541015625, -262.84423828125, 234.1810302734375)","(0.6479166150093079, 0.4001099467277527, 0.49562397599220276, 0.330341100692749)","(215.7685546875, -1001.8148803710938, 112.82238006591797, -1002.81298828125)","(198.04017639160156, -999.0029296875, 133.205810546875, -999.6996459960938)"
2024/07/31/12:39:27.546341,"(2000, 2001, 2002, 2003)","(-4.606098175048828, 220.05810546875, -263.4348449707031, 234.60791015625)","(0.6480808258056641, 0.40001189708709717, 0.49553152918815613, 0.33026570081710815)","(215.83375549316406, -1001.8526611328125, 112.80046081542969, -1002.8402099609375)","(198.0343017578125, -999.0172729492188, 133.2508087158203, -999.7189331054688)"
2024/07/31/12:39:27.645585,"(2000, 2001, 2002, 2003)","(-4.51466703414917, 220.5760498046875, -264.01373291015625, 235.0263671875)","(0.6482396125793457, 0.3999170958995819, 0.4954425096511841, 0.3301926255226135)","(215.89767456054688, -1001.8895874023438, 112.77942657470703, -1002.8667602539062)","(198.02859497070312, -999.0316162109375, 133.2951202392578, -999.7379760742188)"
2024/07/31/12:39:27.745172,"(2000, 2001, 2002, 2003)","(-4.421699523925781, 221.1044921875, -264.60430908203125, 235.4532470703125)","(0.6483983397483826, 0.3998216688632965, 0.49535325169563293, 0.33011895418167114)","(215.96226501464844, -1001.9270629882812, 112.75843811035156, -1002.8936767578125)","(198.0229034423828, -999.0465698242188, 133.3405303955078, -999.7576904296875)"
2024/07/31/12:39:27.844994,"(2000, 2001, 2002, 2003)","(-4.327159404754639, 221.627685546875, -265.18902587890625, 235.8759765625)","(0.6485569477081299, 0.3997284471988678, 0.4952664375305176, 0.3300468623638153)","(216.02752685546875, -1001.9640502929688, 112.73811340332031, -1002.920166015625)","(198.0172119140625, -999.061767578125, 133.3856964111328, -999.77734375)"
2024/07/31/12:39:27.945948,"(2000, 2001, 2002, 2003)","(-4.233855247497559, 222.1456298828125, -265.7679138183594, 236.29443359375)","(0.6487106680870056, 0.3996374309062958, 0.49518197774887085, 0.32997629046440125)","(216.0915069580078, -1002.0005493164062, 112.71845245361328, -1002.9462280273438)","(198.01170349121094, -999.0770874023438, 133.43060302734375, -999.7969970703125)"
2024/07/31/12:39:28.045246,"(2000, 2001, 2002, 2003)","(-4.138942718505859, 222.6688232421875, -266.3526306152344, 236.717041015625)","(0.6488641500473022, 0.39954671263694763, 0.4950981140136719, 0.3299058675765991)","(216.15615844726562, -1002.0372314453125, 112.69905853271484, -1002.9724731445312)","(198.00621032714844, -999.0929565429688, 133.4761505126953, -999.8170776367188)"
2024/07/31/12:39:28.145630,"(2000, 2001, 2002, 2003)","(-4.042386054992676, 223.1971435546875, -266.94317626953125, 237.143798828125)","(0.6490174531936646, 0.39945635199546814, 0.49501490592956543, 0.32983553409576416)","(216.2214813232422, -1002.0740966796875, 112.67994689941406, -1002.998779296875)","(198.000732421875, -999.1092529296875, 133.52235412597656, -999.8374633789062)"
2024/07/31/12:39:28.245448,"(2000, 2001, 2002, 2003)","(-3.946051836013794, 223.7203369140625, -267.52789306640625, 237.56640625)","(0.6491671800613403, 0.39936813712120056, 0.49493396282196045, 0.32976675033569336)","(216.2861785888672, -1002.1104736328125, 112.66149139404297, -1003.024658203125)","(197.995361328125, -999.125732421875, 133.5682830810547, -999.85791015625)"
2024/07/31/12:39:28.344905,"(2000, 2001, 2002, 2003)","(-3.848937749862671, 224.243408203125, -268.1125793457031, 237.989013671875)","(0.6493148803710938, 0.3992811143398285, 0.4948544204235077, 0.32969874143600464)","(216.35089111328125, -1002.146728515625, 112.64350891113281, -1003.0504150390625)","(197.99008178710938, -999.1425170898438, 133.6143798828125, -999.8785400390625)"
2024/07/31/12:39:28.445413,"(2000, 2001, 2002, 2003)","(-3.752073287963867, 224.7664794921875, -268.697265625, 238.4114990234375)","(0.6494595408439636, 0.39919528365135193, 0.49477624893188477, 0.3296315371990204)","(216.41497802734375, -1002.1828002929688, 112.62599182128906, -1003.0759887695312)","(197.9849090576172, -999.15966796875, 133.66065979003906, -999.8992919921875)"
2024/07/31/12:39:28.545559,"(2000, 2001, 2002, 2003)","(-3.653364658355713, 225.2843017578125, -269.276123046875, 238.829833984375)","(0.6496032476425171, 0.39911147952079773, 0.49470022320747375, 0.32956579327583313)","(216.479736328125, -1002.2183227539062, 112.60912322998047, -1003.1011352539062)","(197.97976684570312, -999.1769409179688, 133.70663452148438, -999.9200439453125)"
2024/07/31/12:39:28.645423,"(2000, 2001, 2002, 2003)","(-3.5527493953704834, 225.8125, -269.86663818359375, 239.256591796875)","(0.649746298789978, 0.39902716875076294, 0.4946240186691284, 0.3294995129108429)","(216.545166015625, -1002.25439453125, 112.59239959716797, -1003.1266479492188)","(197.97463989257812, -999.1948852539062, 133.7537078857422, -999.94140625)"
2024/07/31/12:39:28.745264,"(2000, 2001, 2002, 2003)","(-3.4521923065185547, 226.33544921875, -270.4512939453125, 239.67919921875)","(0.6498858332633972, 0.3989448845386505, 0.49454987049102783, 0.3294346332550049)","(216.60995483398438, -1002.2899780273438, 112.5763168334961, -1003.1517333984375)","(197.9696502685547, -999.2130126953125, 133.80047607421875, -999.9627685546875)"
2024/07/31/12:39:28.845564,"(2000, 2001, 2002, 2003)","(-3.350667715072632, 226.8583984375, -271.0359802246094, 240.1016845703125)","(0.6500232815742493, 0.39886370301246643, 0.4944770038127899, 0.32937052845954895)","(216.67477416992188, -1002.3253173828125, 112.56070709228516, -1003.1766967773438)","(197.96473693847656, -999.2313842773438, 133.84739685058594, -999.9842529296875)"
