time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.DCPA,.TCPA,.UDCPA,.UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/08/09/16:03:48.935767,491,0,0,,"(135.67041015625,)","(-111.58259582519531,)","(0.0,)","(0.0,)","(0.0,)","(0.10215805470943451,)","(0.5039307475090027,)","(0.023000000044703484,)","(5.70505952835083,)","(4.029666900634766,)","(2.584200382232666,)","(2.0360074043273926,)",['Safe']
2024/08/09/16:03:49.032124,492,0,0,,"(136.61447143554688,)","(-112.33325958251953,)","(0.0,)","(0.0,)","(0.0,)","(0.10238385945558548,)","(0.5037266612052917,)","(0.023000000044703484,)","(5.706697463989258,)","(4.030023574829102,)","(2.5856752395629883,)","(2.0371134281158447,)",['Safe']
2024/08/09/16:03:49.134738,493,0,0,,"(137.5566864013672,)","(-113.09828186035156,)","(0.0,)","(0.0,)","(0.0,)","(0.1026792824268341,)","(0.5038074254989624,)","(0.024000000208616257,)","(5.706538677215576,)","(4.030128002166748,)","(2.5855519771575928,)","(2.0370211601257324,)",['Safe']
2024/08/09/16:03:49.234249,494,0,0,,"(138.499267578125,)","(-113.9114990234375,)","(0.0,)","(0.0,)","(0.0,)","(0.1029939204454422,)","(0.5038836002349854,)","(0.024000000208616257,)","(5.705935001373291,)","(4.029998302459717,)","(2.5850086212158203,)","(2.036613702774048,)",['Safe']
2024/08/09/16:03:49.331938,495,0,0,,"(139.44058227539062,)","(-114.75477600097656,)","(0.0,)","(0.0,)","(0.0,)","(0.10326766967773438,)","(0.5039559006690979,)","(0.024000000208616257,)","(5.704911708831787,)","(4.029649257659912,)","(2.5840697288513184,)","(2.035909414291382,)",['Safe']
2024/08/09/16:03:49.434298,496,0,0,,"(140.3805389404297,)","(-115.53683471679688,)","(0.0,)","(0.0,)","(0.0,)","(0.10347053408622742,)","(0.5040248036384583,)","(0.024000000208616257,)","(5.7043867111206055,)","(4.029543399810791,)","(2.5835981369018555,)","(2.035555601119995,)",['Safe']
2024/08/09/16:03:49.532967,497,0,0,,"(141.32012939453125,)","(-116.26329040527344,)","(0.0,)","(0.0,)","(0.0,)","(0.10362321883440018,)","(0.5040898323059082,)","(0.024000000208616257,)","(5.704346656799316,)","(4.029672622680664,)","(2.5835814476013184,)","(2.035543203353882,)",['Safe']
2024/08/09/16:03:49.635401,498,0,0,,"(142.26417541503906,)","(-117.0024642944336,)","(0.0,)","(0.0,)","(0.0,)","(0.10379211604595184,)","(0.5038772225379944,)","(0.024000000208616257,)","(5.7060227394104,)","(4.030028820037842,)","(2.5850894451141357,)","(2.0366742610931396,)",['Safe']
2024/08/09/16:03:49.732606,499,0,0,,"(143.20921325683594,)","(-117.80257415771484,)","(0.0,)","(0.0,)","(0.0,)","(0.1040211021900177,)","(0.5036800503730774,)","(0.024000000208616257,)","(5.70712947845459,)","(4.0301337242126465,)","(2.586066246032715,)","(2.0374069213867188,)",['Safe']
2024/08/09/16:03:49.835361,500,0,0,,"(144.15150451660156,)","(-118.61022186279297,)","(0.0,)","(0.0,)","(0.0,)","(0.10429802536964417,)","(0.5037629008293152,)","(0.024000000208616257,)","(5.706494331359863,)","(4.030003547668457,)","(2.585495710372925,)","(2.0369789600372314,)",['Safe']
2024/08/09/16:03:49.933887,501,0,0,,"(145.09039306640625,)","(-119.41357421875,)","(0.0,)","(0.0,)","(0.0,)","(0.10458222031593323,)","(0.5041112303733826,)","(0.024000000208616257,)","(5.7042131423950195,)","(4.029654026031494,)","(2.583462715148926,)","(2.035454273223877,)",['Safe']
2024/08/09/16:03:50.031481,502,0,0,,"(146.0320281982422,)","(-120.21097564697266,)","(0.0,)","(0.0,)","(0.0,)","(0.10481911152601242,)","(0.5041720867156982,)","(0.024000000208616257,)","(5.703725814819336,)","(4.029548168182373,)","(2.583024024963379,)","(2.035125255584717,)",['Safe']
2024/08/09/16:03:50.132460,503,0,0,,"(146.97604370117188,)","(-120.99745178222656,)","(0.0,)","(0.0,)","(0.0,)","(0.10499434918165207,)","(0.5039597749710083,)","(0.024000000208616257,)","(5.704948902130127,)","(4.029677391052246,)","(2.584105968475342,)","(2.0359365940093994,)",['Safe']
2024/08/09/16:03:50.232646,504,0,0,,"(147.92001342773438,)","(-121.73316955566406,)","(0.0,)","(0.0,)","(0.0,)","(0.1051441952586174,)","(0.5037540197372437,)","(0.024000000208616257,)","(5.7065935134887695,)","(4.030033111572266,)","(2.5855863094329834,)","(2.0370469093322754,)",['Safe']
2024/08/09/16:03:50.335836,505,0,0,,"(148.86117553710938,)","(-122.47039794921875,)","(0.0,)","(0.0,)","(0.0,)","(0.10531396418809891,)","(0.5038326382637024,)","(0.024000000208616257,)","(5.7064433097839355,)","(4.03013801574707,)","(2.58547043800354,)","(2.0369598865509033,)",['Safe']
2024/08/09/16:03:50.432668,506,0,0,,"(149.80328369140625,)","(-123.26759338378906,)","(0.0,)","(0.0,)","(0.0,)","(0.10553185641765594,)","(0.5039073824882507,)","(0.024000000208616257,)","(5.705844402313232,)","(4.030007839202881,)","(2.5849311351776123,)","(2.036555528640747,)",['Safe']
2024/08/09/16:03:50.532061,507,0,0,,"(150.74571228027344,)","(-124.11993408203125,)","(0.0,)","(0.0,)","(0.0,)","(0.10578913986682892,)","(0.5039785504341125,)","(0.024000000208616257,)","(5.704824924468994,)","(4.029658317565918,)","(2.5839953422546387,)","(2.035853624343872,)",['Safe']
2024/08/09/16:03:50.635432,508,0,0,,"(151.68798828125,)","(-124.92440032958984,)","(0.0,)","(0.0,)","(0.0,)","(0.10603964328765869,)","(0.5040462017059326,)","(0.024000000208616257,)","(5.704306602478027,)","(4.029552459716797,)","(2.5835297107696533,)","(2.0355045795440674,)",['Safe']
2024/08/09/16:03:50.732697,509,0,0,,"(152.6298828125,)","(-125.67154693603516,)","(0.0,)","(0.0,)","(0.0,)","(0.10624620318412781,)","(0.5041101574897766,)","(0.024000000208616257,)","(5.7042717933654785,)","(4.029681205749512,)","(2.5835180282592773,)","(2.0354955196380615,)",['Safe']
2024/08/09/16:03:50.832462,510,0,0,,"(153.5749053955078,)","(-126.41403198242188,)","(0.0,)","(0.0,)","(0.0,)","(0.10640653967857361,)","(0.5038967728614807,)","(0.024000000208616257,)","(5.70595121383667,)","(4.030036926269531,)","(2.5850281715393066,)","(2.036628246307373,)",['Safe']
2024/08/09/16:03:50.934207,511,0,0,,"(154.5194549560547,)","(-127.19923400878906,)","(0.0,)","(0.0,)","(0.0,)","(0.10655000805854797,)","(0.5036982893943787,)","(0.024000000208616257,)","(5.707062721252441,)","(4.030141353607178,)","(2.5860095024108887,)","(2.0373642444610596,)",['Safe']
2024/08/09/16:03:51.036627,512,0,0,,"(155.46090698242188,)","(-127.9857177734375,)","(0.0,)","(0.0,)","(0.0,)","(0.10671968758106232,)","(0.5037797093391418,)","(0.024000000208616257,)","(5.706432819366455,)","(4.0300116539001465,)","(2.5854432582855225,)","(2.0369396209716797,)",['Safe']
2024/08/09/16:03:51.134343,513,0,0,,"(156.399658203125,)","(-128.77731323242188,)","(0.0,)","(0.0,)","(0.0,)","(0.10693037509918213,)","(0.5041270852088928,)","(0.024000000208616257,)","(5.7041544914245605,)","(4.029661655426025,)","(2.5834128856658936,)","(2.035416841506958,)",['Safe']
2024/08/09/16:03:51.235995,514,0,0,,"(157.34246826171875,)","(-129.5821533203125,)","(0.0,)","(0.0,)","(0.0,)","(0.10716219991445541,)","(0.5041871070861816,)","(0.024000000208616257,)","(5.703670024871826,)","(4.029555320739746,)","(2.582977056503296,)","(2.0350899696350098,)",['Safe']
2024/08/09/16:03:51.333305,515,0,0,,"(158.2886199951172,)","(-130.3909149169922,)","(0.0,)","(0.0,)","(0.0,)","(0.1073860451579094,)","(0.5039740204811096,)","(0.024000000208616257,)","(5.704898357391357,)","(4.029684543609619,)","(2.5840630531311035,)","(2.0359044075012207,)",['Safe']
2024/08/09/16:03:51.432566,516,0,0,,"(159.23443603515625,)","(-131.14247131347656,)","(0.0,)","(0.0,)","(0.0,)","(0.10757480561733246,)","(0.5037676692008972,)","(0.024000000208616257,)","(5.706545829772949,)","(4.030040264129639,)","(2.585545539855957,)","(2.0370163917541504,)",['Safe']
2024/08/09/16:03:51.533374,517,0,0,,"(160.1761932373047,)","(-131.8777618408203,)","(0.0,)","(0.0,)","(0.0,)","(0.1077214777469635,)","(0.503845751285553,)","(0.024000000208616257,)","(5.706397533416748,)","(4.030144214630127,)","(2.5854313373565674,)","(2.036930561065674,)",['Safe']
2024/08/09/16:03:51.633446,518,0,0,,"(161.11781311035156,)","(-132.6603240966797,)","(0.0,)","(0.0,)","(0.0,)","(0.10785975307226181,)","(0.5039194822311401,)","(0.024000000208616257,)","(5.705801486968994,)","(4.0300140380859375,)","(2.584894895553589,)","(2.0365283489227295,)",['Safe']
2024/08/09/16:03:51.734310,519,0,0,,"(162.0594482421875,)","(-133.49644470214844,)","(0.0,)","(0.0,)","(0.0,)","(0.10801999270915985,)","(0.5039896965026855,)","(0.024000000208616257,)","(5.704785346984863,)","(4.029664516448975,)","(2.5839619636535645,)","(2.0358285903930664,)",['Safe']
2024/08/09/16:03:51.835799,520,0,0,,"(163.00173950195312,)","(-134.2925262451172,)","(0.0,)","(0.0,)","(0.0,)","(0.10821282118558884,)","(0.5040567517280579,)","(0.024000000208616257,)","(5.704268932342529,)","(4.029558181762695,)","(2.5834977626800537,)","(2.035480499267578,)",['Safe']
2024/08/09/16:03:51.933661,521,0,0,,"(163.94488525390625,)","(-135.04696655273438,)","(0.0,)","(0.0,)","(0.0,)","(0.1084282398223877,)","(0.5041201710700989,)","(0.024000000208616257,)","(5.7042365074157715,)","(4.02968692779541,)","(2.5834877490997314,)","(2.035473108291626,)",['Safe']
2024/08/09/16:03:52.033106,522,0,0,,"(164.89187622070312,)","(-135.80776977539062,)","(0.0,)","(0.0,)","(0.0,)","(0.10863605886697769,)","(0.5039063096046448,)","(0.024000000208616257,)","(5.705918788909912,)","(4.0300421714782715,)","(2.58500075340271,)","(2.0366077423095703,)",['Safe']
2024/08/09/16:03:52.134576,523,0,0,,"(165.8379669189453,)","(-136.60958862304688,)","(0.0,)","(0.0,)","(0.0,)","(0.10881012678146362,)","(0.5037075281143188,)","(0.024000000208616257,)","(5.707031726837158,)","(4.030146598815918,)","(2.5859832763671875,)","(2.0373446941375732,)",['Safe']
2024/08/09/16:03:52.237957,524,0,0,,"(166.7797393798828,)","(-137.3944091796875,)","(0.0,)","(0.0,)","(0.0,)","(0.10894867032766342,)","(0.5037885308265686,)","(0.024000000208616257,)","(5.706402778625488,)","(4.0300164222717285,)","(2.5854179859161377,)","(2.0369205474853516,)",['Safe']
2024/08/09/16:03:52.330268,525,0,0,,"(167.7177734375,)","(-138.16819763183594,)","(0.0,)","(0.0,)","(0.0,)","(0.10907378792762756,)","(0.5041351914405823,)","(0.024000000208616257,)","(5.704126834869385,)","(4.029666423797607,)","(2.5833895206451416,)","(2.0353991985321045,)",['Safe']
2024/08/09/16:03:52.434136,526,0,0,,"(168.65992736816406,)","(-138.95562744140625,)","(0.0,)","(0.0,)","(0.0,)","(0.10922105610370636,)","(0.5041945576667786,)","(0.024000000208616257,)","(5.703644275665283,)","(4.029560089111328,)","(2.5829551219940186,)","(2.0350735187530518,)",['Safe']
2024/08/09/16:03:52.536941,527,0,0,,"(169.60633850097656,)","(-139.76092529296875,)","(0.0,)","(0.0,)","(0.0,)","(0.10940706729888916,)","(0.5039811134338379,)","(0.024000000208616257,)","(5.704873085021973,)","(4.029688835144043,)","(2.5840415954589844,)","(2.035888433456421,)",['Safe']
2024/08/09/16:03:52.635736,528,0,0,,"(170.5534210205078,)","(-140.52139282226562,)","(0.0,)","(0.0,)","(0.0,)","(0.1096116155385971,)","(0.5037745237350464,)","(0.024000000208616257,)","(5.706521987915039,)","(4.030044078826904,)","(2.5855255126953125,)","(2.037001132965088,)",['Safe']
2024/08/09/16:03:52.735254,529,0,0,,"(171.4969940185547,)","(-141.27479553222656,)","(0.0,)","(0.0,)","(0.0,)","(0.10980559885501862,)","(0.5038522481918335,)","(0.024000000208616257,)","(5.706375598907471,)","(4.030148029327393,)","(2.5854129791259766,)","(2.036916971206665,)",['Safe']
2024/08/09/16:03:52.837397,530,0,0,,"(172.4397735595703,)","(-142.0696258544922,)","(0.0,)","(0.0,)","(0.0,)","(0.1099608987569809,)","(0.5039258599281311,)","(0.024000000208616257,)","(5.705780506134033,)","(4.030017852783203,)","(2.5848772525787354,)","(2.0365149974823,)",['Safe']
2024/08/09/16:03:52.932544,531,0,0,,"(173.38143920898438,)","(-142.9032745361328,)","(0.0,)","(0.0,)","(0.0,)","(0.1100790798664093,)","(0.5039957761764526,)","(0.024000000208616257,)","(5.7047648429870605,)","(4.029667377471924,)","(2.58394455909729,)","(2.035815715789795,)",['Safe']
2024/08/09/16:03:53.034040,532,0,0,,"(174.32318115234375,)","(-143.68434143066406,)","(0.0,)","(0.0,)","(0.0,)","(0.11019992083311081,)","(0.504062294960022,)","(0.024000000208616257,)","(5.704249858856201,)","(4.0295610427856445,)","(2.583481788635254,)","(2.035468578338623,)",['Safe']
2024/08/09/16:03:53.137113,533,0,0,,"(175.26596069335938,)","(-144.4229278564453,)","(0.0,)","(0.0,)","(0.0,)","(0.11035110801458359,)","(0.5041252970695496,)","(0.024000000208616257,)","(5.704218864440918,)","(4.029689788818359,)","(2.583472728729248,)","(2.035461664199829,)",['Safe']
2024/08/09/16:03:53.234906,534,0,0,,"(176.21328735351562,)","(-145.17922973632812,)","(0.0,)","(0.0,)","(0.0,)","(0.11053120344877243,)","(0.5039111971855164,)","(0.024000000208616257,)","(5.705901622772217,)","(4.030045032501221,)","(2.5849859714508057,)","(2.0365967750549316,)",['Safe']
2024/08/09/16:03:53.336584,535,0,0,,"(177.16053771972656,)","(-145.9934539794922,)","(0.0,)","(0.0,)","(0.0,)","(0.11072199791669846,)","(0.5037122368812561,)","(0.024000000208616257,)","(5.707015514373779,)","(4.030149459838867,)","(2.5859696865081787,)","(2.0373342037200928,)",['Safe']
2024/08/09/16:03:53.435532,536,0,0,,"(178.10369873046875,)","(-146.79490661621094,)","(0.0,)","(0.0,)","(0.0,)","(0.1108924150466919,)","(0.5037930607795715,)","(0.024000000208616257,)","(5.706387996673584,)","(4.0300188064575195,)","(2.5854055881500244,)","(2.0369112491607666,)",['Safe']
2024/08/09/16:03:53.537179,537,0,0,,"(179.04263305664062,)","(-147.57717895507812,)","(0.0,)","(0.0,)","(0.0,)","(0.11102450639009476,)","(0.5041396021842957,)","(0.024000000208616257,)","(5.704112529754639,)","(4.029668807983398,)","(2.5833773612976074,)","(2.0353901386260986,)",['Safe']
2024/08/09/16:03:53.635531,538,0,0,,"(179.9848175048828,)","(-148.35943603515625,)","(0.0,)","(0.0,)","(0.0,)","(0.1111348569393158,)","(0.5041986703872681,)","(0.024000000208616257,)","(5.703630447387695,)","(4.029561996459961,)","(2.5829434394836426,)","(2.035064697265625,)",['Safe']
2024/08/09/16:03:53.737315,539,0,0,,"(180.9307098388672,)","(-149.15048217773438,)","(0.0,)","(0.0,)","(0.0,)","(0.11125431954860687,)","(0.5039848685264587,)","(0.024000000208616257,)","(5.704860687255859,)","(4.029691219329834,)","(2.584031343460083,)","(2.0358805656433105,)",['Safe']
2024/08/09/16:03:53.836849,540,0,0,,"(181.8775177001953,)","(-149.89732360839844,)","(0.0,)","(0.0,)","(0.0,)","(0.11140457540750504,)","(0.5037779211997986,)","(0.024000000208616257,)","(5.706510066986084,)","(4.030045986175537,)","(2.5855154991149902,)","(2.0369937419891357,)",['Safe']
2024/08/09/16:03:53.936407,541,0,0,,"(182.82144165039062,)","(-150.64984130859375,)","(0.0,)","(0.0,)","(0.0,)","(0.11158093810081482,)","(0.5038555860519409,)","(0.024000000208616257,)","(5.706364154815674,)","(4.030150413513184,)","(2.5854032039642334,)","(2.036909580230713,)",['Safe']
2024/08/09/16:03:54.036942,542,0,0,,"(183.76519775390625,)","(-151.45736694335938,)","(0.0,)","(0.0,)","(0.0,)","(0.11175205558538437,)","(0.5039290189743042,)","(0.024000000208616257,)","(5.705770492553711,)","(4.030019760131836,)","(2.5848684310913086,)","(2.036508560180664,)",['Safe']
2024/08/09/16:03:54.135515,543,0,0,,"(184.70802307128906,)","(-152.30902099609375,)","(0.0,)","(0.0,)","(0.0,)","(0.11189629137516022,)","(0.5039988160133362,)","(0.024000000208616257,)","(5.704755783081055,)","(4.029669761657715,)","(2.583936929702759,)","(2.0358097553253174,)",['Safe']
2024/08/09/16:03:54.237279,544,0,0,,"(185.65040588378906,)","(-153.09432983398438,)","(0.0,)","(0.0,)","(0.0,)","(0.11201369017362595,)","(0.504065215587616,)","(0.024000000208616257,)","(5.704240798950195,)","(4.029562950134277,)","(2.5834741592407227,)","(2.0354628562927246,)",['Safe']
2024/08/09/16:03:54.335769,545,0,0,,"(186.5930938720703,)","(-153.82138061523438,)","(0.0,)","(0.0,)","(0.0,)","(0.11212289333343506,)","(0.5041280388832092,)","(0.024000000208616257,)","(5.70421028137207,)","(4.029691696166992,)","(2.583465814590454,)","(2.035456657409668,)",['Safe']
2024/08/09/16:03:54.435751,546,0,0,,"(187.5400848388672,)","(-154.56320190429688,)","(0.0,)","(0.0,)","(0.0,)","(0.11224953830242157,)","(0.5039135813713074,)","(0.024000000208616257,)","(5.7058939933776855,)","(4.0300469398498535,)","(2.584979772567749,)","(2.0365920066833496,)",['Safe']
2024/08/09/16:03:54.534831,547,0,0,,"(188.48724365234375,)","(-155.37127685546875,)","(0.0,)","(0.0,)","(0.0,)","(0.1124001070857048,)","(0.5037144422531128,)","(0.024000000208616257,)","(5.707008361816406,)","(4.030150890350342,)","(2.585963487625122,)","(2.037329912185669,)",['Safe']
2024/08/09/16:03:54.635512,548,0,0,,"(189.43084716796875,)","(-156.17575073242188,)","(0.0,)","(0.0,)","(0.0,)","(0.11255890130996704,)","(0.5037951469421387,)","(0.024000000208616257,)","(5.706381320953369,)","(4.030020713806152,)","(2.585399866104126,)","(2.0369069576263428,)",['Safe']
2024/08/09/16:03:54.734675,549,0,0,,"(190.37075805664062,)","(-156.9698944091797,)","(0.0,)","(0.0,)","(0.0,)","(0.11270853132009506,)","(0.504141628742218,)","(0.024000000208616257,)","(5.70410680770874,)","(4.029670238494873,)","(2.5833725929260254,)","(2.035386562347412,)",['Safe']
2024/08/09/16:03:54.832968,550,0,0,,"(191.31396484375,)","(-157.76455688476562,)","(0.0,)","(0.0,)","(0.0,)","(0.11283962428569794,)","(0.5042006969451904,)","(0.024000000208616257,)","(5.703625202178955,)","(4.029563903808594,)","(2.5829391479492188,)","(2.0350615978240967,)",['Safe']
2024/08/09/16:03:54.933303,551,0,0,,"(192.2603302001953,)","(-158.55897521972656,)","(0.0,)","(0.0,)","(0.0,)","(0.11295290291309357,)","(0.5039867758750916,)","(0.024000000208616257,)","(5.704855918884277,)","(4.029692649841309,)","(2.584027051925659,)","(2.0358774662017822,)",['Safe']
2024/08/09/16:03:55.034049,552,0,0,,"(193.2069854736328,)","(-159.29470825195312,)","(0.0,)","(0.0,)","(0.0,)","(0.11306314170360565,)","(0.5037796497344971,)","(0.024000000208616257,)","(5.70650577545166,)","(4.03004789352417,)","(2.5855119228363037,)","(2.0369911193847656,)",['Safe']
2024/08/09/16:03:55.135574,553,0,0,,"(194.15052795410156,)","(-160.02978515625,)","(0.0,)","(0.0,)","(0.0,)","(0.11318226903676987,)","(0.5038570165634155,)","(0.024000000208616257,)","(5.706360340118408,)","(4.030151844024658,)","(2.585400104522705,)","(2.036907196044922,)",['Safe']
2024/08/09/16:03:55.232782,554,0,0,,"(195.09429931640625,)","(-160.8306427001953,)","(0.0,)","(0.0,)","(0.0,)","(0.1133173257112503,)","(0.5039302706718445,)","(0.024000000208616257,)","(5.705766677856445,)","(4.0300211906433105,)","(2.5848655700683594,)","(2.036506414413452,)",['Safe']
2024/08/09/16:03:55.334020,555,0,0,,"(196.037841796875,)","(-161.69287109375,)","(0.0,)","(0.0,)","(0.0,)","(0.11346539109945297,)","(0.5040000677108765,)","(0.024000000208616257,)","(5.704752445220947,)","(4.0296711921691895,)","(2.5839343070983887,)","(2.0358078479766846,)",['Safe']
2024/08/09/16:03:55.432807,556,0,0,,"(196.9812774658203,)","(-162.49365234375,)","(0.0,)","(0.0,)","(0.0,)","(0.11361080408096313,)","(0.504066526889801,)","(0.024000000208616257,)","(5.704237937927246,)","(4.029564380645752,)","(2.5834720134735107,)","(2.035461187362671,)",['Safe']
2024/08/09/16:03:55.531999,557,0,0,,"(197.92481994628906,)","(-163.2291717529297,)","(0.0,)","(0.0,)","(0.0,)","(0.11373777687549591,)","(0.5041292905807495,)","(0.024000000208616257,)","(5.704207897186279,)","(4.029693126678467,)","(2.583463668823242,)","(2.0354549884796143,)",['Safe']
2024/08/09/16:03:55.637550,558,0,0,,"(198.87188720703125,)","(-163.9655303955078,)","(0.0,)","(0.0,)","(0.0,)","(0.11384164541959763,)","(0.5039148330688477,)","(0.024000000208616257,)","(5.705891132354736,)","(4.030048370361328,)","(2.584977626800537,)","(2.036590337753296,)",['Safe']
2024/08/09/16:03:55.733596,559,0,0,,"(199.81854248046875,)","(-164.75990295410156,)","(0.0,)","(0.0,)","(0.0,)","(0.11393566429615021,)","(0.503715455532074,)","(0.024000000208616257,)","(5.707005977630615,)","(4.030152320861816,)","(2.5859618186950684,)","(2.0373284816741943,)",['Safe']
2024/08/09/16:03:55.835621,560,0,0,,"(200.76182556152344,)","(-165.55319213867188,)","(0.0,)","(0.0,)","(0.0,)","(0.11404572427272797,)","(0.5037960410118103,)","(0.024000000208616257,)","(5.706378936767578,)","(4.030021667480469,)","(2.5853981971740723,)","(2.0369057655334473,)",['Safe']
2024/08/09/16:03:55.934639,561,0,0,,"(201.70205688476562,)","(-166.3478240966797,)","(0.0,)","(0.0,)","(0.0,)","(0.11418074369430542,)","(0.5041424632072449,)","(0.024000000208616257,)","(5.704104423522949,)","(4.029671669006348,)","(2.5833706855773926,)","(2.0353851318359375,)",['Safe']
2024/08/09/16:03:56.033808,562,0,0,,"(202.64605712890625,)","(-167.152587890625,)","(0.0,)","(0.0,)","(0.0,)","(0.11432496458292007,)","(0.5042015314102173,)","(0.024000000208616257,)","(5.703623294830322,)","(4.02956485748291,)","(2.582937479019165,)","(2.035060167312622,)",['Safe']
2024/08/09/16:03:56.137019,563,0,0,,"(203.5933380126953,)","(-167.959716796875,)","(0.0,)","(0.0,)","(0.0,)","(0.11445936560630798,)","(0.5039876699447632,)","(0.024000000208616257,)","(5.7048540115356445,)","(4.029693603515625,)","(2.5840256214141846,)","(2.0358762741088867,)",['Safe']
2024/08/09/16:03:56.233591,564,0,0,,"(204.5404815673828,)","(-168.69775390625,)","(0.0,)","(0.0,)","(0.0,)","(0.11457068473100662,)","(0.5037806034088135,)","(0.024000000208616257,)","(5.706503868103027,)","(4.030048847198486,)","(2.58551025390625,)","(2.03698992729187,)",['Safe']
2024/08/09/16:03:56.333586,565,0,0,,"(205.48403930664062,)","(-169.42630004882812,)","(0.0,)","(0.0,)","(0.0,)","(0.11466550827026367,)","(0.5038578510284424,)","(0.024000000208616257,)","(5.706358432769775,)","(4.030152797698975,)","(2.5853986740112305,)","(2.0369060039520264,)",['Safe']
2024/08/09/16:03:56.433100,566,0,0,,"(206.42762756347656,)","(-170.21961975097656,)","(0.0,)","(0.0,)","(0.0,)","(0.11476346105337143,)","(0.5039310455322266,)","(0.024000000208616257,)","(5.7057647705078125,)","(4.030022144317627,)","(2.5848641395568848,)","(2.0365052223205566,)",['Safe']
2024/08/09/16:03:56.533637,567,0,0,,"(207.3710479736328,)","(-171.07864379882812,)","(0.0,)","(0.0,)","(0.0,)","(0.11487741768360138,)","(0.504000723361969,)","(0.024000000208616257,)","(5.704751014709473,)","(4.029671669006348,)","(2.583932876586914,)","(2.035806894302368,)",['Safe']
2024/08/09/16:03:56.636147,568,0,0,,"(208.31466674804688,)","(-171.8779754638672,)","(0.0,)","(0.0,)","(0.0,)","(0.11500381678342819,)","(0.5040671229362488,)","(0.024000000208616257,)","(5.7042365074157715,)","(4.029565334320068,)","(2.583470582962036,)","(2.0354602336883545,)",['Safe']
2024/08/09/16:03:56.737414,569,0,0,,"(209.2587432861328,)","(-172.6160430908203,)","(0.0,)","(0.0,)","(0.0,)","(0.11513315141201019,)","(0.5041298866271973,)","(0.024000000208616257,)","(5.704206466674805,)","(4.029694080352783,)","(2.5834624767303467,)","(2.035454034805298,)",['Safe']
2024/08/09/16:03:56.834427,570,0,0,,"(210.2065887451172,)","(-173.3597869873047,)","(0.0,)","(0.0,)","(0.0,)","(0.11525332927703857,)","(0.5039154291152954,)","(0.024000000208616257,)","(5.70589017868042,)","(4.030048847198486,)","(2.5849769115448,)","(2.0365896224975586,)",['Safe']
2024/08/09/16:03:56.932105,571,0,0,,"(211.15383911132812,)","(-174.16195678710938,)","(0.0,)","(0.0,)","(0.0,)","(0.11535536497831345,)","(0.5037161111831665,)","(0.024000000208616257,)","(5.707005023956299,)","(4.030152797698975,)","(2.585960865020752,)","(2.037327766418457,)",['Safe']
2024/08/09/16:03:57.034479,572,0,0,,"(212.09719848632812,)","(-174.9533233642578,)","(0.0,)","(0.0,)","(0.0,)","(0.11544617265462875,)","(0.5037966370582581,)","(0.024000000208616257,)","(5.706377983093262,)","(4.030022144317627,)","(2.585397243499756,)","(2.03690505027771,)",['Safe']
2024/08/09/16:03:57.137144,573,0,0,,"(213.03717041015625,)","(-175.7391815185547,)","(0.0,)","(0.0,)","(0.0,)","(0.11554257571697235,)","(0.5041428804397583,)","(0.024000000208616257,)","(5.704103469848633,)","(4.029672145843506,)","(2.5833702087402344,)","(2.0353848934173584,)",['Safe']
2024/08/09/16:03:57.234846,574,0,0,,"(213.9810028076172,)","(-176.53712463378906,)","(0.0,)","(0.0,)","(0.0,)","(0.11565335094928741,)","(0.5042018890380859,)","(0.024000000208616257,)","(5.703622817993164,)","(4.029565334320068,)","(2.582937002182007,)","(2.035059928894043,)",['Safe']
2024/08/09/16:03:57.333367,575,0,0,,"(214.9285430908203,)","(-177.34530639648438,)","(0.0,)","(0.0,)","(0.0,)","(0.11577653884887695,)","(0.5039880275726318,)","(0.024000000208616257,)","(5.704853057861328,)","(4.029694080352783,)","(2.5840251445770264,)","(2.0358757972717285,)",['Safe']
2024/08/09/16:03:57.432674,576,0,0,,"(215.87628173828125,)","(-178.08750915527344,)","(0.0,)","(0.0,)","(0.0,)","(0.1158955842256546,)","(0.5037809014320374,)","(0.024000000208616257,)","(5.706503391265869,)","(4.0300493240356445,)","(2.585510015487671,)","(2.036989688873291,)",['Safe']
2024/08/09/16:03:57.533870,577,0,0,,"(216.8204803466797,)","(-178.82147216796875,)","(0.0,)","(0.0,)","(0.0,)","(0.11600176244974136,)","(0.5038582682609558,)","(0.024000000208616257,)","(5.706357955932617,)","(4.030153274536133,)","(2.5853984355926514,)","(2.0369060039520264,)",['Safe']
2024/08/09/16:03:57.631238,578,0,0,,"(217.76437377929688,)","(-179.6175079345703,)","(0.0,)","(0.0,)","(0.0,)","(0.11609410494565964,)","(0.5039314031600952,)","(0.024000000208616257,)","(5.7057647705078125,)","(4.030022621154785,)","(2.5848639011383057,)","(2.0365049839019775,)",['Safe']
2024/08/09/16:03:57.733843,579,0,0,,"(218.70773315429688,)","(-180.47561645507812,)","(0.0,)","(0.0,)","(0.0,)","(0.11618310958147049,)","(0.5040010213851929,)","(0.024000000208616257,)","(5.7047505378723145,)","(4.029672622680664,)","(2.583932638168335,)","(2.035806655883789,)",['Safe']
