time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.DCPA,.TCPA,.UDCPA,.UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/09/30/21:04:48.423049,185,0,0,,"(80.89984130859375,)","(48.610801696777344,)","(0.0,)","(0.0,)","(0.0,)","(0.9254043102264404,)","(0.4988671541213989,)","(0.07800000160932541,)","(5.16420841217041,)","(4.027937889099121,)","(3.8140058517456055,)","(2.9583613872528076,)",['Starboard crossing']
2024/09/30/21:04:48.521239,186,0,0,,"(79.64179229736328,)","(47.78676223754883,)","(0.0,)","(0.0,)","(0.0,)","(0.9239315986633301,)","(0.4992140233516693,)","(0.07800000160932541,)","(5.160778522491455,)","(4.027676105499268,)","(3.8158392906188965,)","(2.9597365856170654,)",['Starboard crossing']
2024/09/30/21:04:48.622791,187,0,0,,"(78.3882827758789,)","(46.9464225769043,)","(0.0,)","(0.0,)","(0.0,)","(0.9222567081451416,)","(0.49941328167915344,)","(0.07800000160932541,)","(5.157903671264648,)","(4.027639865875244,)","(3.818179130554199,)","(2.961491346359253,)",['Starboard crossing']
2024/09/30/21:04:48.720554,188,0,0,,"(77.1395263671875,)","(46.09091567993164,)","(0.0,)","(0.0,)","(0.0,)","(0.9203786849975586,)","(0.4994661509990692,)","(0.07800000160932541,)","(5.155571460723877,)","(4.027829647064209,)","(3.8210365772247314,)","(2.963634729385376,)",['Starboard crossing']
2024/09/30/21:04:48.823818,189,0,0,,"(75.89569091796875,)","(45.22194290161133,)","(0.0,)","(0.0,)","(0.0,)","(0.918298602104187,)","(0.49938422441482544,)","(0.07800000160932541,)","(5.153735637664795,)","(4.028228282928467,)","(3.8243770599365234,)","(2.966139793395996,)",['Starboard crossing']
2024/09/30/21:04:48.920401,190,0,0,,"(74.65483093261719,)","(44.35505294799805,)","(0.0,)","(0.0,)","(0.0,)","(0.9160795211791992,)","(0.49945080280303955,)","(0.07800000160932541,)","(5.151511192321777,)","(4.028370380401611,)","(3.826932668685913,)","(2.9680566787719727,)",['Starboard crossing']
2024/09/30/21:04:49.023040,191,0,0,,"(73.42071533203125,)","(43.49740219116211,)","(0.0,)","(0.0,)","(0.0,)","(0.9138103723526001,)","(0.4996584951877594,)","(0.07800000160932541,)","(5.148800849914551,)","(4.02828311920166,)","(3.828906774520874,)","(2.9695372581481934,)",['Starboard crossing']
2024/09/30/21:04:49.120351,192,0,0,,"(72.19086456298828,)","(42.6399040222168,)","(0.0,)","(0.0,)","(0.0,)","(0.9113847613334656,)","(0.4999908208847046,)","(0.07800000160932541,)","(5.145778179168701,)","(4.027978897094727,)","(3.8302001953125,)","(2.9705073833465576,)",['Starboard crossing']
2024/09/30/21:04:49.221993,193,0,0,,"(70.97201538085938,)","(41.779518127441406,)","(0.0,)","(0.0,)","(0.0,)","(0.9088601469993591,)","(0.5001745223999023,)","(0.07699999958276749,)","(5.143127918243408,)","(4.027926921844482,)","(3.8322763442993164,)","(2.97206449508667,)",['Starboard crossing']
2024/09/30/21:04:49.319453,194,0,0,,"(69.7615737915039,)","(40.91079330444336,)","(0.0,)","(0.0,)","(0.0,)","(0.9061517119407654,)","(0.5002195835113525,)","(0.07699999958276749,)","(5.140915870666504,)","(4.028099060058594,)","(3.834954261779785,)","(2.9740726947784424,)",['Starboard crossing']
2024/09/30/21:04:49.421809,195,0,0,,"(68.56210327148438,)","(40.041412353515625,)","(0.0,)","(0.0,)","(0.0,)","(0.9033425450325012,)","(0.5001399517059326,)","(0.07699999958276749,)","(5.1389923095703125,)","(4.028485298156738,)","(3.8383190631866455,)","(2.9765963554382324,)",['Starboard crossing']
2024/09/30/21:04:49.520394,196,0,0,,"(67.3697509765625,)","(39.17964172363281,)","(0.0,)","(0.0,)","(0.0,)","(0.9004402160644531,)","(0.5002184510231018,)","(0.07699999958276749,)","(5.136552333831787,)","(4.028611183166504,)","(3.840991258621216,)","(2.97860050201416,)",['Starboard crossing']
2024/09/30/21:04:49.623406,197,0,0,,"(66.23664855957031,)","(38.467689514160156,)","(0.0,)","(0.0,)","(0.0,)","(0.8993517756462097,)","(0.5006271600723267,)","(0.07699999958276749,)","(5.1308722496032715,)","(4.028440475463867,)","(3.8451788425445557,)","(2.981741189956665,)",['Starboard crossing']
2024/09/30/21:04:49.719682,198,0,0,,"(65.09858703613281,)","(37.72478485107422,)","(0.0,)","(0.0,)","(0.0,)","(0.8977183699607849,)","(0.5011215806007385,)","(0.07699999958276749,)","(5.125443458557129,)","(4.0280585289001465,)","(3.8482236862182617,)","(2.9840247631073,)",['Starboard crossing']
2024/09/30/21:04:49.822260,199,0,0,,"(63.97528076171875,)","(36.985511779785156,)","(0.0,)","(0.0,)","(0.0,)","(0.8960798978805542,)","(0.5014641284942627,)","(0.07699999958276749,)","(5.120279312133789,)","(4.027939319610596,)","(3.852187395095825,)","(2.986997604370117,)",['Starboard crossing']
2024/09/30/21:04:49.919101,200,0,0,,"(62.83600616455078,)","(36.169227600097656,)","(0.0,)","(0.0,)","(0.0,)","(0.8932875394821167,)","(0.5016458630561829,)","(0.07599999755620956,)","(5.116738796234131,)","(4.027956008911133,)","(3.855337381362915,)","(2.9893603324890137,)",['Starboard crossing']
2024/09/30/21:04:50.023447,201,0,0,,"(61.726097106933594,)","(35.39419174194336,)","(0.0,)","(0.0,)","(0.0,)","(0.8909894824028015,)","(0.5016696453094482,)","(0.07599999755620956,)","(5.11286735534668,)","(4.028311729431152,)","(3.8602631092071533,)","(2.9930543899536133,)",['Starboard crossing']
2024/09/30/21:04:50.119471,202,0,0,,"(60.618553161621094,)","(34.608795166015625,)","(0.0,)","(0.0,)","(0.0,)","(0.88836270570755,)","(0.5018606185913086,)","(0.07599999755620956,)","(5.108724117279053,)","(4.028357982635498,)","(3.864067792892456,)","(2.99590802192688,)",['Starboard crossing']
2024/09/30/21:04:50.219098,203,0,0,,"(59.52882385253906,)","(33.866825103759766,)","(0.0,)","(0.0,)","(0.0,)","(0.8861647248268127,)","(0.5021243095397949,)","(0.07599999755620956,)","(5.103354454040527,)","(4.028208255767822,)","(3.8680779933929443,)","(2.998915672302246,)",['Starboard crossing']
2024/09/30/21:04:50.318925,204,0,0,,"(58.44685363769531,)","(33.10637664794922,)","(0.0,)","(0.0,)","(0.0,)","(0.8835652470588684,)","(0.5026087164878845,)","(0.07599999755620956,)","(5.097982406616211,)","(4.0277838706970215,)","(3.870882749557495,)","(3.001019239425659,)",['Starboard crossing']
2024/09/30/21:04:50.421542,205,0,0,,"(57.384708404541016,)","(32.35780715942383,)","(1.7846052287495695e-05,)","(0.0,)","(0.0,)","(0.8810421824455261,)","(0.5029315948486328,)","(0.07599999755620956,)","(5.092767715454102,)","(4.02764892578125,)","(3.874821186065674,)","(3.0039730072021484,)",['Starboard crossing']
2024/09/30/21:04:50.519105,206,0,0,,"(56.33147430419922,)","(31.593217849731445,)","(0.00366139761172235,)","(0.0,)","(0.0,)","(0.8781557679176331,)","(0.5031193494796753,)","(0.07699999958276749,)","(5.0881266593933105,)","(4.027711868286133,)","(3.8791303634643555,)","(3.007205009460449,)",['Starboard crossing']
2024/09/30/21:04:50.621422,207,0,0,,"(55.298362731933594,)","(30.84306526184082,)","(0.013364827260375023,)","(0.0,)","(0.0,)","(0.8753625750541687,)","(0.5031730532646179,)","(0.08100000023841858,)","(5.083531856536865,)","(4.028018474578857,)","(3.884472608566284,)","(3.011211633682251,)",['Starboard crossing']
2024/09/30/21:04:50.719587,208,0,0,,"(54.27640151977539,)","(30.097965240478516,)","(0.02881826087832451,)","(0.0,)","(0.0,)","(0.8724653720855713,)","(0.5033897161483765,)","(0.08699999749660492,)","(5.0783891677856445,)","(4.028048992156982,)","(3.88907527923584,)","(3.0146636962890625,)",['Starboard crossing']
2024/09/30/21:04:50.823831,209,0,0,,"(53.26676940917969,)","(29.357345581054688,)","(0.049621425569057465,)","(0.0,)","(0.0,)","(0.8694618940353394,)","(0.5037446022033691,)","(0.0949999988079071,)","(5.072765827178955,)","(4.027843952178955,)","(3.893059730529785,)","(3.0176517963409424,)",['Starboard crossing']
2024/09/30/21:04:50.919218,210,0,0,,"(52.27326583862305,)","(28.628965377807617,)","(0.07525194436311722,)","(0.0,)","(0.0,)","(0.8664836287498474,)","(0.5042263865470886,)","(0.10499999672174454,)","(5.066546440124512,)","(4.027433395385742,)","(3.896660566329956,)","(3.020352602005005,)",['Starboard crossing']
2024/09/30/21:04:51.024348,211,0,0,,"(51.29280471801758,)","(27.888477325439453,)","(0.10520800948143005,)","(0.0,)","(0.0,)","(0.8631622791290283,)","(0.5045616030693054,)","(0.11699999868869781,)","(5.060873031616211,)","(4.02724552154541,)","(3.900763511657715,)","(3.0234296321868896,)",['Starboard crossing']
2024/09/30/21:04:51.119286,212,0,0,,"(50.33913803100586,)","(27.175392150878906,)","(0.13860569894313812,)","(0.0,)","(0.0,)","(0.8601433038711548,)","(0.5047523975372314,)","(0.12999999523162842,)","(5.055025577545166,)","(4.0273308753967285,)","(3.906219720840454,)","(3.027521848678589,)",['Starboard crossing']
2024/09/30/21:04:51.221586,213,0,0,,"(49.43854904174805,)","(26.573843002319336,)","(0.17408302426338196,)","(0.0,)","(0.0,)","(0.8588562607765198,)","(0.5049126744270325,)","(0.14399999380111694,)","(5.047149658203125,)","(4.027603626251221,)","(3.9142632484436035,)","(3.0335545539855957,)",['Starboard crossing']
2024/09/30/21:04:51.319361,214,0,0,,"(48.554691314697266,)","(25.99049949645996,)","(0.2119903713464737,)","(0.0,)","(0.0,)","(0.8577388525009155,)","(0.5052824020385742,)","(0.1589999943971634,)","(5.0383076667785645,)","(4.027522087097168,)","(3.9215879440307617,)","(3.039047956466675,)",['Starboard crossing']
2024/09/30/21:04:51.423642,215,0,0,,"(47.67345428466797,)","(25.37735939025879,)","(0.25225594639778137,)","(0.0,)","(0.0,)","(0.8559852242469788,)","(0.5058058500289917,)","(0.17499999701976776,)","(5.029535293579102,)","(4.027120113372803,)","(3.927441358566284,)","(3.043438196182251,)",['Starboard crossing']
2024/09/30/21:04:51.520291,216,0,0,,"(46.75562286376953,)","(24.610261917114258,)","(0.29577505588531494,)","(0.0,)","(0.0,)","(0.851436972618103,)","(0.5065429210662842,)","(0.19200000166893005,)","(5.023012638092041,)","(4.026163101196289,)","(3.9288909435272217,)","(3.044525384902954,)",['Starboard crossing']
2024/09/30/21:04:51.622154,217,0,0,,"(45.87738037109375,)","(23.887399673461914,)","(0.33942803740501404,)","(0.0,)","(0.0,)","(0.8474606275558472,)","(0.5068145394325256,)","(0.20900000631809235,)","(5.0168561935424805,)","(4.026030540466309,)","(3.9336531162261963,)","(3.0480971336364746,)",['Starboard crossing']
2024/09/30/21:04:51.720217,218,0,0,,"(45.02370071411133,)","(23.180585861206055,)","(0.38326990604400635,)","(0.0,)","(0.0,)","(0.8435791730880737,)","(0.5069696307182312,)","(0.22699999809265137,)","(5.010653018951416,)","(4.02609920501709,)","(3.9393441677093506,)","(3.052365303039551,)",['Starboard crossing']
2024/09/30/21:04:51.823896,219,0,0,,"(44.21504592895508,)","(22.556699752807617,)","(0.4260934889316559,)","(0.0,)","(0.0,)","(0.8410125970840454,)","(0.5070085525512695,)","(0.24400000274181366,)","(5.0031046867370605,)","(4.02643346786499,)","(3.9473772048950195,)","(3.0583901405334473,)",['Starboard crossing']
2024/09/30/21:04:51.919466,220,0,0,,"(43.41095733642578,)","(21.899980545043945,)","(0.469043493270874,)","(0.0,)","(0.00010054171434603631,)","(0.8377174139022827,)","(0.5072752237319946,)","(0.25999999046325684,)","(4.995491981506348,)","(4.026333332061768,)","(3.9535470008850098,)","(3.0630173683166504,)",['Starboard crossing']
2024/09/30/21:04:52.023878,221,0,0,,"(42.616031646728516,)","(21.2108211517334,)","(0.5116869807243347,)","(0.0,)","(0.0014994519297033548,)","(0.8341594934463501,)","(0.5080184936523438,)","(0.27799999713897705,)","(4.987575531005859,)","(4.026053428649902,)","(3.9591896533966064,)","(3.067249298095703,)",['Starboard crossing']
2024/09/30/21:04:52.119467,222,0,0,,"(41.83940505981445,)","(20.523658752441406,)","(0.5531232357025146,)","(0.0,)","(0.0040666949935257435,)","(0.830012857913971,)","(0.5085099935531616,)","(0.2939999997615814,)","(4.979780673980713,)","(4.025514125823975,)","(3.9635798931121826,)","(3.070542097091675,)",['Starboard crossing']
2024/09/30/21:04:52.223272,223,0,0,,"(41.129207611083984,)","(19.990623474121094,)","(0.5914039015769958,)","(0.0,)","(0.010807042941451073,)","(0.8286071419715881,)","(0.5088324546813965,)","(0.3100000023841858,)","(4.969301223754883,)","(4.025362968444824,)","(3.9720120429992676,)","(3.0768661499023438,)",['Starboard crossing']
2024/09/30/21:04:52.319552,224,0,0,,"(40.435546875,)","(19.448104858398438,)","(0.6281911730766296,)","(0.0,)","(0.02007896639406681,)","(0.8268983960151672,)","(0.509111225605011,)","(0.32600000500679016,)","(4.959040641784668,)","(4.025240898132324,)","(3.98038387298584,)","(3.0831449031829834,)",['Starboard crossing']
2024/09/30/21:04:52.423452,225,0,0,,"(39.90874481201172,)","(19.585596084594727,)","(0.6590414047241211,)","(0.0,)","(0.05876005068421364,)","(0.8385931253433228,)","(0.5124855637550354,)","(0.3449999988079071,)","(4.926112174987793,)","(4.020289421081543,)","(3.9870803356170654,)","(3.088167428970337,)",['Starboard crossing']
2024/09/30/21:04:52.519448,226,0,0,,"(39.520294189453125,)","(20.26266098022461,)","(0.6844945549964905,)","(0.0,)","(0.1288936585187912,)","(0.8590183258056641,)","(0.5161941647529602,)","(0.3659999966621399,)","(4.881650447845459,)","(4.0146989822387695,)","(4.000900745391846,)","(3.0985326766967773,)",['Starboard crossing']
2024/09/30/21:04:52.624258,227,0,0,,"(39.22933578491211,)","(21.43273162841797,)","(0.7063193917274475,)","(0.0,)","(0.21711286902427673,)","(0.8850971460342407,)","(0.5204624533653259,)","(0.3880000114440918,)","(4.8267436027526855,)","(4.007700443267822,)","(4.017454147338867,)","(3.110947608947754,)",['Starboard crossing']
2024/09/30/21:04:52.719551,228,0,0,,"(38.905601501464844,)","(22.49605941772461,)","(0.7282873392105103,)","(0.0,)","(0.2914097309112549,)","(0.9060792922973633,)","(0.5235450863838196,)","(0.40799999237060547,)","(4.7784743309021,)","(4.002072811126709,)","(4.034243106842041,)","(3.123539447784424,)",['Starboard crossing']
2024/09/30/21:04:52.820848,229,0,0,,"(38.31647491455078,)","(22.543628692626953,)","(0.7587062120437622,)","(0.0036640935577452183,)","(0.337029367685318,)","(0.9143049120903015,)","(0.5306311249732971,)","(0.42800000309944153,)","(4.737712860107422,)","(3.9898746013641357,)","(4.015417098999023,)","(3.10942006111145,)",['Starboard crossing']
2024/09/30/21:04:52.921090,230,0,0,,"(37.67164993286133,)","(22.04873275756836,)","(0.7883989214897156,)","(0.016775893047451973,)","(0.36847394704818726,)","(0.9155331254005432,)","(0.5358222126960754,)","(0.44999998807907104,)","(4.712214469909668,)","(3.9810264110565186,)","(3.9982616901397705,)","(3.096553325653076,)",['Starboard crossing']
2024/09/30/21:04:53.023796,231,0,0,,"(37.019779205322266,)","(21.21575164794922,)","(0.8157250881195068,)","(0.032493043690919876,)","(0.39100006222724915,)","(0.9120572805404663,)","(0.538950502872467,)","(0.4690000116825104,)","(4.698883056640625,)","(3.9757611751556396,)","(3.9864792823791504,)","(3.087716579437256,)",['Starboard crossing']
2024/09/30/21:04:53.120233,232,0,0,,"(36.35869216918945,)","(20.100879669189453,)","(0.8410399556159973,)","(0.04864541441202164,)","(0.40579283237457275,)","(0.904484748840332,)","(0.541047990322113,)","(0.4869999885559082,)","(4.6938862800598145,)","(3.9723703861236572,)","(3.975823163986206,)","(3.0797245502471924,)",['Starboard crossing']
2024/09/30/21:04:53.223731,233,0,0,,"(35.68967056274414,)","(18.734834671020508,)","(0.8643707036972046,)","(0.06379323452711105,)","(0.4119678735733032,)","(0.8926457166671753,)","(0.5424774289131165,)","(0.5019999742507935,)","(4.695892810821533,)","(3.970242738723755,)","(3.964740514755249,)","(3.0714125633239746,)",['Starboard crossing']
2024/09/30/21:04:53.320872,234,0,0,,"(35.013206481933594,)","(17.13275146484375,)","(0.8857165575027466,)","(0.07615441083908081,)","(0.4067041873931885,)","(0.8759117722511292,)","(0.5434883236885071,)","(0.5130000114440918,)","(4.704254627227783,)","(3.9689409732818604,)","(3.9518613815307617,)","(3.061753273010254,)",['Starboard crossing']
2024/09/30/21:04:53.424410,235,0,0,,"(34.33505630493164,)","(15.312300682067871,)","(0.9048776030540466,)","(0.08191682398319244,)","(0.3839271664619446,)","(0.853216290473938,)","(0.5439530611038208,)","(0.5180000066757202,)","(4.719521999359131,)","(3.9686174392700195,)","(3.937380790710449,)","(3.0508928298950195,)",['Starboard crossing']
2024/09/30/21:04:53.522520,236,0,0,,"(33.79934310913086,)","(14.00540828704834,)","(0.9190388321876526,)","(0.08336576074361801,)","(0.366052508354187,)","(0.8347595930099487,)","(0.5405616164207458,)","(0.5210000276565552,)","(4.7369771003723145,)","(3.974290132522583,)","(3.947364091873169,)","(3.058380126953125,)",['Starboard crossing']
2024/09/30/21:04:53.621929,237,0,0,,"(33.37206268310547,)","(13.306364059448242,)","(0.9307047724723816,)","(0.10318010300397873,)","(0.3806103765964508,)","(0.828811764717102,)","(0.5393709540367126,)","(0.5339999794960022,)","(4.734243392944336,)","(3.97609806060791,)","(3.9576568603515625,)","(3.0660996437072754,)",['Starboard crossing']
2024/09/30/21:04:53.722635,238,0,0,,"(33.03266525268555,)","(13.005876541137695,)","(0.9399989247322083,)","(0.13156141340732574,)","(0.4150892198085785,)","(0.8298126459121704,)","(0.5372788906097412,)","(0.5529999732971191,)","(4.725566864013672,)","(3.9791550636291504,)","(3.9785549640655518,)","(3.081773519515991,)",['Starboard crossing']
2024/09/30/21:04:53.826180,239,0,0,,"(32.71263122558594,)","(12.720582962036133,)","(0.9481549263000488,)","(0.15886887907981873,)","(0.44822460412979126,)","(0.830452561378479,)","(0.5345613956451416,)","(0.5699999928474426,)","(4.718573570251465,)","(3.9831809997558594,)","(4.002309799194336,)","(3.0995893478393555,)",['Starboard crossing']
2024/09/30/21:04:53.922250,240,0,0,,"(32.32234191894531,)","(11.914163589477539,)","(0.9565348625183105,)","(0.180450901389122,)","(0.4566211402416229,)","(0.8222646713256836,)","(0.5334612727165222,)","(0.5820000171661377,)","(4.717702388763428,)","(3.984861135482788,)","(4.010475158691406,)","(3.1057136058807373,)",['Starboard crossing']
2024/09/30/21:04:54.024059,241,0,0,,"(31.92500877380371,)","(10.872767448425293,)","(0.9639434814453125,)","(0.1947472095489502,)","(0.4468221962451935,)","(0.808535099029541,)","(0.5319610238075256,)","(0.5879999995231628,)","(4.72360897064209,)","(3.987380266189575,)","(4.0165252685546875,)","(3.110250949859619,)",['Starboard crossing']
2024/09/30/21:04:54.120305,242,0,0,,"(31.551288604736328,)","(9.7876615524292,)","(0.9701331853866577,)","(0.2028273046016693,)","(0.4241095781326294,)","(0.7925485372543335,)","(0.5298934578895569,)","(0.5889999866485596,)","(5.504948139190674,)","(3.990884780883789,)","(2.4061763286590576,)","(1.902489423751831,)",['Safe']
2024/09/30/21:04:54.223787,243,0,0,,"(31.234792709350586,)","(8.930025100708008,)","(0.9750694632530212,)","(0.21473659574985504,)","(0.4096876084804535,)","(0.7806341052055359,)","(0.5274913311004639,)","(0.5929999947547913,)","(5.523754596710205,)","(3.99479603767395,)","(2.4228148460388184,)","(1.9149682521820068,)",['Safe']
2024/09/30/21:04:54.322240,244,0,0,,"(30.95142936706543,)","(8.152928352355957,)","(0.9791762828826904,)","(0.2302618771791458,)","(0.3977906405925751,)","(0.7706203460693359,)","(0.5254271626472473,)","(0.5979999899864197,)","(5.539560794830322,)","(3.9980907440185547,)","(2.4368202686309814,)","(1.9254722595214844,)",['Safe']
2024/09/30/21:04:54.424146,245,0,0,,"(30.691701889038086,)","(7.374380111694336,)","(0.98260098695755,)","(0.2460644394159317,)","(0.38066381216049194,)","(0.7607372403144836,)","(0.5237030982971191,)","(0.6019999980926514,)","(5.552617073059082,)","(4.00081729888916,)","(2.448404312133789,)","(1.9341603517532349,)",['Safe']
2024/09/30/21:04:54.522244,246,0,0,,"(30.442424774169922,)","(6.444067478179932,)","(0.9854487776756287,)","(0.2506166696548462,)","(0.3350027799606323,)","(0.7474910020828247,)","(0.5225018858909607,)","(0.5979999899864197,)","(5.562041759490967,)","(4.002788066864014,)","(2.4567747116088867,)","(1.940438151359558,)",['Safe']
2024/09/30/21:04:54.626440,247,0,0,,"(30.21956443786621,)","(5.455374717712402,)","(0.9876583218574524,)","(0.23292173445224762,)","(0.2539446949958801,)","(0.7322073578834534,)","(0.521221935749054,)","(0.5809999704360962,)","(5.572353839874268,)","(4.004947185516357,)","(2.4659414291381836,)","(1.9473131895065308,)",['Safe']
2024/09/30/21:04:54.724061,248,0,0,,"(30.031932830810547,)","(4.4854841232299805,)","(0.9892977476119995,)","(0.1697317510843277,)","(0.13687476515769958,)","(0.7167781591415405,)","(0.5198178887367249,)","(0.5410000085830688,)","(5.583611965179443,)","(4.007308006286621,)","(2.475959062576294,)","(1.9548264741897583,)",['Safe']
2024/09/30/21:04:54.826023,249,0,0,,"(29.88326072692871,)","(3.601372241973877,)","(0.990480899810791,)","(0.004236117005348206,)","(0.02030922845005989,)","(0.7032949924468994,)","(0.5183554291725159,)","(0.4650000035762787,)","(5.595000743865967,)","(4.00969934463501,)","(2.486102819442749,)","(1.96243417263031,)",['Safe']
2024/09/30/21:04:54.920931,250,0,0,,"(29.766447067260742,)","(2.714562177658081,)","(0.9912790060043335,)","(0.0,)","(0.0,)","(0.6899383664131165,)","(0.5171636343002319,)","(0.46000000834465027,)","(5.604203701019287,)","(4.011634349822998,)","(2.494307279586792,)","(1.9685876369476318,)",['Safe']
2024/09/30/21:04:55.023438,251,0,0,,"(29.68118667602539,)","(1.7743479013442993,)","(0.9916910529136658,)","(0.0,)","(0.0,)","(0.6752774715423584,)","(0.5162680745124817,)","(0.45899999141693115,)","(5.611234188079834,)","(4.013113975524902,)","(2.500580072402954,)","(1.9732921123504639,)",['Safe']
2024/09/30/21:04:55.119307,252,0,0,,"(29.631404876708984,)","(0.7893520593643188,)","(0.9917058944702148,)","(0.0,)","(0.0,)","(0.6594383716583252,)","(0.5156202912330627,)","(0.4580000042915344,)","(5.616457462310791,)","(4.014214038848877,)","(2.505242347717285,)","(1.976788878440857,)",['Safe']
2024/09/30/21:04:55.224992,253,0,0,,"(29.614578247070312,)","(-0.20672239363193512,)","(0.9913582801818848,)","(0.0,)","(0.0,)","(0.6427168846130371,)","(0.5148890018463135,)","(0.4569999873638153,)","(5.622415065765381,)","(4.0154571533203125,)","(2.510561466217041,)","(1.9807783365249634,)",['Safe']
2024/09/30/21:04:55.323557,254,0,0,,"(29.64141845703125,)","(-1.1730077266693115,)","(0.9905592203140259,)","(0.0,)","(0.0,)","(0.6267022490501404,)","(0.5140607357025146,)","(0.45500001311302185,)","(5.629047393798828,)","(4.0168561935424805,)","(2.5164883136749268,)","(1.985223412513733,)",['Safe']
2024/09/30/21:04:55.423260,255,0,0,,"(29.704557418823242,)","(-2.109079122543335,)","(0.9893354177474976,)","(0.0,)","(0.0,)","(0.6114611625671387,)","(0.5131556987762451,)","(0.45399999618530273,)","(5.636168479919434,)","(4.018359661102295,)","(2.522855758666992,)","(1.9899989366531372,)",['Safe']
2024/09/30/21:04:55.523947,256,0,0,,"(29.80438232421875,)","(-3.0501954555511475,)","(0.9875917434692383,)","(0.0,)","(0.0,)","(0.5964992642402649,)","(0.5124709606170654,)","(0.4519999921321869,)","(5.641506671905518,)","(4.0194878578186035,)","(2.5276317596435547,)","(1.993580937385559,)",['Safe']
2024/09/30/21:04:55.622923,257,0,0,,"(29.943588256835938,)","(-4.023016452789307,)","(0.985152542591095,)","(0.0,)","(0.0,)","(0.5808717012405396,)","(0.5120041370391846,)","(0.44999998807907104,)","(5.645220756530762,)","(4.020272731781006,)","(2.5309555530548096,)","(1.996073842048645,)",['Safe']
2024/09/30/21:04:55.721790,258,0,0,,"(30.12253189086914,)","(-5.013969421386719,)","(0.9818850755691528,)","(0.0,)","(0.0,)","(0.5650297403335571,)","(0.5117215514183044,)","(0.44699999690055847,)","(5.647515773773193,)","(4.020758152008057,)","(2.533010244369507,)","(1.997614860534668,)",['Safe']
2024/09/30/21:04:55.823090,259,0,0,,"(30.337669372558594,)","(-5.990900039672852,)","(0.9777011275291443,)","(0.0,)","(0.0,)","(0.5495085120201111,)","(0.5113227963447571,)","(0.4449999928474426,)","(5.650698661804199,)","(4.0214314460754395,)","(2.535860776901245,)","(1.9997527599334717,)",['Safe']
2024/09/30/21:04:55.921962,260,0,0,,"(30.586944580078125,)","(-6.952167987823486,)","(0.9724728465080261,)","(0.0,)","(0.0,)","(0.5344570279121399,)","(0.5108180046081543,)","(0.44200000166893005,)","(5.654675006866455,)","(4.022273063659668,)","(2.5394225120544434,)","(2.0024240016937256,)",['Safe']
2024/09/30/21:04:56.023851,261,0,0,,"(30.868633270263672,)","(-7.8994035720825195,)","(0.9660565257072449,)","(0.0,)","(0.0,)","(0.5198858976364136,)","(0.5102166533470154,)","(0.43799999356269836,)","(5.659371852874756,)","(4.02326774597168,)","(2.5436313152313232,)","(2.0055806636810303,)",['Safe']
2024/09/30/21:04:56.120418,262,0,0,,"(31.187177658081055,)","(-8.865784645080566,)","(0.9581276178359985,)","(0.0,)","(0.0,)","(0.5052677989006042,)","(0.509813129901886,)","(0.4339999854564667,)","(5.662539005279541,)","(4.02393913269043,)","(2.5464706420898438,)","(2.0077099800109863,)",['Safe']
2024/09/30/21:04:56.223008,263,0,0,,"(31.54155921936035,)","(-9.849913597106934,)","(0.9484774470329285,)","(0.0,)","(0.0,)","(0.4907033145427704,)","(0.5096364617347717,)","(0.42899999022483826,)","(5.664103984832764,)","(4.024319171905518,)","(2.547880172729492,)","(2.0087671279907227,)",['Safe']
2024/09/30/21:04:56.323527,264,0,0,,"(31.93241310119629,)","(-10.84607982635498,)","(0.9368484020233154,)","(0.0,)","(0.0,)","(0.47628751397132874,)","(0.5095672607421875,)","(0.4230000078678131,)","(5.664669036865234,)","(4.024438858032227,)","(2.548387050628662,)","(2.0091474056243896,)",['Safe']
2024/09/30/21:04:56.423553,265,0,0,,"(32.34977340698242,)","(-11.821686744689941,)","(0.9233542680740356,)","(0.0,)","(0.0,)","(0.4627084732055664,)","(0.5093621015548706,)","(0.4169999957084656,)","(5.666232109069824,)","(4.024770259857178,)","(2.5497887134552,)","(2.0101985931396484,)",['Safe']
2024/09/30/21:04:56.523860,266,0,0,,"(32.79603576660156,)","(-12.790369033813477,)","(0.9076838493347168,)","(0.0,)","(0.0,)","(0.4493456482887268,)","(0.5090396404266357,)","(0.4099999964237213,)","(5.668736934661865,)","(4.025301456451416,)","(2.552035331726074,)","(2.0118837356567383,)",['Safe']
2024/09/30/21:04:56.622468,267,0,0,,"(33.27359390258789,)","(-13.760433197021484,)","(0.8895042538642883,)","(0.0,)","(0.0,)","(0.43580183386802673,)","(0.5086227655410767,)","(0.4020000100135803,)","(5.672065734863281,)","(4.026007652282715,)","(2.5550220012664795,)","(2.0141236782073975,)",['Safe']
2024/09/30/21:04:56.721492,268,0,0,,"(33.783172607421875,)","(-14.745612144470215,)","(0.8686203360557556,)","(0.0,)","(0.0,)","(0.4224727749824524,)","(0.5083819031715393,)","(0.3930000066757202,)","(5.674021244049072,)","(4.026422500610352,)","(2.556777000427246,)","(2.015439748764038,)",['Safe']
